parcel_id,record_id,owner_id,ownership_type,ownership_status
PAR-028195,28195,OWN-028195,Institutional,Verified
PAR-028196,28196,OWN-028196,Individual,Verified
PAR-028197,28197,OWN-028197,Individual,Pending Verification
PAR-028198,28198,OWN-028198,Individual,Verified
PAR-028199,28199,OWN-028199,Individual,Pending Verification
PAR-028200,28200,OWN-028200,Individual,Pending Verification
PAR-028201,28201,OWN-028201,Joint,Pending Verification
PAR-028202,28202,OWN-028202,Individual,Verified
PAR-028203,28203,OWN-028203,Individual,Verified
PAR-028204,28204,OWN-028204,Government,Verified
PAR-028205,28205,OWN-028205,Joint,Verified
PAR-028206,28206,OWN-028206,Individual,Verified
PAR-028207,28207,OWN-028207,Individual,Verified
PAR-028208,28208,OWN-028208,Individual,Verified
PAR-028209,28209,OWN-028209,Institutional,Verified
PAR-028210,28210,OWN-028210,Individual,Pending Verification
PAR-028211,28211,OWN-028211,Individual,Verified
PAR-028212,28212,OWN-028212,Joint,Verified
PAR-028213,28213,OWN-028213,Individual,Verified
PAR-028214,28214,OWN-028214,Individual,Verified
PAR-028215,28215,OWN-028215,Individual,Disputed
PAR-028216,28216,OWN-028216,Joint,Verified
PAR-028217,28217,OWN-028217,Government,Verified
PAR-028218,28218,OWN-028218,Individual,Verified
PAR-028219,28219,OWN-028219,Government,Verified
PAR-028220,28220,OWN-028220,Government,Disputed
PAR-028221,28221,OWN-028221,Individual,Verified
PAR-028222,28222,OWN-028222,Joint,Verified
PAR-028223,28223,OWN-028223,Individual,Verified
PAR-028224,28224,OWN-028224,Individual,Verified
PAR-028225,28225,OWN-028225,Joint,Verified
PAR-028226,28226,OWN-028226,Individual,Verified
PAR-028227,28227,OWN-028227,Individual,Verified
PAR-028228,28228,OWN-028228,Institutional,Disputed
PAR-028229,28229,OWN-028229,Individual,Verified
PAR-028230,28230,OWN-028230,Individual,Pending Verification
PAR-028231,28231,OWN-028231,Individual,Verified
PAR-028232,28232,OWN-028232,Individual,Verified
PAR-028233,28233,OWN-028233,Government,Verified
PAR-028234,28234,OWN-028234,Individual,Verified
PAR-028235,28235,OWN-028235,Individual,Verified
PAR-028236,28236,OWN-028236,Individual,Verified
PAR-028237,28237,OWN-028237,Joint,Verified
PAR-028238,28238,OWN-028238,Institutional,Verified
PAR-028239,28239,OWN-028239,Individual,Verified
PAR-028240,28240,OWN-028240,Institutional,Verified
PAR-028241,28241,OWN-028241,Individual,Pending Verification
PAR-028242,28242,OWN-028242,Individual,Verified
PAR-028243,28243,OWN-028243,Institutional,Verified
PAR-028244,28244,OWN-028244,Individual,Verified
PAR-028245,28245,OWN-028245,Individual,Pending Verification
PAR-028246,28246,OWN-028246,Individual,Verified
PAR-028247,28247,OWN-028247,Individual,Verified
PAR-028248,28248,OWN-028248,Individual,Verified
PAR-028249,28249,OWN-028249,Individual,Verified
PAR-028250,28250,OWN-028250,Institutional,Verified
PAR-028251,28251,OWN-028251,Individual,Verified
PAR-028252,28252,OWN-028252,Individual,Verified
PAR-028253,28253,OWN-028253,Individual,Pending Verification
PAR-028254,28254,OWN-028254,Joint,Pending Verification
PAR-028255,28255,OWN-028255,Joint,Verified
PAR-028256,28256,OWN-028256,Institutional,Verified
PAR-028257,28257,OWN-028257,Individual,Verified
PAR-028258,28258,OWN-028258,Institutional,Verified
PAR-028259,28259,OWN-028259,Individual,Verified
PAR-028260,28260,OWN-028260,Joint,Verified
PAR-028261,28261,OWN-028261,Individual,Verified
PAR-028262,28262,OWN-028262,Government,Verified
PAR-028263,28263,OWN-028263,Joint,Verified
PAR-028264,28264,OWN-028264,Individual,Verified
PAR-028265,28265,OWN-028265,Government,Pending Verification
PAR-028266,28266,OWN-028266,Individual,Verified
PAR-028267,28267,OWN-028267,Individual,Verified
PAR-028268,28268,OWN-028268,Joint,Disputed
PAR-028269,28269,OWN-028269,Individual,Pending Verification
PAR-028270,28270,OWN-028270,Individual,Verified
PAR-028271,28271,OWN-028271,Joint,Verified
PAR-028272,28272,OWN-028272,Joint,Verified
PAR-028273,28273,OWN-028273,Joint,Verified
PAR-028274,28274,OWN-028274,Individual,Verified
PAR-028275,28275,OWN-028275,Institutional,Verified
PAR-028276,28276,OWN-028276,Institutional,Pending Verification
PAR-028277,28277,OWN-028277,Government,Pending Verification
PAR-028278,28278,OWN-028278,Institutional,Verified
PAR-028279,28279,OWN-028279,Joint,Verified
PAR-028280,28280,OWN-028280,Joint,Pending Verification
PAR-028281,28281,OWN-028281,Government,Disputed
PAR-028282,28282,OWN-028282,Individual,Pending Verification
PAR-028283,28283,OWN-028283,Joint,Verified
PAR-028284,28284,OWN-028284,Government,Verified
PAR-028285,28285,OWN-028285,Individual,Pending Verification
PAR-028286,28286,OWN-028286,Individual,Verified
PAR-028287,28287,OWN-028287,Institutional,Verified
PAR-028288,28288,OWN-028288,Individual,Disputed
PAR-028289,28289,OWN-028289,Joint,Verified
PAR-028290,28290,OWN-028290,Institutional,Pending Verification
PAR-028291,28291,OWN-028291,Individual,Verified
PAR-028292,28292,OWN-028292,Individual,Verified
PAR-028293,28293,OWN-028293,Joint,Verified
PAR-028294,28294,OWN-028294,Individual,Verified
PAR-028295,28295,OWN-028295,Individual,Pending Verification
PAR-028296,28296,OWN-028296,Joint,Verified
PAR-028297,28297,OWN-028297,Joint,Verified
PAR-028298,28298,OWN-028298,Individual,Verified
PAR-028299,28299,OWN-028299,Joint,Verified
PAR-028300,28300,OWN-028300,Individual,Verified
PAR-028301,28301,OWN-028301,Individual,Verified
PAR-028302,28302,OWN-028302,Individual,Verified
PAR-028303,28303,OWN-028303,Individual,Verified
PAR-028304,28304,OWN-028304,Individual,Disputed
PAR-028305,28305,OWN-028305,Joint,Pending Verification
PAR-028306,28306,OWN-028306,Joint,Verified
PAR-028307,28307,OWN-028307,Individual,Verified
PAR-028308,28308,OWN-028308,Government,Verified
PAR-028309,28309,OWN-028309,Joint,Verified
PAR-028310,28310,OWN-028310,Joint,Verified
PAR-028311,28311,OWN-028311,Individual,Pending Verification
PAR-028312,28312,OWN-028312,Individual,Disputed
PAR-028313,28313,OWN-028313,Individual,Pending Verification
PAR-028314,28314,OWN-028314,Individual,Verified
PAR-028315,28315,OWN-028315,Individual,Verified
PAR-028316,28316,OWN-028316,Individual,Verified
PAR-028317,28317,OWN-028317,Individual,Verified
PAR-028318,28318,OWN-028318,Individual,Pending Verification
PAR-028319,28319,OWN-028319,Individual,Verified
PAR-028320,28320,OWN-028320,Government,Verified
PAR-028321,28321,OWN-028321,Joint,Verified
PAR-028322,28322,OWN-028322,Individual,Verified
PAR-028323,28323,OWN-028323,Joint,Verified
PAR-028324,28324,OWN-028324,Individual,Verified
PAR-028325,28325,OWN-028325,Individual,Pending Verification
PAR-028326,28326,OWN-028326,Individual,Verified
PAR-028327,28327,OWN-028327,Individual,Verified
PAR-028328,28328,OWN-028328,Government,Verified
PAR-028329,28329,OWN-028329,Individual,Verified
PAR-028330,28330,OWN-028330,Government,Pending Verification
PAR-028331,28331,OWN-028331,Government,Verified
PAR-028332,28332,OWN-028332,Individual,Pending Verification
PAR-028333,28333,OWN-028333,Individual,Verified
PAR-028334,28334,OWN-028334,Individual,Pending Verification
PAR-028335,28335,OWN-028335,Individual,Verified
PAR-028336,28336,OWN-028336,Joint,Verified
PAR-028337,28337,OWN-028337,Individual,Verified
PAR-028338,28338,OWN-028338,Individual,Pending Verification
PAR-028339,28339,OWN-028339,Individual,Verified
PAR-028340,28340,OWN-028340,Individual,Pending Verification
PAR-028341,28341,OWN-028341,Individual,Pending Verification
PAR-028342,28342,OWN-028342,Individual,Verified
PAR-028343,28343,OWN-028343,Institutional,Verified
PAR-028344,28344,OWN-028344,Joint,Verified
PAR-028345,28345,OWN-028345,Individual,Verified
PAR-028346,28346,OWN-028346,Individual,Verified
PAR-028347,28347,OWN-028347,Individual,Verified
PAR-028348,28348,OWN-028348,Individual,Verified
PAR-028349,28349,OWN-028349,Individual,Verified
PAR-028350,28350,OWN-028350,Individual,Verified
PAR-028351,28351,OWN-028351,Joint,Pending Verification
PAR-028352,28352,OWN-028352,Government,Verified
PAR-028353,28353,OWN-028353,Individual,Pending Verification
PAR-028354,28354,OWN-028354,Individual,Verified
PAR-028355,28355,OWN-028355,Joint,Verified
PAR-028356,28356,OWN-028356,Government,Verified
PAR-028357,28357,OWN-028357,Individual,Verified
PAR-028358,28358,OWN-028358,Individual,Verified
PAR-028359,28359,OWN-028359,Individual,Verified
PAR-028360,28360,OWN-028360,Individual,Disputed
PAR-028361,28361,OWN-028361,Government,Verified
PAR-028362,28362,OWN-028362,Joint,Disputed
PAR-028363,28363,OWN-028363,Institutional,Disputed
PAR-028364,28364,OWN-028364,Individual,Verified
PAR-028365,28365,OWN-028365,Individual,Verified
PAR-028366,28366,OWN-028366,Individual,Pending Verification
PAR-028367,28367,OWN-028367,Individual,Verified
PAR-028368,28368,OWN-028368,Institutional,Pending Verification
PAR-028369,28369,OWN-028369,Individual,Verified
PAR-028370,28370,OWN-028370,Government,Verified
PAR-028371,28371,OWN-028371,Institutional,Verified
PAR-028372,28372,OWN-028372,Institutional,Verified
PAR-028373,28373,OWN-028373,Individual,Verified
PAR-028374,28374,OWN-028374,Individual,Verified
PAR-028375,28375,OWN-028375,Government,Verified
PAR-028376,28376,OWN-028376,Individual,Verified
PAR-028377,28377,OWN-028377,Individual,Verified
PAR-028378,28378,OWN-028378,Government,Verified
PAR-028379,28379,OWN-028379,Individual,Verified
PAR-028380,28380,OWN-028380,Individual,Verified
PAR-028381,28381,OWN-028381,Joint,Verified
PAR-028382,28382,OWN-028382,Individual,Verified
PAR-028383,28383,OWN-028383,Individual,Pending Verification
PAR-028384,28384,OWN-028384,Individual,Verified
PAR-028385,28385,OWN-028385,Individual,Verified
PAR-028386,28386,OWN-028386,Individual,Pending Verification
PAR-028387,28387,OWN-028387,Individual,Verified
PAR-028388,28388,OWN-028388,Individual,Verified
PAR-028389,28389,OWN-028389,Individual,Verified
PAR-028390,28390,OWN-028390,Individual,Verified
PAR-028391,28391,OWN-028391,Individual,Pending Verification
PAR-028392,28392,OWN-028392,Individual,Verified
PAR-028393,28393,OWN-028393,Joint,Verified
PAR-028394,28394,OWN-028394,Government,Verified
PAR-028395,28395,OWN-028395,Individual,Verified
PAR-028396,28396,OWN-028396,Individual,Verified
PAR-028397,28397,OWN-028397,Individual,Verified
PAR-028398,28398,OWN-028398,Joint,Verified
PAR-028399,28399,OWN-028399,Government,Pending Verification
PAR-028400,28400,OWN-028400,Individual,Verified
PAR-028401,28401,OWN-028401,Individual,Verified
PAR-028402,28402,OWN-028402,Joint,Verified
PAR-028403,28403,OWN-028403,Individual,Verified
PAR-028404,28404,OWN-028404,Government,Verified
PAR-028405,28405,OWN-028405,Individual,Verified
PAR-028406,28406,OWN-028406,Government,Disputed
PAR-028407,28407,OWN-028407,Individual,Pending Verification
PAR-028408,28408,OWN-028408,Individual,Verified
PAR-028409,28409,OWN-028409,Individual,Verified
PAR-028410,28410,OWN-028410,Individual,Disputed
PAR-028411,28411,OWN-028411,Individual,Verified
PAR-028412,28412,OWN-028412,Institutional,Verified
PAR-028413,28413,OWN-028413,Individual,Verified
PAR-028414,28414,OWN-028414,Individual,Pending Verification
PAR-028415,28415,OWN-028415,Individual,Verified
PAR-028416,28416,OWN-028416,Government,Verified
PAR-028417,28417,OWN-028417,Institutional,Verified
PAR-028418,28418,OWN-028418,Individual,Verified
PAR-028419,28419,OWN-028419,Institutional,Pending Verification
PAR-028420,28420,OWN-028420,Institutional,Verified
PAR-028421,28421,OWN-028421,Joint,Verified
PAR-028422,28422,OWN-028422,Individual,Verified
PAR-028423,28423,OWN-028423,Individual,Verified
PAR-028424,28424,OWN-028424,Individual,Verified
PAR-028425,28425,OWN-028425,Institutional,Verified
PAR-028426,28426,OWN-028426,Government,Verified
PAR-028427,28427,OWN-028427,Individual,Verified
PAR-028428,28428,OWN-028428,Individual,Verified
PAR-028429,28429,OWN-028429,Institutional,Verified
PAR-028430,28430,OWN-028430,Individual,Verified
PAR-028431,28431,OWN-028431,Individual,Verified
PAR-028432,28432,OWN-028432,Individual,Pending Verification
PAR-028433,28433,OWN-028433,Individual,Verified
PAR-028434,28434,OWN-028434,Individual,Verified
PAR-028435,28435,OWN-028435,Individual,Verified
PAR-028436,28436,OWN-028436,Individual,Verified
PAR-028437,28437,OWN-028437,Individual,Pending Verification
PAR-028438,28438,OWN-028438,Individual,Verified
PAR-028439,28439,OWN-028439,Individual,Verified
PAR-028440,28440,OWN-028440,Individual,Verified
PAR-028441,28441,OWN-028441,Individual,Verified
PAR-028442,28442,OWN-028442,Individual,Verified
PAR-028443,28443,OWN-028443,Government,Verified
PAR-028444,28444,OWN-028444,Individual,Disputed
PAR-028445,28445,OWN-028445,Joint,Verified
PAR-028446,28446,OWN-028446,Government,Verified
PAR-028447,28447,OWN-028447,Individual,Verified
PAR-028448,28448,OWN-028448,Individual,Verified
PAR-028449,28449,OWN-028449,Individual,Verified
PAR-028450,28450,OWN-028450,Individual,Verified
PAR-028451,28451,OWN-028451,Institutional,Pending Verification
PAR-028452,28452,OWN-028452,Individual,Verified
PAR-028453,28453,OWN-028453,Individual,Disputed
PAR-028454,28454,OWN-028454,Individual,Verified
PAR-028455,28455,OWN-028455,Government,Verified
PAR-028456,28456,OWN-028456,Individual,Verified
PAR-028457,28457,OWN-028457,Individual,Verified
PAR-028458,28458,OWN-028458,Joint,Pending Verification
PAR-028459,28459,OWN-028459,Individual,Pending Verification
PAR-028460,28460,OWN-028460,Individual,Pending Verification
PAR-028461,28461,OWN-028461,Joint,Pending Verification
PAR-028462,28462,OWN-028462,Individual,Pending Verification
PAR-028463,28463,OWN-028463,Individual,Verified
PAR-028464,28464,OWN-028464,Individual,Verified
PAR-028465,28465,OWN-028465,Individual,Verified
PAR-028466,28466,OWN-028466,Institutional,Verified
PAR-028467,28467,OWN-028467,Individual,Verified
PAR-028468,28468,OWN-028468,Institutional,Verified
PAR-028469,28469,OWN-028469,Individual,Verified
PAR-028470,28470,OWN-028470,Individual,Verified
PAR-028471,28471,OWN-028471,Institutional,Verified
PAR-028472,28472,OWN-028472,Government,Verified
PAR-028473,28473,OWN-028473,Individual,Verified
PAR-028474,28474,OWN-028474,Government,Verified
PAR-028475,28475,OWN-028475,Individual,Pending Verification
PAR-028476,28476,OWN-028476,Individual,Disputed
PAR-028477,28477,OWN-028477,Individual,Verified
PAR-028478,28478,OWN-028478,Individual,Verified
PAR-028479,28479,OWN-028479,Individual,Pending Verification
PAR-028480,28480,OWN-028480,Individual,Pending Verification
PAR-028481,28481,OWN-028481,Individual,Verified
PAR-028482,28482,OWN-028482,Individual,Verified
PAR-028483,28483,OWN-028483,Individual,Verified
PAR-028484,28484,OWN-028484,Individual,Pending Verification
PAR-028485,28485,OWN-028485,Institutional,Verified
PAR-028486,28486,OWN-028486,Individual,Disputed
PAR-028487,28487,OWN-028487,Individual,Verified
PAR-028488,28488,OWN-028488,Individual,Disputed
PAR-028489,28489,OWN-028489,Institutional,Verified
PAR-028490,28490,OWN-028490,Joint,Verified
PAR-028491,28491,OWN-028491,Individual,Pending Verification
PAR-028492,28492,OWN-028492,Individual,Verified
PAR-028493,28493,OWN-028493,Individual,Verified
PAR-028494,28494,OWN-028494,Joint,Pending Verification
PAR-028495,28495,OWN-028495,Individual,Verified
PAR-028496,28496,OWN-028496,Individual,Verified
PAR-028497,28497,OWN-028497,Individual,Verified
PAR-028498,28498,OWN-028498,Individual,Verified
PAR-028499,28499,OWN-028499,Joint,Disputed
PAR-028500,28500,OWN-028500,Joint,Verified
PAR-028501,28501,OWN-028501,Joint,Pending Verification
PAR-028502,28502,OWN-028502,Individual,Verified
PAR-028503,28503,OWN-028503,Institutional,Pending Verification
PAR-028504,28504,OWN-028504,Individual,Verified
PAR-028505,28505,OWN-028505,Joint,Verified
PAR-028506,28506,OWN-028506,Individual,Pending Verification
PAR-028507,28507,OWN-028507,Individual,Verified
PAR-028508,28508,OWN-028508,Individual,Verified
PAR-028509,28509,OWN-028509,Individual,Verified
PAR-028510,28510,OWN-028510,Individual,Disputed
PAR-028511,28511,OWN-028511,Individual,Verified
PAR-028512,28512,OWN-028512,Individual,Verified
PAR-028513,28513,OWN-028513,Government,Verified
PAR-028514,28514,OWN-028514,Joint,Verified
PAR-028515,28515,OWN-028515,Individual,Pending Verification
PAR-028516,28516,OWN-028516,Individual,Disputed
PAR-028517,28517,OWN-028517,Institutional,Disputed
PAR-028518,28518,OWN-028518,Individual,Verified
PAR-028519,28519,OWN-028519,Individual,Pending Verification
PAR-028520,28520,OWN-028520,Government,Verified
PAR-028521,28521,OWN-028521,Individual,Verified
PAR-028522,28522,OWN-028522,Individual,Verified
PAR-028523,28523,OWN-028523,Individual,Pending Verification
PAR-028524,28524,OWN-028524,Individual,Verified
PAR-028525,28525,OWN-028525,Individual,Pending Verification
PAR-028526,28526,OWN-028526,Individual,Verified
PAR-028527,28527,OWN-028527,Individual,Verified
PAR-028528,28528,OWN-028528,Joint,Verified
PAR-028529,28529,OWN-028529,Individual,Pending Verification
PAR-028530,28530,OWN-028530,Joint,Verified
PAR-028531,28531,OWN-028531,Individual,Verified
PAR-028532,28532,OWN-028532,Individual,Verified
PAR-028533,28533,OWN-028533,Individual,Verified
PAR-028534,28534,OWN-028534,Individual,Verified
PAR-028535,28535,OWN-028535,Government,Pending Verification
PAR-028536,28536,OWN-028536,Individual,Verified
PAR-028537,28537,OWN-028537,Government,Disputed
PAR-028538,28538,OWN-028538,Government,Verified
PAR-028539,28539,OWN-028539,Joint,Verified
PAR-028540,28540,OWN-028540,Joint,Pending Verification
PAR-028541,28541,OWN-028541,Individual,Verified
PAR-028542,28542,OWN-028542,Individual,Verified
PAR-028543,28543,OWN-028543,Individual,Verified
PAR-028544,28544,OWN-028544,Individual,Disputed
PAR-028545,28545,OWN-028545,Individual,Verified
PAR-028546,28546,OWN-028546,Government,Verified
PAR-028547,28547,OWN-028547,Individual,Verified
PAR-028548,28548,OWN-028548,Institutional,Verified
PAR-028549,28549,OWN-028549,Individual,Disputed
PAR-028550,28550,OWN-028550,Individual,Verified
PAR-028551,28551,OWN-028551,Individual,Verified
PAR-028552,28552,OWN-028552,Individual,Verified
PAR-028553,28553,OWN-028553,Individual,Pending Verification
PAR-028554,28554,OWN-028554,Individual,Verified
PAR-028555,28555,OWN-028555,Individual,Verified
PAR-028556,28556,OWN-028556,Individual,Verified
PAR-028557,28557,OWN-028557,Individual,Verified
PAR-028558,28558,OWN-028558,Government,Verified
PAR-028559,28559,OWN-028559,Individual,Verified
PAR-028560,28560,OWN-028560,Individual,Verified
PAR-028561,28561,OWN-028561,Individual,Verified
PAR-028562,28562,OWN-028562,Institutional,Verified
PAR-028563,28563,OWN-028563,Government,Disputed
PAR-028564,28564,OWN-028564,Institutional,Verified
PAR-028565,28565,OWN-028565,Joint,Verified
PAR-028566,28566,OWN-028566,Government,Verified
PAR-028567,28567,OWN-028567,Joint,Pending Verification
PAR-028568,28568,OWN-028568,Institutional,Verified
PAR-028569,28569,OWN-028569,Individual,Verified
PAR-028570,28570,OWN-028570,Joint,Verified
PAR-028571,28571,OWN-028571,Individual,Verified
PAR-028572,28572,OWN-028572,Individual,Verified
PAR-028573,28573,OWN-028573,Individual,Verified
PAR-028574,28574,OWN-028574,Individual,Verified
PAR-028575,28575,OWN-028575,Individual,Verified
PAR-028576,28576,OWN-028576,Individual,Pending Verification
PAR-028577,28577,OWN-028577,Joint,Pending Verification
PAR-028578,28578,OWN-028578,Government,Verified
PAR-028579,28579,OWN-028579,Individual,Pending Verification
PAR-028580,28580,OWN-028580,Individual,Verified
PAR-028581,28581,OWN-028581,Individual,Verified
PAR-028582,28582,OWN-028582,Individual,Pending Verification
PAR-028583,28583,OWN-028583,Individual,Verified
PAR-028584,28584,OWN-028584,Individual,Verified
PAR-028585,28585,OWN-028585,Government,Verified
PAR-028586,28586,OWN-028586,Individual,Verified
PAR-028587,28587,OWN-028587,Individual,Verified
PAR-028588,28588,OWN-028588,Individual,Verified
PAR-028589,28589,OWN-028589,Government,Verified
PAR-028590,28590,OWN-028590,Institutional,Pending Verification
PAR-028591,28591,OWN-028591,Individual,Disputed
PAR-028592,28592,OWN-028592,Individual,Verified
PAR-028593,28593,OWN-028593,Joint,Verified
PAR-028594,28594,OWN-028594,Joint,Verified
PAR-028595,28595,OWN-028595,Individual,Pending Verification
PAR-028596,28596,OWN-028596,Individual,Pending Verification
PAR-028597,28597,OWN-028597,Individual,Pending Verification
PAR-028598,28598,OWN-028598,Individual,Verified
PAR-028599,28599,OWN-028599,Government,Verified
PAR-028600,28600,OWN-028600,Individual,Pending Verification
PAR-028601,28601,OWN-028601,Individual,Verified
PAR-028602,28602,OWN-028602,Joint,Verified
PAR-028603,28603,OWN-028603,Individual,Verified
PAR-028604,28604,OWN-028604,Government,Verified
PAR-028605,28605,OWN-028605,Individual,Verified
PAR-028606,28606,OWN-028606,Individual,Verified
PAR-028607,28607,OWN-028607,Government,Pending Verification
PAR-028608,28608,OWN-028608,Individual,Verified
PAR-028609,28609,OWN-028609,Government,Pending Verification
PAR-028610,28610,OWN-028610,Individual,Disputed
PAR-028611,28611,OWN-028611,Individual,Pending Verification
PAR-028612,28612,OWN-028612,Individual,Verified
PAR-028613,28613,OWN-028613,Joint,Verified
PAR-028614,28614,OWN-028614,Individual,Verified
PAR-028615,28615,OWN-028615,Individual,Verified
PAR-028616,28616,OWN-028616,Individual,Verified
PAR-028617,28617,OWN-028617,Individual,Verified
PAR-028618,28618,OWN-028618,Individual,Pending Verification
PAR-028619,28619,OWN-028619,Individual,Disputed
PAR-028620,28620,OWN-028620,Government,Pending Verification
PAR-028621,28621,OWN-028621,Individual,Verified
PAR-028622,28622,OWN-028622,Individual,Verified
PAR-028623,28623,OWN-028623,Joint,Pending Verification
PAR-028624,28624,OWN-028624,Individual,Pending Verification
PAR-028625,28625,OWN-028625,Individual,Verified
PAR-028626,28626,OWN-028626,Institutional,Verified
PAR-028627,28627,OWN-028627,Individual,Verified
PAR-028628,28628,OWN-028628,Joint,Verified
PAR-028629,28629,OWN-028629,Individual,Verified
PAR-028630,28630,OWN-028630,Individual,Verified
PAR-028631,28631,OWN-028631,Individual,Disputed
PAR-028632,28632,OWN-028632,Individual,Verified
PAR-028633,28633,OWN-028633,Joint,Verified
PAR-028634,28634,OWN-028634,Individual,Pending Verification
PAR-028635,28635,OWN-028635,Individual,Pending Verification
PAR-028636,28636,OWN-028636,Individual,Pending Verification
PAR-028637,28637,OWN-028637,Individual,Verified
PAR-028638,28638,OWN-028638,Individual,Verified
PAR-028639,28639,OWN-028639,Individual,Pending Verification
PAR-028640,28640,OWN-028640,Individual,Verified
PAR-028641,28641,OWN-028641,Individual,Verified
PAR-028642,28642,OWN-028642,Individual,Verified
PAR-028643,28643,OWN-028643,Individual,Pending Verification
PAR-028644,28644,OWN-028644,Individual,Verified
PAR-028645,28645,OWN-028645,Individual,Verified
PAR-028646,28646,OWN-028646,Joint,Verified
PAR-028647,28647,OWN-028647,Individual,Verified
PAR-028648,28648,OWN-028648,Institutional,Verified
PAR-028649,28649,OWN-028649,Individual,Verified
PAR-028650,28650,OWN-028650,Individual,Verified
PAR-028651,28651,OWN-028651,Individual,Pending Verification
PAR-028652,28652,OWN-028652,Individual,Verified
PAR-028653,28653,OWN-028653,Individual,Verified
PAR-028654,28654,OWN-028654,Individual,Disputed
PAR-028655,28655,OWN-028655,Individual,Verified
PAR-028656,28656,OWN-028656,Government,Verified
PAR-028657,28657,OWN-028657,Individual,Verified
PAR-028658,28658,OWN-028658,Individual,Disputed
PAR-028659,28659,OWN-028659,Individual,Verified
PAR-028660,28660,OWN-028660,Joint,Verified
PAR-028661,28661,OWN-028661,Individual,Verified
PAR-028662,28662,OWN-028662,Joint,Verified
PAR-028663,28663,OWN-028663,Individual,Verified
PAR-028664,28664,OWN-028664,Individual,Verified
PAR-028665,28665,OWN-028665,Individual,Verified
PAR-028666,28666,OWN-028666,Individual,Verified
PAR-028667,28667,OWN-028667,Individual,Pending Verification
PAR-028668,28668,OWN-028668,Individual,Pending Verification
PAR-028669,28669,OWN-028669,Individual,Verified
PAR-028670,28670,OWN-028670,Institutional,Verified
PAR-028671,28671,OWN-028671,Individual,Verified
PAR-028672,28672,OWN-028672,Individual,Verified
PAR-028673,28673,OWN-028673,Individual,Verified
PAR-028674,28674,OWN-028674,Individual,Pending Verification
PAR-028675,28675,OWN-028675,Individual,Verified
PAR-028676,28676,OWN-028676,Joint,Verified
PAR-028677,28677,OWN-028677,Individual,Verified
PAR-028678,28678,OWN-028678,Government,Verified
PAR-028679,28679,OWN-028679,Individual,Verified
PAR-028680,28680,OWN-028680,Individual,Verified
PAR-028681,28681,OWN-028681,Individual,Verified
PAR-028682,28682,OWN-028682,Individual,Pending Verification
PAR-028683,28683,OWN-028683,Individual,Verified
PAR-028684,28684,OWN-028684,Joint,Verified
PAR-028685,28685,OWN-028685,Individual,Pending Verification
PAR-028686,28686,OWN-028686,Individual,Verified
PAR-028687,28687,OWN-028687,Joint,Verified
PAR-028688,28688,OWN-028688,Individual,Verified
PAR-028689,28689,OWN-028689,Individual,Verified
PAR-028690,28690,OWN-028690,Joint,Verified
PAR-028691,28691,OWN-028691,Joint,Verified
PAR-028692,28692,OWN-028692,Individual,Pending Verification
PAR-028693,28693,OWN-028693,Institutional,Verified
PAR-028694,28694,OWN-028694,Individual,Verified
PAR-028695,28695,OWN-028695,Individual,Verified
PAR-028696,28696,OWN-028696,Government,Verified
PAR-028697,28697,OWN-028697,Joint,Verified
PAR-028698,28698,OWN-028698,Government,Disputed
PAR-028699,28699,OWN-028699,Individual,Verified
PAR-028700,28700,OWN-028700,Joint,Verified
PAR-028701,28701,OWN-028701,Individual,Disputed
PAR-028702,28702,OWN-028702,Joint,Verified
PAR-028703,28703,OWN-028703,Individual,Verified
PAR-028704,28704,OWN-028704,Government,Pending Verification
PAR-028705,28705,OWN-028705,Individual,Verified
PAR-028706,28706,OWN-028706,Individual,Disputed
PAR-028707,28707,OWN-028707,Individual,Verified
PAR-028708,28708,OWN-028708,Individual,Pending Verification
PAR-028709,28709,OWN-028709,Individual,Verified
PAR-028710,28710,OWN-028710,Individual,Verified
PAR-028711,28711,OWN-028711,Institutional,Verified
PAR-028712,28712,OWN-028712,Individual,Verified
PAR-028713,28713,OWN-028713,Individual,Verified
PAR-028714,28714,OWN-028714,Individual,Verified
PAR-028715,28715,OWN-028715,Individual,Verified
PAR-028716,28716,OWN-028716,Government,Verified
PAR-028717,28717,OWN-028717,Individual,Verified
PAR-028718,28718,OWN-028718,Joint,Verified
PAR-028719,28719,OWN-028719,Joint,Verified
PAR-028720,28720,OWN-028720,Joint,Pending Verification
PAR-028721,28721,OWN-028721,Institutional,Verified
PAR-028722,28722,OWN-028722,Individual,Verified
PAR-028723,28723,OWN-028723,Government,Verified
PAR-028724,28724,OWN-028724,Individual,Verified
PAR-028725,28725,OWN-028725,Joint,Verified
PAR-028726,28726,OWN-028726,Institutional,Verified
PAR-028727,28727,OWN-028727,Individual,Verified
PAR-028728,28728,OWN-028728,Individual,Disputed
PAR-028729,28729,OWN-028729,Individual,Verified
PAR-028730,28730,OWN-028730,Individual,Verified
PAR-028731,28731,OWN-028731,Individual,Verified
PAR-028732,28732,OWN-028732,Individual,Verified
PAR-028733,28733,OWN-028733,Individual,Verified
PAR-028734,28734,OWN-028734,Individual,Verified
PAR-028735,28735,OWN-028735,Individual,Verified
PAR-028736,28736,OWN-028736,Joint,Verified
PAR-028737,28737,OWN-028737,Individual,Pending Verification
PAR-028738,28738,OWN-028738,Individual,Verified
PAR-028739,28739,OWN-028739,Individual,Pending Verification
