delay_id,project_id,historical_delay,delay_days,delay_stage,delay_reason
DLY-023966,PRJ-02652,1,191,Compensation,Pending approvals
DLY-023967,PRJ-01973,0,0,None,Compensation delay
DLY-023968,PRJ-01770,0,0,None,Pending approvals
DLY-023969,PRJ-04387,0,0,None,Possession pending
DLY-023970,PRJ-03930,0,0,None,Incomplete documentation
DLY-023971,PRJ-03584,0,0,None,Compensation delay
DLY-023972,PRJ-03337,0,0,None,Pending approvals
DLY-023973,PRJ-00323,1,119,Rehabilitation,Compensation delay
DLY-023974,PRJ-02290,0,0,None,Pending approvals
DLY-023975,PRJ-01003,0,0,None,Pending approvals
DLY-023976,PRJ-03223,0,0,None,Rehabilitation delay
DLY-023977,PRJ-02768,0,0,None,Compensation delay
DLY-023978,PRJ-04859,0,0,None,Compensation delay
DLY-023979,PRJ-00677,0,0,None,Stakeholder bottleneck
DLY-023980,PRJ-01035,0,0,None,Pending approvals
DLY-023981,PRJ-03611,0,0,None,Pending approvals
DLY-023982,PRJ-02191,0,0,None,Pending approvals
DLY-023983,PRJ-03192,0,0,None,Pending approvals
DLY-023984,PRJ-02136,0,0,None,Pending approvals
DLY-023985,PRJ-01140,0,0,None,Compensation delay
DLY-023986,PRJ-00350,0,0,None,Stakeholder bottleneck
DLY-023987,PRJ-02032,0,0,None,Pending approvals
DLY-023988,PRJ-02090,1,59,Rehabilitation,Legal dispute
DLY-023989,PRJ-04074,0,0,None,Stakeholder bottleneck
DLY-023990,PRJ-00103,0,0,None,Stakeholder bottleneck
DLY-023991,PRJ-02402,0,0,None,Pending approvals
DLY-023992,PRJ-03540,1,101,Approval,Compensation delay
DLY-023993,PRJ-03240,0,0,None,Rehabilitation delay
DLY-023994,PRJ-00665,0,0,None,Pending approvals
DLY-023995,PRJ-00509,0,0,None,Pending approvals
DLY-023996,PRJ-00205,0,0,None,Pending approvals
DLY-023997,PRJ-02099,0,0,None,Incomplete documentation
DLY-023998,PRJ-01945,0,0,None,Stakeholder bottleneck
DLY-023999,PRJ-04585,0,0,None,Incomplete documentation
DLY-024000,PRJ-04648,0,0,None,Pending approvals
DLY-024001,PRJ-02088,0,0,None,Pending approvals
DLY-024002,PRJ-03157,1,137,Compensation,Pending approvals
DLY-024003,PRJ-03752,0,0,None,Pending approvals
DLY-024004,PRJ-01171,1,136,Notification,Pending approvals
DLY-024005,PRJ-03957,1,182,Legal,Pending approvals
DLY-024006,PRJ-02917,0,0,None,Pending approvals
DLY-024007,PRJ-03945,0,0,None,Rehabilitation delay
DLY-024008,PRJ-01626,0,0,None,Notification pending
DLY-024009,PRJ-02382,0,0,None,Pending approvals
DLY-024010,PRJ-03699,0,0,None,Compensation delay
DLY-024011,PRJ-01452,1,53,Legal,Pending approvals
DLY-024012,PRJ-02521,0,0,None,Incomplete documentation
DLY-024013,PRJ-01541,0,0,None,Pending approvals
DLY-024014,PRJ-00733,0,0,None,Pending approvals
DLY-024015,PRJ-04474,0,0,None,Pending approvals
DLY-024016,PRJ-03605,0,0,None,Pending approvals
DLY-024017,PRJ-01147,0,0,None,Legal dispute
DLY-024018,PRJ-02045,0,0,None,Compensation delay
DLY-024019,PRJ-04735,0,0,None,Pending approvals
DLY-024020,PRJ-04742,0,0,None,Notification pending
DLY-024021,PRJ-02301,0,0,None,Stakeholder bottleneck
DLY-024022,PRJ-01231,0,0,None,Pending approvals
DLY-024023,PRJ-00420,1,135,Possession,Incomplete documentation
DLY-024024,PRJ-00787,1,179,Legal,Legal dispute
DLY-024025,PRJ-00083,1,204,Possession,Legal dispute
DLY-024026,PRJ-00145,0,0,None,Pending approvals
DLY-024027,PRJ-04951,1,148,Notification,Pending approvals
DLY-024028,PRJ-00856,0,0,None,Legal dispute
DLY-024029,PRJ-02884,0,0,None,Possession pending
DLY-024030,PRJ-03970,0,0,None,Pending approvals
DLY-024031,PRJ-02189,0,0,None,Stakeholder bottleneck
DLY-024032,PRJ-01942,0,0,None,Notification pending
DLY-024033,PRJ-04924,1,126,Possession,Legal dispute
DLY-024034,PRJ-02476,0,0,None,Compensation delay
DLY-024035,PRJ-01760,1,124,Notification,Notification pending
DLY-024036,PRJ-01835,0,0,None,Pending approvals
DLY-024037,PRJ-01564,0,0,None,Incomplete documentation
DLY-024038,PRJ-03836,1,99,Legal,Compensation delay
DLY-024039,PRJ-00551,0,0,None,Pending approvals
DLY-024040,PRJ-03974,0,0,None,Pending approvals
DLY-024041,PRJ-02924,0,0,None,Rehabilitation delay
DLY-024042,PRJ-03557,1,196,Award,Compensation delay
DLY-024043,PRJ-02058,0,0,None,Pending approvals
DLY-024044,PRJ-04498,0,0,None,Pending approvals
DLY-024045,PRJ-01794,0,0,None,Compensation delay
DLY-024046,PRJ-02391,0,0,None,Rehabilitation delay
DLY-024047,PRJ-04735,1,237,Compensation,Compensation delay
DLY-024048,PRJ-04063,0,0,None,Compensation delay
DLY-024049,PRJ-03846,1,75,Compensation,Legal dispute
DLY-024050,PRJ-00615,0,0,None,Legal dispute
DLY-024051,PRJ-01960,0,0,None,Pending approvals
DLY-024052,PRJ-00580,0,0,None,Incomplete documentation
DLY-024053,PRJ-04199,0,0,None,Pending approvals
DLY-024054,PRJ-03964,0,0,None,Compensation delay
DLY-024055,PRJ-03234,0,0,None,Pending approvals
DLY-024056,PRJ-00906,0,0,None,Pending approvals
DLY-024057,PRJ-01083,0,0,None,Pending approvals
DLY-024058,PRJ-03127,0,0,None,Legal dispute
DLY-024059,PRJ-03214,0,0,None,Notification pending
DLY-024060,PRJ-03914,0,0,None,Pending approvals
DLY-024061,PRJ-04353,0,0,None,Pending approvals
DLY-024062,PRJ-00982,0,0,None,Stakeholder bottleneck
DLY-024063,PRJ-02376,0,0,None,Pending approvals
DLY-024064,PRJ-02275,0,0,None,Pending approvals
DLY-024065,PRJ-02753,0,0,None,Pending approvals
DLY-024066,PRJ-02958,0,0,None,Pending approvals
DLY-024067,PRJ-02166,0,0,None,Notification pending
DLY-024068,PRJ-03747,0,0,None,Pending approvals
DLY-024069,PRJ-02400,1,25,Legal,Compensation delay
DLY-024070,PRJ-00894,1,64,Rehabilitation,Compensation delay
DLY-024071,PRJ-01301,1,82,Possession,Rehabilitation delay
DLY-024072,PRJ-02032,0,0,None,Pending approvals
DLY-024073,PRJ-02018,0,0,None,Pending approvals
DLY-024074,PRJ-01284,0,0,None,Pending approvals
DLY-024075,PRJ-03166,0,0,None,Pending approvals
DLY-024076,PRJ-03257,1,135,Compensation,Compensation delay
DLY-024077,PRJ-00659,1,72,Legal,Pending approvals
DLY-024078,PRJ-02540,0,0,None,Pending approvals
DLY-024079,PRJ-02142,0,0,None,Pending approvals
DLY-024080,PRJ-02108,0,0,None,Pending approvals
DLY-024081,PRJ-01364,0,0,None,Pending approvals
DLY-024082,PRJ-03301,0,0,None,Pending approvals
DLY-024083,PRJ-01730,1,153,Legal,Compensation delay
DLY-024084,PRJ-01735,1,106,Award,Compensation delay
DLY-024085,PRJ-04904,0,0,None,Pending approvals
DLY-024086,PRJ-03444,0,0,None,Pending approvals
DLY-024087,PRJ-00807,0,0,None,Rehabilitation delay
DLY-024088,PRJ-00458,0,0,None,Pending approvals
DLY-024089,PRJ-00634,0,0,None,Possession pending
DLY-024090,PRJ-04096,0,0,None,Compensation delay
DLY-024091,PRJ-01585,0,0,None,Pending approvals
DLY-024092,PRJ-04708,0,0,None,Rehabilitation delay
DLY-024093,PRJ-00079,0,0,None,Pending approvals
DLY-024094,PRJ-01321,0,0,None,Pending approvals
DLY-024095,PRJ-04102,0,0,None,Pending approvals
DLY-024096,PRJ-00534,0,0,None,Incomplete documentation
DLY-024097,PRJ-00843,0,0,None,Pending approvals
DLY-024098,PRJ-00471,0,0,None,Pending approvals
DLY-024099,PRJ-03245,0,0,None,Pending approvals
DLY-024100,PRJ-03393,0,0,None,Pending approvals
DLY-024101,PRJ-04114,0,0,None,Pending approvals
DLY-024102,PRJ-00857,1,220,Rehabilitation,Pending approvals
DLY-024103,PRJ-01174,1,89,Notification,Compensation delay
DLY-024104,PRJ-00488,0,0,None,Incomplete documentation
DLY-024105,PRJ-04084,0,0,None,Compensation delay
DLY-024106,PRJ-00622,0,0,None,Pending approvals
DLY-024107,PRJ-00912,0,0,None,Rehabilitation delay
DLY-024108,PRJ-04756,0,0,None,Pending approvals
DLY-024109,PRJ-04023,0,0,None,Pending approvals
DLY-024110,PRJ-02874,0,0,None,Pending approvals
DLY-024111,PRJ-04818,0,0,None,Compensation delay
DLY-024112,PRJ-00392,0,0,None,Compensation delay
DLY-024113,PRJ-01122,0,0,None,Pending approvals
DLY-024114,PRJ-03016,1,117,Rehabilitation,Compensation delay
DLY-024115,PRJ-00130,0,0,None,Possession pending
DLY-024116,PRJ-00646,0,0,None,Compensation delay
DLY-024117,PRJ-02645,1,185,Legal,Notification pending
DLY-024118,PRJ-00241,1,120,Legal,Stakeholder bottleneck
DLY-024119,PRJ-01311,0,0,None,Pending approvals
DLY-024120,PRJ-02845,1,43,Rehabilitation,Compensation delay
DLY-024121,PRJ-01487,0,0,None,Pending approvals
DLY-024122,PRJ-03707,0,0,None,Stakeholder bottleneck
DLY-024123,PRJ-02771,1,46,Award,Pending approvals
DLY-024124,PRJ-02272,1,142,Compensation,Stakeholder bottleneck
DLY-024125,PRJ-04249,0,0,None,Pending approvals
DLY-024126,PRJ-04751,0,0,None,Rehabilitation delay
DLY-024127,PRJ-00864,0,0,None,Pending approvals
DLY-024128,PRJ-04352,0,0,None,Pending approvals
DLY-024129,PRJ-02394,0,0,None,Pending approvals
DLY-024130,PRJ-04959,0,0,None,Pending approvals
DLY-024131,PRJ-04557,0,0,None,Compensation delay
DLY-024132,PRJ-01352,0,0,None,Pending approvals
DLY-024133,PRJ-01671,0,0,None,Pending approvals
DLY-024134,PRJ-04610,0,0,None,Rehabilitation delay
DLY-024135,PRJ-03039,0,0,None,Compensation delay
DLY-024136,PRJ-04667,0,0,None,Compensation delay
DLY-024137,PRJ-03848,1,156,Compensation,Pending approvals
DLY-024138,PRJ-02304,0,0,None,Pending approvals
DLY-024139,PRJ-04780,0,0,None,Rehabilitation delay
DLY-024140,PRJ-02589,1,202,Compensation,Pending approvals
DLY-024141,PRJ-00754,0,0,None,Compensation delay
DLY-024142,PRJ-03913,0,0,None,Pending approvals
DLY-024143,PRJ-03446,1,99,Approval,Compensation delay
DLY-024144,PRJ-00592,0,0,None,Pending approvals
DLY-024145,PRJ-02835,0,0,None,Pending approvals
DLY-024146,PRJ-01173,0,0,None,Stakeholder bottleneck
DLY-024147,PRJ-00054,1,117,Possession,Pending approvals
DLY-024148,PRJ-01380,0,0,None,Pending approvals
DLY-024149,PRJ-04925,0,0,None,Pending approvals
DLY-024150,PRJ-01213,0,0,None,Notification pending
DLY-024151,PRJ-02551,1,112,Approval,Stakeholder bottleneck
DLY-024152,PRJ-01892,0,0,None,Compensation delay
DLY-024153,PRJ-02839,0,0,None,Notification pending
DLY-024154,PRJ-00931,0,0,None,Pending approvals
DLY-024155,PRJ-03190,0,0,None,Pending approvals
DLY-024156,PRJ-03052,1,124,Rehabilitation,Compensation delay
DLY-024157,PRJ-01625,0,0,None,Pending approvals
DLY-024158,PRJ-03871,0,0,None,Pending approvals
DLY-024159,PRJ-03710,0,0,None,Pending approvals
DLY-024160,PRJ-00186,0,0,None,Pending approvals
DLY-024161,PRJ-03843,0,0,None,Pending approvals
DLY-024162,PRJ-00590,1,84,Rehabilitation,Pending approvals
DLY-024163,PRJ-04216,0,0,None,Pending approvals
DLY-024164,PRJ-00839,0,0,None,Pending approvals
DLY-024165,PRJ-02418,0,0,None,Stakeholder bottleneck
DLY-024166,PRJ-03874,0,0,None,Rehabilitation delay
DLY-024167,PRJ-04040,0,0,None,Compensation delay
DLY-024168,PRJ-00839,0,0,None,Stakeholder bottleneck
DLY-024169,PRJ-03327,1,121,Legal,Pending approvals
DLY-024170,PRJ-02190,0,0,None,Stakeholder bottleneck
DLY-024171,PRJ-03804,0,0,None,Pending approvals
DLY-024172,PRJ-00446,1,94,Rehabilitation,Pending approvals
DLY-024173,PRJ-03395,0,0,None,Pending approvals
DLY-024174,PRJ-02770,0,0,None,Pending approvals
DLY-024175,PRJ-01749,0,0,None,Compensation delay
DLY-024176,PRJ-04128,0,0,None,Pending approvals
DLY-024177,PRJ-03042,0,0,None,Rehabilitation delay
DLY-024178,PRJ-03747,0,0,None,Pending approvals
DLY-024179,PRJ-00954,0,0,None,Pending approvals
DLY-024180,PRJ-04945,0,0,None,Compensation delay
DLY-024181,PRJ-02439,0,0,None,Stakeholder bottleneck
DLY-024182,PRJ-02942,0,0,None,Pending approvals
DLY-024183,PRJ-00029,0,0,None,Possession pending
DLY-024184,PRJ-00150,0,0,None,Pending approvals
DLY-024185,PRJ-04237,1,81,Compensation,Pending approvals
DLY-024186,PRJ-03216,0,0,None,Pending approvals
DLY-024187,PRJ-01462,0,0,None,Compensation delay
DLY-024188,PRJ-01939,1,69,Rehabilitation,Compensation delay
DLY-024189,PRJ-01066,0,0,None,Pending approvals
DLY-024190,PRJ-03117,0,0,None,Pending approvals
DLY-024191,PRJ-04020,0,0,None,Pending approvals
DLY-024192,PRJ-02155,0,0,None,Possession pending
DLY-024193,PRJ-01010,1,70,Approval,Rehabilitation delay
DLY-024194,PRJ-01795,0,0,None,Incomplete documentation
DLY-024195,PRJ-02056,0,0,None,Compensation delay
DLY-024196,PRJ-01750,0,0,None,Stakeholder bottleneck
DLY-024197,PRJ-01069,1,32,Possession,Pending approvals
DLY-024198,PRJ-04419,1,92,Compensation,Legal dispute
DLY-024199,PRJ-02584,0,0,None,Pending approvals
DLY-024200,PRJ-03453,0,0,None,Pending approvals
DLY-024201,PRJ-02117,0,0,None,Pending approvals
DLY-024202,PRJ-02761,0,0,None,Compensation delay
DLY-024203,PRJ-01741,0,0,None,Stakeholder bottleneck
DLY-024204,PRJ-04860,0,0,None,Pending approvals
DLY-024205,PRJ-04445,0,0,None,Incomplete documentation
DLY-024206,PRJ-00264,0,0,None,Stakeholder bottleneck
DLY-024207,PRJ-02069,1,100,Notification,Stakeholder bottleneck
DLY-024208,PRJ-01371,0,0,None,Pending approvals
DLY-024209,PRJ-02696,1,40,Award,Possession pending
DLY-024210,PRJ-03671,0,0,None,Pending approvals
DLY-024211,PRJ-02543,0,0,None,Compensation delay
DLY-024212,PRJ-04721,1,43,Approval,Pending approvals
DLY-024213,PRJ-01132,0,0,None,Stakeholder bottleneck
DLY-024214,PRJ-01274,0,0,None,Stakeholder bottleneck
DLY-024215,PRJ-01299,0,0,None,Possession pending
DLY-024216,PRJ-04133,0,0,None,Pending approvals
DLY-024217,PRJ-04852,0,0,None,Compensation delay
DLY-024218,PRJ-02777,0,0,None,Pending approvals
DLY-024219,PRJ-03182,1,245,Compensation,Compensation delay
DLY-024220,PRJ-03673,0,0,None,Pending approvals
DLY-024221,PRJ-01381,0,0,None,Incomplete documentation
DLY-024222,PRJ-00791,0,0,None,Stakeholder bottleneck
DLY-024223,PRJ-04806,0,0,None,Pending approvals
DLY-024224,PRJ-00120,0,0,None,Pending approvals
DLY-024225,PRJ-03478,1,110,Approval,Compensation delay
DLY-024226,PRJ-03948,0,0,None,Rehabilitation delay
DLY-024227,PRJ-04893,0,0,None,Pending approvals
DLY-024228,PRJ-04966,0,0,None,Pending approvals
DLY-024229,PRJ-02953,0,0,None,Pending approvals
DLY-024230,PRJ-01257,1,192,Notification,Legal dispute
DLY-024231,PRJ-03874,0,0,None,Pending approvals
DLY-024232,PRJ-02648,1,128,Approval,Pending approvals
DLY-024233,PRJ-01544,0,0,None,Stakeholder bottleneck
DLY-024234,PRJ-04915,0,0,None,Incomplete documentation
DLY-024235,PRJ-02622,0,0,None,Pending approvals
DLY-024236,PRJ-01121,0,0,None,Pending approvals
DLY-024237,PRJ-03488,0,0,None,Pending approvals
DLY-024238,PRJ-01871,0,0,None,Compensation delay
DLY-024239,PRJ-00788,0,0,None,Pending approvals
DLY-024240,PRJ-04623,0,0,None,Stakeholder bottleneck
DLY-024241,PRJ-02006,1,25,Possession,Pending approvals
DLY-024242,PRJ-04859,1,105,Legal,Stakeholder bottleneck
DLY-024243,PRJ-02818,0,0,None,Stakeholder bottleneck
DLY-024244,PRJ-03529,0,0,None,Stakeholder bottleneck
DLY-024245,PRJ-01902,1,187,Rehabilitation,Compensation delay
DLY-024246,PRJ-03283,0,0,None,Notification pending
DLY-024247,PRJ-01257,1,145,Notification,Stakeholder bottleneck
DLY-024248,PRJ-03368,0,0,None,Pending approvals
DLY-024249,PRJ-04082,0,0,None,Rehabilitation delay
DLY-024250,PRJ-03368,1,81,Notification,Compensation delay
DLY-024251,PRJ-02580,0,0,None,Pending approvals
DLY-024252,PRJ-00469,0,0,None,Rehabilitation delay
DLY-024253,PRJ-02340,0,0,None,Pending approvals
DLY-024254,PRJ-00393,0,0,None,Compensation delay
DLY-024255,PRJ-01333,0,0,None,Pending approvals
DLY-024256,PRJ-04376,1,146,Legal,Legal dispute
DLY-024257,PRJ-01713,1,127,Approval,Pending approvals
DLY-024258,PRJ-04728,0,0,None,Pending approvals
DLY-024259,PRJ-04856,0,0,None,Rehabilitation delay
DLY-024260,PRJ-03433,0,0,None,Notification pending
DLY-024261,PRJ-01391,1,97,Compensation,Compensation delay
DLY-024262,PRJ-02590,0,0,None,Compensation delay
DLY-024263,PRJ-03319,0,0,None,Pending approvals
DLY-024264,PRJ-04836,0,0,None,Pending approvals
DLY-024265,PRJ-03628,0,0,None,Pending approvals
DLY-024266,PRJ-00933,0,0,None,Pending approvals
DLY-024267,PRJ-03046,0,0,None,Rehabilitation delay
DLY-024268,PRJ-03264,0,0,None,Stakeholder bottleneck
DLY-024269,PRJ-01702,0,0,None,Incomplete documentation
DLY-024270,PRJ-04603,1,51,Legal,Legal dispute
DLY-024271,PRJ-01620,0,0,None,Compensation delay
DLY-024272,PRJ-00991,0,0,None,Notification pending
DLY-024273,PRJ-02338,0,0,None,Incomplete documentation
DLY-024274,PRJ-01691,0,0,None,Stakeholder bottleneck
DLY-024275,PRJ-03774,0,0,None,Incomplete documentation
DLY-024276,PRJ-03255,0,0,None,Pending approvals
DLY-024277,PRJ-01739,0,0,None,Compensation delay
DLY-024278,PRJ-03864,0,0,None,Possession pending
DLY-024279,PRJ-01484,0,0,None,Stakeholder bottleneck
DLY-024280,PRJ-00544,0,0,None,Pending approvals
DLY-024281,PRJ-01878,0,0,None,Stakeholder bottleneck
DLY-024282,PRJ-02216,1,193,Approval,Compensation delay
DLY-024283,PRJ-01039,0,0,None,Stakeholder bottleneck
DLY-024284,PRJ-00755,1,70,Approval,Rehabilitation delay
DLY-024285,PRJ-00508,1,139,Rehabilitation,Incomplete documentation
DLY-024286,PRJ-03650,0,0,None,Compensation delay
DLY-024287,PRJ-04919,1,24,Rehabilitation,Pending approvals
DLY-024288,PRJ-00172,0,0,None,Legal dispute
DLY-024289,PRJ-04227,0,0,None,Compensation delay
DLY-024290,PRJ-01040,1,202,Notification,Notification pending
DLY-024291,PRJ-03367,0,0,None,Legal dispute
DLY-024292,PRJ-00992,1,148,Possession,Pending approvals
DLY-024293,PRJ-01514,0,0,None,Pending approvals
DLY-024294,PRJ-03808,0,0,None,Pending approvals
DLY-024295,PRJ-00360,0,0,None,Possession pending
DLY-024296,PRJ-04245,0,0,None,Pending approvals
DLY-024297,PRJ-01802,0,0,None,Pending approvals
DLY-024298,PRJ-03104,0,0,None,Pending approvals
DLY-024299,PRJ-03424,0,0,None,Compensation delay
DLY-024300,PRJ-00885,0,0,None,Compensation delay
DLY-024301,PRJ-01190,1,82,Approval,Stakeholder bottleneck
DLY-024302,PRJ-04731,0,0,None,Notification pending
DLY-024303,PRJ-00264,0,0,None,Compensation delay
DLY-024304,PRJ-03147,0,0,None,Pending approvals
DLY-024305,PRJ-01958,0,0,None,Pending approvals
DLY-024306,PRJ-03695,0,0,None,Pending approvals
DLY-024307,PRJ-00184,0,0,None,Pending approvals
DLY-024308,PRJ-03844,1,72,Award,Rehabilitation delay
DLY-024309,PRJ-03750,0,0,None,Compensation delay
DLY-024310,PRJ-02353,0,0,None,Compensation delay
DLY-024311,PRJ-03516,0,0,None,Pending approvals
DLY-024312,PRJ-00942,0,0,None,Pending approvals
DLY-024313,PRJ-03155,0,0,None,Compensation delay
DLY-024314,PRJ-00495,0,0,None,Pending approvals
DLY-024315,PRJ-02891,0,0,None,Legal dispute
DLY-024316,PRJ-02682,0,0,None,Pending approvals
DLY-024317,PRJ-00304,0,0,None,Incomplete documentation
DLY-024318,PRJ-03020,0,0,None,Compensation delay
DLY-024319,PRJ-04850,0,0,None,Compensation delay
DLY-024320,PRJ-01927,0,0,None,Pending approvals
DLY-024321,PRJ-02428,0,0,None,Pending approvals
DLY-024322,PRJ-03659,0,0,None,Possession pending
DLY-024323,PRJ-04775,0,0,None,Legal dispute
DLY-024324,PRJ-01093,0,0,None,Pending approvals
DLY-024325,PRJ-03256,0,0,None,Notification pending
DLY-024326,PRJ-02651,0,0,None,Incomplete documentation
DLY-024327,PRJ-04224,0,0,None,Rehabilitation delay
DLY-024328,PRJ-01621,0,0,None,Pending approvals
DLY-024329,PRJ-04297,0,0,None,Compensation delay
DLY-024330,PRJ-03034,0,0,None,Stakeholder bottleneck
DLY-024331,PRJ-00307,0,0,None,Pending approvals
DLY-024332,PRJ-02713,0,0,None,Pending approvals
DLY-024333,PRJ-00971,0,0,None,Legal dispute
DLY-024334,PRJ-02374,0,0,None,Pending approvals
DLY-024335,PRJ-00490,1,132,Compensation,Legal dispute
DLY-024336,PRJ-03492,0,0,None,Pending approvals
DLY-024337,PRJ-03506,1,195,Compensation,Compensation delay
DLY-024338,PRJ-04951,0,0,None,Pending approvals
DLY-024339,PRJ-00220,0,0,None,Stakeholder bottleneck
DLY-024340,PRJ-03118,0,0,None,Legal dispute
DLY-024341,PRJ-03958,0,0,None,Pending approvals
DLY-024342,PRJ-02463,1,172,Award,Incomplete documentation
DLY-024343,PRJ-02258,0,0,None,Pending approvals
DLY-024344,PRJ-02540,1,70,Legal,Legal dispute
DLY-024345,PRJ-01987,0,0,None,Rehabilitation delay
DLY-024346,PRJ-04795,1,50,Notification,Pending approvals
DLY-024347,PRJ-04018,0,0,None,Possession pending
DLY-024348,PRJ-02055,0,0,None,Compensation delay
DLY-024349,PRJ-00249,0,0,None,Pending approvals
DLY-024350,PRJ-00073,0,0,None,Pending approvals
DLY-024351,PRJ-00317,0,0,None,Compensation delay
DLY-024352,PRJ-02219,1,42,Approval,Stakeholder bottleneck
DLY-024353,PRJ-02365,1,263,Legal,Pending approvals
DLY-024354,PRJ-00002,1,118,Compensation,Pending approvals
DLY-024355,PRJ-03697,0,0,None,Compensation delay
DLY-024356,PRJ-03625,1,324,Compensation,Notification pending
DLY-024357,PRJ-04489,0,0,None,Rehabilitation delay
DLY-024358,PRJ-02824,0,0,None,Possession pending
DLY-024359,PRJ-03341,0,0,None,Pending approvals
DLY-024360,PRJ-00089,1,74,Notification,Pending approvals
DLY-024361,PRJ-04372,0,0,None,Incomplete documentation
DLY-024362,PRJ-00292,0,0,None,Pending approvals
DLY-024363,PRJ-03495,1,41,Approval,Legal dispute
DLY-024364,PRJ-04541,0,0,None,Rehabilitation delay
DLY-024365,PRJ-00635,0,0,None,Rehabilitation delay
DLY-024366,PRJ-03154,0,0,None,Stakeholder bottleneck
DLY-024367,PRJ-02502,0,0,None,Pending approvals
DLY-024368,PRJ-03194,1,103,Rehabilitation,Incomplete documentation
DLY-024369,PRJ-02764,0,0,None,Incomplete documentation
DLY-024370,PRJ-02278,0,0,None,Pending approvals
DLY-024371,PRJ-00278,0,0,None,Compensation delay
DLY-024372,PRJ-01671,1,105,Approval,Compensation delay
DLY-024373,PRJ-03683,0,0,None,Pending approvals
DLY-024374,PRJ-00241,0,0,None,Legal dispute
DLY-024375,PRJ-04560,0,0,None,Pending approvals
DLY-024376,PRJ-04408,0,0,None,Rehabilitation delay
DLY-024377,PRJ-00235,0,0,None,Pending approvals
DLY-024378,PRJ-01704,0,0,None,Pending approvals
DLY-024379,PRJ-00679,0,0,None,Legal dispute
DLY-024380,PRJ-03444,0,0,None,Incomplete documentation
DLY-024381,PRJ-04673,0,0,None,Pending approvals
DLY-024382,PRJ-02848,0,0,None,Compensation delay
DLY-024383,PRJ-02559,0,0,None,Rehabilitation delay
DLY-024384,PRJ-03935,0,0,None,Pending approvals
DLY-024385,PRJ-02540,1,185,Legal,Pending approvals
DLY-024386,PRJ-04456,0,0,None,Pending approvals
DLY-024387,PRJ-02231,1,88,Award,Compensation delay
DLY-024388,PRJ-02498,0,0,None,Pending approvals
DLY-024389,PRJ-04624,0,0,None,Incomplete documentation
DLY-024390,PRJ-02683,0,0,None,Notification pending
DLY-024391,PRJ-04713,0,0,None,Legal dispute
DLY-024392,PRJ-03704,0,0,None,Stakeholder bottleneck
DLY-024393,PRJ-04502,0,0,None,Incomplete documentation
DLY-024394,PRJ-02129,0,0,None,Compensation delay
DLY-024395,PRJ-02642,1,152,Compensation,Pending approvals
DLY-024396,PRJ-04854,0,0,None,Notification pending
DLY-024397,PRJ-00233,0,0,None,Pending approvals
DLY-024398,PRJ-02139,0,0,None,Pending approvals
DLY-024399,PRJ-02688,0,0,None,Pending approvals
DLY-024400,PRJ-01385,1,47,Legal,Incomplete documentation
DLY-024401,PRJ-01906,0,0,None,Stakeholder bottleneck
DLY-024402,PRJ-03816,0,0,None,Pending approvals
DLY-024403,PRJ-01566,0,0,None,Pending approvals
DLY-024404,PRJ-00915,0,0,None,Pending approvals
DLY-024405,PRJ-02835,0,0,None,Legal dispute
DLY-024406,PRJ-01628,0,0,None,Possession pending
DLY-024407,PRJ-03612,1,135,Award,Rehabilitation delay
DLY-024408,PRJ-01103,0,0,None,Rehabilitation delay
DLY-024409,PRJ-00347,1,187,Compensation,Incomplete documentation
DLY-024410,PRJ-00717,0,0,None,Rehabilitation delay
DLY-024411,PRJ-00440,0,0,None,Pending approvals
DLY-024412,PRJ-02653,0,0,None,Pending approvals
DLY-024413,PRJ-03054,0,0,None,Pending approvals
DLY-024414,PRJ-00583,0,0,None,Stakeholder bottleneck
DLY-024415,PRJ-03471,1,127,Legal,Compensation delay
DLY-024416,PRJ-00381,0,0,None,Legal dispute
DLY-024417,PRJ-04726,1,224,Compensation,Legal dispute
DLY-024418,PRJ-04960,0,0,None,Possession pending
DLY-024419,PRJ-00564,0,0,None,Pending approvals
DLY-024420,PRJ-04726,0,0,None,Pending approvals
DLY-024421,PRJ-01999,0,0,None,Stakeholder bottleneck
DLY-024422,PRJ-01040,0,0,None,Stakeholder bottleneck
DLY-024423,PRJ-01051,0,0,None,Pending approvals
DLY-024424,PRJ-02734,0,0,None,Incomplete documentation
DLY-024425,PRJ-04684,0,0,None,Rehabilitation delay
DLY-024426,PRJ-00234,0,0,None,Pending approvals
DLY-024427,PRJ-02274,0,0,None,Legal dispute
DLY-024428,PRJ-03090,0,0,None,Notification pending
DLY-024429,PRJ-00428,0,0,None,Stakeholder bottleneck
DLY-024430,PRJ-03013,0,0,None,Pending approvals
DLY-024431,PRJ-03121,0,0,None,Pending approvals
DLY-024432,PRJ-03553,0,0,None,Pending approvals
DLY-024433,PRJ-02630,0,0,None,Pending approvals
DLY-024434,PRJ-00174,0,0,None,Pending approvals
DLY-024435,PRJ-00916,0,0,None,Pending approvals
DLY-024436,PRJ-04393,0,0,None,Rehabilitation delay
DLY-024437,PRJ-03327,0,0,None,Incomplete documentation
DLY-024438,PRJ-04954,0,0,None,Stakeholder bottleneck
DLY-024439,PRJ-03650,0,0,None,Pending approvals
DLY-024440,PRJ-02790,0,0,None,Pending approvals
DLY-024441,PRJ-04650,0,0,None,Pending approvals
