record_id,parcel_id,project_id,case_id,compensation_id,approval_id,delay_id,district,taluk,village,survey_no,area,classification,legal_disputes,compensation_pending,approval_pending,documentation_pending,rehabilitation_pending,stakeholder_responsiveness,delay_days,risk_score,delay_probability,risk_category,delay_reason
19972,PAR-019972,PRJ-00882,CASE-019972,COMP-019972,APR-019972,DLY-019972,Coimbatore,Pollachi,Pollachi,6906,2.051,Punjai,1,1,0,0,0,88.1,267,55.5,0.5,HIGH,Compensation delay
19973,PAR-019973,PRJ-03985,CASE-019973,COMP-019973,APR-019973,DLY-019973,Coimbatore,Coimbatore North,Sulur,8036,0.363,Punjai,0,0,0,0,0,87.4,0,7.4,0.0998,LOW,Pending approvals
19974,PAR-019974,PRJ-00391,CASE-019974,COMP-019974,APR-019974,DLY-019974,Coimbatore,Sulur,Kovilpalayam,211,1.446,Government,0,0,0,0,0,89.1,0,10.7,0.1246,LOW,Stakeholder bottleneck
19975,PAR-019975,PRJ-04980,CASE-019975,COMP-019975,APR-019975,DLY-019975,Coimbatore,Coimbatore South,Karamadai,3252,0.693,Poramboke,0,1,0,0,0,100.0,0,27.6,0.2891,MEDIUM,Compensation delay
19976,PAR-019976,PRJ-02185,CASE-019976,COMP-019976,APR-019976,DLY-019976,Coimbatore,Madukkarai,Kinathukadavu,2079,1.057,Poramboke,0,0,0,0,0,87.7,0,19.8,0.1545,LOW,Possession pending
19977,PAR-019977,PRJ-01267,CASE-019977,COMP-019977,APR-019977,DLY-019977,Coimbatore,Annur,Sulur,4363,0.352,Residential,0,0,0,0,0,94.4,0,18.6,0.19,LOW,Stakeholder bottleneck
19978,PAR-019978,PRJ-04516,CASE-019978,COMP-019978,APR-019978,DLY-019978,Coimbatore,Sulur,Mettupalayam,1232,0.497,Residential,0,0,0,0,1,85.6,58,28.8,0.31,MEDIUM,Rehabilitation delay
19979,PAR-019979,PRJ-02898,CASE-019979,COMP-019979,APR-019979,DLY-019979,Coimbatore,Kinathukadavu,Pollachi,6523,0.517,Nanjai,1,0,0,0,0,80.2,0,20.5,0.2142,LOW,Legal dispute
19980,PAR-019980,PRJ-03505,CASE-019980,COMP-019980,APR-019980,DLY-019980,Coimbatore,Pollachi,Saravanampatti,1395,0.736,Government,0,1,0,1,0,76.1,0,43.1,0.4502,MEDIUM,Compensation delay
19981,PAR-019981,PRJ-04856,CASE-019981,COMP-019981,APR-019981,DLY-019981,Coimbatore,Coimbatore North,Perur,1482,1.405,Government,0,0,0,0,0,86.6,0,19.3,0.1545,LOW,Notification pending
19982,PAR-019982,PRJ-03313,CASE-019982,COMP-019982,APR-019982,DLY-019982,Coimbatore,Madukkarai,Mettupalayam,5642,0.652,Residential,1,0,0,0,0,86.3,0,25.9,0.2142,MEDIUM,Legal dispute
19983,PAR-019983,PRJ-03665,CASE-019983,COMP-019983,APR-019983,DLY-019983,Coimbatore,Annur,Kovilpalayam,28,4.455,Punjai,0,0,0,1,0,83.1,0,23.2,0.1978,LOW,Incomplete documentation
19984,PAR-019984,PRJ-02395,CASE-019984,COMP-019984,APR-019984,DLY-019984,Coimbatore,Kinathukadavu,Saravanampatti,4934,0.854,Poramboke,0,0,0,0,0,90.5,0,8.4,0.1246,LOW,Stakeholder bottleneck
19985,PAR-019985,PRJ-01465,CASE-019985,COMP-019985,APR-019985,DLY-019985,Coimbatore,Pollachi,Karamadai,188,0.423,Government,0,0,0,0,0,90.5,0,17.7,0.1545,LOW,Notification pending
19986,PAR-019986,PRJ-04077,CASE-019986,COMP-019986,APR-019986,DLY-019986,Coimbatore,Kinathukadavu,Negamam,1897,1.035,Government,0,0,1,0,1,96.9,0,29.7,0.2994,MEDIUM,Pending approvals
19987,PAR-019987,PRJ-04575,CASE-019987,COMP-019987,APR-019987,DLY-019987,Coimbatore,Coimbatore North,Madukkarai,7122,0.833,Nanjai,0,0,0,0,1,95.5,0,11.5,0.1545,LOW,Rehabilitation delay
19988,PAR-019988,PRJ-03496,CASE-019988,COMP-019988,APR-019988,DLY-019988,Coimbatore,Pollachi,Thudiyalur,1672,2.013,Government,0,0,0,0,0,87.7,0,8.3,0.0998,LOW,Pending approvals
19989,PAR-019989,PRJ-03451,CASE-019989,COMP-019989,APR-019989,DLY-019989,Coimbatore,Annur,Kinathukadavu,5967,0.74,Nanjai,0,0,0,0,0,100.0,0,10.3,0.0998,LOW,Pending approvals
19990,PAR-019990,PRJ-02208,CASE-019990,COMP-019990,APR-019990,DLY-019990,Coimbatore,Coimbatore North,Karamadai,3371,3.556,Government,0,1,0,1,0,78.4,126,48.4,0.475,MEDIUM,Compensation delay
19991,PAR-019991,PRJ-04456,CASE-019991,COMP-019991,APR-019991,DLY-019991,Coimbatore,Sulur,Pollachi,2306,0.58,Residential,0,1,0,0,0,100.0,0,25.8,0.2891,MEDIUM,Compensation delay
19992,PAR-019992,PRJ-04653,CASE-019992,COMP-019992,APR-019992,DLY-019992,Coimbatore,Coimbatore North,Kinathukadavu,4849,3.562,Industrial,0,1,0,0,0,77.6,0,29.2,0.2891,MEDIUM,Compensation delay
19993,PAR-019993,PRJ-03256,CASE-019993,COMP-019993,APR-019993,DLY-019993,Coimbatore,Mettupalayam,Perur,8618,0.233,Residential,0,0,0,0,0,97.0,0,10.8,0.0998,LOW,Pending approvals
19994,PAR-019994,PRJ-00393,CASE-019994,COMP-019994,APR-019994,DLY-019994,Coimbatore,Pollachi,Saravanampatti,3726,1.542,Residential,1,0,1,1,0,59.6,0,60.8,0.6225,HIGH,Pending approvals
19995,PAR-019995,PRJ-00336,CASE-019995,COMP-019995,APR-019995,DLY-019995,Coimbatore,Coimbatore South,Perur,6636,2.039,Residential,0,0,0,0,0,89.7,0,9.0,0.0998,LOW,Pending approvals
19996,PAR-019996,PRJ-02560,CASE-019996,COMP-019996,APR-019996,DLY-019996,Coimbatore,Mettupalayam,Perur,3410,2.477,Government,1,0,0,0,0,88.3,0,30.6,0.31,MEDIUM,Legal dispute
19997,PAR-019997,PRJ-03927,CASE-019997,COMP-019997,APR-019997,DLY-019997,Coimbatore,Sulur,Sulur,6934,0.684,Nanjai,0,0,0,0,0,100.0,0,10.1,0.0998,LOW,Pending approvals
19998,PAR-019998,PRJ-00079,CASE-019998,COMP-019998,APR-019998,DLY-019998,Coimbatore,Coimbatore South,Karamadai,2672,0.517,Nanjai,0,1,0,0,0,81.6,0,18.0,0.1978,LOW,Compensation delay
19999,PAR-019999,PRJ-04543,CASE-019999,COMP-019999,APR-019999,DLY-019999,Coimbatore,Madukkarai,Saravanampatti,6127,3.248,Punjai,0,0,0,1,0,90.9,0,25.3,0.1978,MEDIUM,Incomplete documentation
20000,PAR-020000,PRJ-02804,CASE-020000,COMP-020000,APR-020000,DLY-020000,Coimbatore,Coimbatore South,Sulur,5643,0.548,Residential,1,0,0,0,0,100.0,0,22.8,0.2142,LOW,Legal dispute
20001,PAR-020001,PRJ-02012,CASE-020001,COMP-020001,APR-020001,DLY-020001,Coimbatore,Kinathukadavu,Pollachi,2750,1.716,Nanjai,0,0,0,0,0,100.0,0,9.8,0.0998,LOW,Pending approvals
20002,PAR-020002,PRJ-01518,CASE-020002,COMP-020002,APR-020002,DLY-020002,Coimbatore,Mettupalayam,Madukkarai,9482,0.917,Nanjai,0,0,1,0,0,96.1,0,14.9,0.2059,LOW,Pending approvals
20003,PAR-020003,PRJ-04944,CASE-020003,COMP-020003,APR-020003,DLY-020003,Coimbatore,Pollachi,Negamam,6085,0.896,Punjai,0,0,0,0,0,92.0,126,13.4,0.0998,LOW,Pending approvals
20004,PAR-020004,PRJ-02492,CASE-020004,COMP-020004,APR-020004,DLY-020004,Coimbatore,Madukkarai,Saravanampatti,2188,0.326,Government,0,0,0,0,0,100.0,0,7.5,0.0998,LOW,Pending approvals
20005,PAR-020005,PRJ-03453,CASE-020005,COMP-020005,APR-020005,DLY-020005,Coimbatore,Pollachi,Saravanampatti,2862,2.102,Residential,0,1,0,0,0,68.7,121,32.5,0.343,MEDIUM,Compensation delay
20006,PAR-020006,PRJ-04077,CASE-020006,COMP-020006,APR-020006,DLY-020006,Coimbatore,Coimbatore North,Perur,590,1.582,Punjai,0,0,0,0,0,95.2,0,8.9,0.0998,LOW,Pending approvals
20007,PAR-020007,PRJ-01937,CASE-020007,COMP-020007,APR-020007,DLY-020007,Coimbatore,Kinathukadavu,Negamam,5322,0.549,Commercial,1,0,0,0,0,73.5,0,16.8,0.2142,LOW,Legal dispute
20008,PAR-020008,PRJ-01620,CASE-020008,COMP-020008,APR-020008,DLY-020008,Coimbatore,Coimbatore South,Madukkarai,2635,2.703,Industrial,0,0,0,0,0,100.0,0,14.1,0.1545,LOW,Notification pending
20009,PAR-020009,PRJ-00030,CASE-020009,COMP-020009,APR-020009,DLY-020009,Coimbatore,Pollachi,Sulur,311,3.565,Poramboke,1,0,0,0,1,78.9,0,26.8,0.31,MEDIUM,Legal dispute
20010,PAR-020010,PRJ-00056,CASE-020010,COMP-020010,APR-020010,DLY-020010,Coimbatore,Annur,Saravanampatti,1377,0.419,Poramboke,0,0,0,0,0,83.2,0,8.2,0.0998,LOW,Pending approvals
20011,PAR-020011,PRJ-01716,CASE-020011,COMP-020011,APR-020011,DLY-020011,Coimbatore,Pollachi,Annur,7741,0.515,Residential,0,1,0,0,0,100.0,0,17.0,0.1978,LOW,Compensation delay
20012,PAR-020012,PRJ-00229,CASE-020012,COMP-020012,APR-020012,DLY-020012,Coimbatore,Kinathukadavu,Negamam,5408,0.304,Punjai,0,0,0,1,0,87.0,0,21.5,0.1978,LOW,Incomplete documentation
20013,PAR-020013,PRJ-03473,CASE-020013,COMP-020013,APR-020013,DLY-020013,Coimbatore,Sulur,Pollachi,6882,1.112,Poramboke,0,0,0,1,0,73.4,0,25.0,0.2689,MEDIUM,Incomplete documentation
20014,PAR-020014,PRJ-03409,CASE-020014,COMP-020014,APR-020014,DLY-020014,Coimbatore,Sulur,Madukkarai,4890,3.845,Government,0,0,0,0,0,88.9,0,7.2,0.0998,LOW,Pending approvals
20015,PAR-020015,PRJ-02233,CASE-020015,COMP-020015,APR-020015,DLY-020015,Coimbatore,Coimbatore South,Annur,758,3.735,Government,0,0,0,0,0,96.6,30,12.5,0.0998,LOW,Pending approvals
20016,PAR-020016,PRJ-02661,CASE-020016,COMP-020016,APR-020016,DLY-020016,Coimbatore,Kinathukadavu,Saravanampatti,2687,2.307,Punjai,1,0,0,1,1,58.1,117,61.1,0.6225,HIGH,Legal dispute
20017,PAR-020017,PRJ-04680,CASE-020017,COMP-020017,APR-020017,DLY-020017,Coimbatore,Coimbatore North,Negamam,3335,1.413,Punjai,0,0,0,0,0,100.0,0,15.1,0.0998,LOW,Pending approvals
20018,PAR-020018,PRJ-02383,CASE-020018,COMP-020018,APR-020018,DLY-020018,Coimbatore,Coimbatore North,Mettupalayam,3424,3.132,Industrial,0,0,1,0,0,85.8,0,25.0,0.2789,MEDIUM,Pending approvals
20019,PAR-020019,PRJ-01942,CASE-020019,COMP-020019,APR-020019,DLY-020019,Coimbatore,Coimbatore North,Sulur,4998,6.244,Poramboke,0,1,1,0,0,73.1,0,40.5,0.3659,MEDIUM,Pending approvals
20020,PAR-020020,PRJ-04387,CASE-020020,COMP-020020,APR-020020,DLY-020020,Coimbatore,Sulur,Negamam,7061,0.574,Punjai,0,0,1,0,0,90.2,40,20.2,0.2315,LOW,Pending approvals
20021,PAR-020021,PRJ-03720,CASE-020021,COMP-020021,APR-020021,DLY-020021,Coimbatore,Coimbatore North,Madukkarai,6527,1.852,Commercial,0,0,0,0,1,61.1,0,22.0,0.2592,LOW,Rehabilitation delay
20022,PAR-020022,PRJ-01465,CASE-020022,COMP-020022,APR-020022,DLY-020022,Coimbatore,Annur,Sulur,5526,1.319,Nanjai,0,0,0,0,1,86.0,0,13.8,0.1545,LOW,Rehabilitation delay
20023,PAR-020023,PRJ-01237,CASE-020023,COMP-020023,APR-020023,DLY-020023,Coimbatore,Mettupalayam,Sulur,2827,0.765,Nanjai,0,0,1,0,0,83.6,0,15.4,0.168,LOW,Pending approvals
20024,PAR-020024,PRJ-00691,CASE-020024,COMP-020024,APR-020024,DLY-020024,Coimbatore,Sulur,Saravanampatti,8687,2.552,Residential,0,1,0,0,0,82.4,0,14.5,0.1978,LOW,Compensation delay
20025,PAR-020025,PRJ-00647,CASE-020025,COMP-020025,APR-020025,DLY-020025,Coimbatore,Coimbatore North,Kovilpalayam,2262,1.426,Government,0,0,0,0,0,95.9,0,10.4,0.0998,LOW,Pending approvals
20026,PAR-020026,PRJ-01675,CASE-020026,COMP-020026,APR-020026,DLY-020026,Coimbatore,Coimbatore South,Pollachi,7318,3.072,Nanjai,0,0,0,0,0,89.8,0,13.8,0.0998,LOW,Pending approvals
20027,PAR-020027,PRJ-01788,CASE-020027,COMP-020027,APR-020027,DLY-020027,Coimbatore,Coimbatore South,Annur,597,1.268,Nanjai,0,1,0,1,0,77.0,96,40.0,0.4134,MEDIUM,Compensation delay
20028,PAR-020028,PRJ-03263,CASE-020028,COMP-020028,APR-020028,DLY-020028,Coimbatore,Pollachi,Kovilpalayam,6121,1.564,Government,0,1,1,1,0,70.0,0,48.3,0.5,MEDIUM,Pending approvals
20029,PAR-020029,PRJ-04820,CASE-020029,COMP-020029,APR-020029,DLY-020029,Coimbatore,Sulur,Kovilpalayam,7737,0.941,Nanjai,0,0,0,0,1,76.1,0,28.4,0.2789,MEDIUM,Rehabilitation delay
20030,PAR-020030,PRJ-01782,CASE-020030,COMP-020030,APR-020030,DLY-020030,Coimbatore,Coimbatore North,Perur,8723,1.168,Government,0,0,1,1,0,88.7,0,43.4,0.3659,MEDIUM,Pending approvals
20031,PAR-020031,PRJ-03718,CASE-020031,COMP-020031,APR-020031,DLY-020031,Coimbatore,Mettupalayam,Kinathukadavu,3116,0.447,Punjai,0,0,1,0,0,97.4,0,20.0,0.2059,LOW,Pending approvals
20032,PAR-020032,PRJ-03597,CASE-020032,COMP-020032,APR-020032,DLY-020032,Coimbatore,Kinathukadavu,Karamadai,9152,1.192,Punjai,0,1,0,0,0,65.2,0,23.8,0.2405,LOW,Compensation delay
20033,PAR-020033,PRJ-01957,CASE-020033,COMP-020033,APR-020033,DLY-020033,Coimbatore,Madukkarai,Kinathukadavu,715,1.756,Government,0,0,0,0,0,100.0,0,5.0,0.0998,LOW,Pending approvals
20034,PAR-020034,PRJ-04628,CASE-020034,COMP-020034,APR-020034,DLY-020034,Coimbatore,Mettupalayam,Pollachi,6845,1.448,Punjai,0,0,0,0,0,100.0,0,12.0,0.0998,LOW,Pending approvals
20035,PAR-020035,PRJ-00152,CASE-020035,COMP-020035,APR-020035,DLY-020035,Coimbatore,Coimbatore North,Saravanampatti,1996,0.419,Residential,0,0,0,0,0,100.0,0,12.6,0.0998,LOW,Pending approvals
20036,PAR-020036,PRJ-01511,CASE-020036,COMP-020036,APR-020036,DLY-020036,Coimbatore,Coimbatore North,Madukkarai,1494,1.068,Nanjai,0,0,1,0,0,75.4,117,18.2,0.168,LOW,Pending approvals
20037,PAR-020037,PRJ-03808,CASE-020037,COMP-020037,APR-020037,DLY-020037,Coimbatore,Coimbatore North,Kinathukadavu,8706,1.035,Poramboke,0,0,0,0,0,76.1,0,15.3,0.1419,LOW,Pending approvals
20038,PAR-020038,PRJ-04107,CASE-020038,COMP-020038,APR-020038,DLY-020038,Coimbatore,Coimbatore North,Sulur,5235,2.519,Poramboke,0,0,0,0,0,91.7,0,10.8,0.0998,LOW,Pending approvals
20039,PAR-020039,PRJ-01987,CASE-020039,COMP-020039,APR-020039,DLY-020039,Coimbatore,Annur,Annur,6177,1.578,Poramboke,0,0,0,0,0,95.9,0,9.8,0.0998,LOW,Pending approvals
20040,PAR-020040,PRJ-03990,CASE-020040,COMP-020040,APR-020040,DLY-020040,Coimbatore,Coimbatore North,Annur,5039,1.303,Government,0,1,0,0,0,95.6,0,29.0,0.2689,MEDIUM,Compensation delay
20041,PAR-020041,PRJ-03941,CASE-020041,COMP-020041,APR-020041,DLY-020041,Coimbatore,Coimbatore North,Kinathukadavu,9239,1.744,Punjai,0,0,1,0,0,88.6,59,23.4,0.2315,LOW,Pending approvals
20042,PAR-020042,PRJ-02149,CASE-020042,COMP-020042,APR-020042,DLY-020042,Coimbatore,Madukkarai,Kinathukadavu,3406,0.72,Nanjai,1,0,0,1,0,78.0,0,36.0,0.3775,MEDIUM,Legal dispute
20043,PAR-020043,PRJ-03471,CASE-020043,COMP-020043,APR-020043,DLY-020043,Coimbatore,Coimbatore North,Pollachi,4408,0.592,Residential,0,0,0,0,0,94.1,0,4.8,0.0998,LOW,Pending approvals
20044,PAR-020044,PRJ-01756,CASE-020044,COMP-020044,APR-020044,DLY-020044,Coimbatore,Pollachi,Sulur,310,2.133,Residential,0,0,0,0,0,89.8,0,5.4,0.0998,LOW,Pending approvals
20045,PAR-020045,PRJ-02321,CASE-020045,COMP-020045,APR-020045,DLY-020045,Coimbatore,Madukkarai,Karamadai,1461,0.723,Nanjai,0,0,0,0,1,80.9,0,21.0,0.1545,LOW,Rehabilitation delay
20046,PAR-020046,PRJ-01161,CASE-020046,COMP-020046,APR-020046,DLY-020046,Coimbatore,Kinathukadavu,Mettupalayam,506,0.569,Industrial,0,0,0,0,1,87.0,120,15.0,0.1545,LOW,Rehabilitation delay
20047,PAR-020047,PRJ-03311,CASE-020047,COMP-020047,APR-020047,DLY-020047,Coimbatore,Kinathukadavu,Sulur,2651,2.097,Government,0,0,0,0,0,90.5,0,6.0,0.0998,LOW,Pending approvals
20048,PAR-020048,PRJ-00911,CASE-020048,COMP-020048,APR-020048,DLY-020048,Coimbatore,Coimbatore North,Thudiyalur,8302,1.001,Punjai,0,0,0,0,1,90.4,43,15.4,0.1545,LOW,Rehabilitation delay
20049,PAR-020049,PRJ-01280,CASE-020049,COMP-020049,APR-020049,DLY-020049,Coimbatore,Sulur,Saravanampatti,7958,0.624,Nanjai,0,0,0,0,0,97.0,0,18.0,0.1751,LOW,Stakeholder bottleneck
20050,PAR-020050,PRJ-02348,CASE-020050,COMP-020050,APR-020050,DLY-020050,Coimbatore,Madukkarai,Saravanampatti,4062,1.895,Punjai,0,1,1,0,0,82.8,79,35.8,0.31,MEDIUM,Pending approvals
20051,PAR-020051,PRJ-04881,CASE-020051,COMP-020051,APR-020051,DLY-020051,Coimbatore,Coimbatore North,Perur,7785,1.574,Commercial,0,0,0,0,0,100.0,0,10.0,0.1419,LOW,Pending approvals
20052,PAR-020052,PRJ-03223,CASE-020052,COMP-020052,APR-020052,DLY-020052,Coimbatore,Mettupalayam,Kinathukadavu,7984,0.568,Government,0,0,0,1,0,92.6,95,22.1,0.2405,LOW,Incomplete documentation
20053,PAR-020053,PRJ-04579,CASE-020053,COMP-020053,APR-020053,DLY-020053,Coimbatore,Mettupalayam,Mettupalayam,8235,1.772,Residential,0,0,1,1,0,84.7,0,33.8,0.3659,MEDIUM,Pending approvals
20054,PAR-020054,PRJ-03267,CASE-020054,COMP-020054,APR-020054,DLY-020054,Coimbatore,Annur,Karamadai,3952,0.701,Nanjai,0,0,0,0,1,97.8,0,18.4,0.19,LOW,Rehabilitation delay
20055,PAR-020055,PRJ-00007,CASE-020055,COMP-020055,APR-020055,DLY-020055,Coimbatore,Madukkarai,Annur,3872,1.758,Residential,0,0,1,0,1,94.2,0,34.3,0.3543,MEDIUM,Pending approvals
20056,PAR-020056,PRJ-02361,CASE-020056,COMP-020056,APR-020056,DLY-020056,Coimbatore,Coimbatore South,Thudiyalur,6641,0.626,Government,0,1,0,0,1,100.0,121,26.7,0.2891,MEDIUM,Compensation delay
20057,PAR-020057,PRJ-00406,CASE-020057,COMP-020057,APR-020057,DLY-020057,Coimbatore,Sulur,Pollachi,5627,0.669,Commercial,0,0,1,0,1,77.4,0,30.3,0.2994,MEDIUM,Pending approvals
20058,PAR-020058,PRJ-01011,CASE-020058,COMP-020058,APR-020058,DLY-020058,Coimbatore,Annur,Madukkarai,4648,0.781,Punjai,0,0,0,0,1,91.5,0,20.0,0.19,LOW,Rehabilitation delay
20059,PAR-020059,PRJ-01104,CASE-020059,COMP-020059,APR-020059,DLY-020059,Coimbatore,Pollachi,Madukkarai,2593,1.106,Punjai,0,0,1,0,0,87.7,0,19.2,0.168,LOW,Pending approvals
20060,PAR-020060,PRJ-02161,CASE-020060,COMP-020060,APR-020060,DLY-020060,Coimbatore,Mettupalayam,Saravanampatti,2774,0.924,Industrial,0,0,0,0,0,90.1,0,8.6,0.1545,LOW,Possession pending
20061,PAR-020061,PRJ-03843,CASE-020061,COMP-020061,APR-020061,DLY-020061,Coimbatore,Madukkarai,Madukkarai,5888,1.114,Commercial,0,0,1,0,0,81.4,0,18.5,0.168,LOW,Pending approvals
20062,PAR-020062,PRJ-04778,CASE-020062,COMP-020062,APR-020062,DLY-020062,Coimbatore,Coimbatore North,Mettupalayam,3247,0.879,Poramboke,0,0,0,0,1,82.4,0,29.2,0.31,MEDIUM,Rehabilitation delay
20063,PAR-020063,PRJ-02846,CASE-020063,COMP-020063,APR-020063,DLY-020063,Coimbatore,Coimbatore North,Annur,1686,2.699,Residential,0,0,0,0,0,85.2,66,18.3,0.1545,LOW,Possession pending
20064,PAR-020064,PRJ-03739,CASE-020064,COMP-020064,APR-020064,DLY-020064,Coimbatore,Coimbatore North,Annur,8485,2.02,Nanjai,0,0,1,0,0,97.0,0,18.6,0.168,LOW,Pending approvals
20065,PAR-020065,PRJ-03963,CASE-020065,COMP-020065,APR-020065,DLY-020065,Coimbatore,Sulur,Perur,947,1.127,Industrial,0,0,0,0,0,91.5,0,19.7,0.1545,LOW,Notification pending
20066,PAR-020066,PRJ-00617,CASE-020066,COMP-020066,APR-020066,DLY-020066,Coimbatore,Coimbatore South,Madukkarai,1409,0.6,Poramboke,1,0,0,0,0,84.0,88,31.3,0.2891,MEDIUM,Legal dispute
20067,PAR-020067,PRJ-01873,CASE-020067,COMP-020067,APR-020067,DLY-020067,Coimbatore,Mettupalayam,Kinathukadavu,8491,0.809,Punjai,0,0,1,1,0,76.5,0,30.9,0.31,MEDIUM,Pending approvals
20068,PAR-020068,PRJ-04812,CASE-020068,COMP-020068,APR-020068,DLY-020068,Coimbatore,Annur,Karamadai,1101,1.1,Industrial,0,0,1,0,0,100.0,0,15.2,0.168,LOW,Pending approvals
20069,PAR-020069,PRJ-01433,CASE-020069,COMP-020069,APR-020069,DLY-020069,Coimbatore,Kinathukadavu,Kovilpalayam,2850,2.917,Residential,0,0,0,0,0,90.7,0,8.9,0.1246,LOW,Stakeholder bottleneck
20070,PAR-020070,PRJ-04987,CASE-020070,COMP-020070,APR-020070,DLY-020070,Coimbatore,Kinathukadavu,Mettupalayam,2326,0.194,Nanjai,0,0,0,1,0,87.4,0,38.0,0.3775,MEDIUM,Incomplete documentation
20071,PAR-020071,PRJ-02699,CASE-020071,COMP-020071,APR-020071,DLY-020071,Coimbatore,Pollachi,Pollachi,7288,0.352,Residential,1,0,1,0,0,74.9,0,40.3,0.4502,MEDIUM,Pending approvals
20072,PAR-020072,PRJ-00183,CASE-020072,COMP-020072,APR-020072,DLY-020072,Coimbatore,Sulur,Kinathukadavu,6847,0.338,Commercial,0,0,0,0,0,79.0,0,6.1,0.0998,LOW,Pending approvals
20073,PAR-020073,PRJ-00860,CASE-020073,COMP-020073,APR-020073,DLY-020073,Coimbatore,Coimbatore North,Mettupalayam,2443,1.103,Punjai,0,0,1,0,1,87.7,0,31.5,0.3543,MEDIUM,Pending approvals
20074,PAR-020074,PRJ-03238,CASE-020074,COMP-020074,APR-020074,DLY-020074,Coimbatore,Annur,Sulur,5813,1.849,Poramboke,0,0,0,0,0,95.6,0,23.8,0.2315,LOW,Notification pending
20075,PAR-020075,PRJ-04862,CASE-020075,COMP-020075,APR-020075,DLY-020075,Coimbatore,Coimbatore North,Annur,2860,0.705,Nanjai,0,0,0,0,0,100.0,0,12.7,0.0998,LOW,Pending approvals
20076,PAR-020076,PRJ-02280,CASE-020076,COMP-020076,APR-020076,DLY-020076,Coimbatore,Kinathukadavu,Sulur,4471,0.676,Punjai,0,1,0,0,0,69.8,0,30.5,0.343,MEDIUM,Compensation delay
20077,PAR-020077,PRJ-00080,CASE-020077,COMP-020077,APR-020077,DLY-020077,Coimbatore,Coimbatore North,Thudiyalur,2176,0.613,Punjai,0,0,0,0,0,99.8,39,6.6,0.0998,LOW,Pending approvals
20078,PAR-020078,PRJ-04405,CASE-020078,COMP-020078,APR-020078,DLY-020078,Coimbatore,Kinathukadavu,Pollachi,8534,0.642,Punjai,0,0,0,0,1,78.5,0,24.8,0.19,LOW,Rehabilitation delay
20079,PAR-020079,PRJ-01668,CASE-020079,COMP-020079,APR-020079,DLY-020079,Coimbatore,Madukkarai,Pollachi,5173,0.726,Poramboke,0,0,0,0,0,91.9,0,9.5,0.0998,LOW,Pending approvals
20080,PAR-020080,PRJ-03412,CASE-020080,COMP-020080,APR-020080,DLY-020080,Coimbatore,Annur,Thudiyalur,7111,1.61,Industrial,0,1,0,0,0,76.1,0,18.9,0.1978,LOW,Compensation delay
20081,PAR-020081,PRJ-00805,CASE-020081,COMP-020081,APR-020081,DLY-020081,Coimbatore,Pollachi,Sulur,3549,1.297,Residential,0,0,0,0,0,99.8,0,14.0,0.0998,LOW,Pending approvals
20082,PAR-020082,PRJ-04592,CASE-020082,COMP-020082,APR-020082,DLY-020082,Coimbatore,Annur,Mettupalayam,7725,2.608,Poramboke,0,1,1,0,0,77.1,69,27.6,0.31,MEDIUM,Pending approvals
20083,PAR-020083,PRJ-02407,CASE-020083,COMP-020083,APR-020083,DLY-020083,Coimbatore,Sulur,Madukkarai,3579,0.334,Commercial,0,0,0,1,0,89.5,0,20.0,0.1978,LOW,Incomplete documentation
20084,PAR-020084,PRJ-00745,CASE-020084,COMP-020084,APR-020084,DLY-020084,Coimbatore,Coimbatore North,Saravanampatti,860,0.237,Government,0,0,0,0,0,88.9,0,17.7,0.1419,LOW,Pending approvals
20085,PAR-020085,PRJ-04068,CASE-020085,COMP-020085,APR-020085,DLY-020085,Coimbatore,Pollachi,Mettupalayam,9418,5.666,Residential,0,0,0,0,1,75.9,111,29.4,0.2789,MEDIUM,Rehabilitation delay
20086,PAR-020086,PRJ-01283,CASE-020086,COMP-020086,APR-020086,DLY-020086,Coimbatore,Pollachi,Pollachi,6415,1.379,Punjai,0,0,0,0,0,69.9,0,14.4,0.0998,LOW,Pending approvals
20087,PAR-020087,PRJ-03423,CASE-020087,COMP-020087,APR-020087,DLY-020087,Coimbatore,Pollachi,Negamam,7492,0.234,Industrial,0,0,0,0,0,100.0,0,9.7,0.0998,LOW,Pending approvals
20088,PAR-020088,PRJ-02042,CASE-020088,COMP-020088,APR-020088,DLY-020088,Coimbatore,Coimbatore South,Kinathukadavu,1092,1.436,Poramboke,1,0,1,0,0,72.1,0,35.6,0.3318,MEDIUM,Pending approvals
20089,PAR-020089,PRJ-04190,CASE-020089,COMP-020089,APR-020089,DLY-020089,Coimbatore,Coimbatore South,Thudiyalur,2542,0.845,Residential,0,1,1,0,1,67.6,104,66.0,0.6457,HIGH,Pending approvals
20090,PAR-020090,PRJ-02338,CASE-020090,COMP-020090,APR-020090,DLY-020090,Coimbatore,Coimbatore South,Saravanampatti,8318,1.972,Industrial,0,0,0,0,0,94.2,0,20.9,0.19,LOW,Stakeholder bottleneck
20091,PAR-020091,PRJ-01552,CASE-020091,COMP-020091,APR-020091,DLY-020091,Coimbatore,Coimbatore South,Saravanampatti,1247,0.685,Nanjai,0,0,0,0,0,100.0,0,4.4,0.0998,LOW,Pending approvals
