case_id,project_id,dispute_flag,dispute_type,case_status,pending_days
CASE-025510,PRJ-04747,0,None,None,0
CASE-025511,PRJ-02570,0,None,None,0
CASE-025512,PRJ-04927,0,None,None,0
CASE-025513,PRJ-04513,1,Inheritance,Hearing,441
CASE-025514,PRJ-04937,0,None,None,0
CASE-025515,PRJ-04638,0,None,None,0
CASE-025516,PRJ-02466,0,None,None,0
CASE-025517,PRJ-02657,0,None,None,0
CASE-025518,PRJ-02770,0,None,None,0
CASE-025519,PRJ-01687,0,None,None,0
CASE-025520,PRJ-00266,0,None,None,0
CASE-025521,PRJ-01360,0,None,None,0
CASE-025522,PRJ-01858,0,None,None,0
CASE-025523,PRJ-02875,0,None,None,0
CASE-025524,PRJ-04490,1,Ownership,Open,206
CASE-025525,PRJ-04157,0,None,None,0
CASE-025526,PRJ-04136,0,None,None,0
CASE-025527,PRJ-02167,0,None,None,0
CASE-025528,PRJ-00442,0,None,None,0
CASE-025529,PRJ-00519,0,None,None,0
CASE-025530,PRJ-03601,0,None,None,0
CASE-025531,PRJ-02726,0,None,None,0
CASE-025532,PRJ-02142,0,None,None,0
CASE-025533,PRJ-02295,0,None,None,0
CASE-025534,PRJ-02514,0,None,None,0
CASE-025535,PRJ-03593,0,None,None,0
CASE-025536,PRJ-02133,0,None,None,0
CASE-025537,PRJ-02634,0,None,None,0
CASE-025538,PRJ-03555,0,None,None,0
CASE-025539,PRJ-01878,0,None,None,0
CASE-025540,PRJ-03619,0,None,None,0
CASE-025541,PRJ-01078,0,None,None,0
CASE-025542,PRJ-04645,0,None,None,0
CASE-025543,PRJ-03084,0,None,None,0
CASE-025544,PRJ-04618,0,None,None,0
CASE-025545,PRJ-01674,0,None,None,0
CASE-025546,PRJ-04887,1,Inheritance,Hearing,307
CASE-025547,PRJ-03158,0,None,None,0
CASE-025548,PRJ-02539,0,None,None,0
CASE-025549,PRJ-04987,0,None,None,0
CASE-025550,PRJ-03792,0,None,None,0
CASE-025551,PRJ-04148,0,None,None,0
CASE-025552,PRJ-04744,0,None,None,0
CASE-025553,PRJ-01640,0,None,None,0
CASE-025554,PRJ-00745,0,None,None,0
CASE-025555,PRJ-03952,0,None,None,0
CASE-025556,PRJ-03961,0,None,None,0
CASE-025557,PRJ-02695,0,None,None,0
CASE-025558,PRJ-02824,0,None,None,0
CASE-025559,PRJ-01445,1,Compensation,Appeal,224
CASE-025560,PRJ-01311,0,None,None,0
CASE-025561,PRJ-02079,0,None,None,0
CASE-025562,PRJ-02937,0,None,None,0
CASE-025563,PRJ-01028,1,Inheritance,Open,700
CASE-025564,PRJ-04611,0,None,None,0
CASE-025565,PRJ-02410,0,None,None,0
CASE-025566,PRJ-04399,0,None,None,0
CASE-025567,PRJ-02845,0,None,None,0
CASE-025568,PRJ-01927,0,None,None,0
CASE-025569,PRJ-01622,0,None,None,0
CASE-025570,PRJ-03084,0,None,None,0
CASE-025571,PRJ-01680,1,Ownership,Appeal,226
CASE-025572,PRJ-03833,0,None,None,0
CASE-025573,PRJ-00170,0,None,None,0
CASE-025574,PRJ-01558,1,Boundary,Appeal,869
CASE-025575,PRJ-02503,0,None,None,0
CASE-025576,PRJ-01156,0,None,None,0
CASE-025577,PRJ-01066,0,None,None,0
CASE-025578,PRJ-02668,0,None,None,0
CASE-025579,PRJ-00458,0,None,None,0
CASE-025580,PRJ-02244,0,None,None,0
CASE-025581,PRJ-00313,0,None,None,0
CASE-025582,PRJ-00214,0,None,None,0
CASE-025583,PRJ-00362,0,None,None,0
CASE-025584,PRJ-04927,0,None,None,0
CASE-025585,PRJ-01603,0,None,None,0
CASE-025586,PRJ-04569,1,Boundary,Appeal,466
CASE-025587,PRJ-04044,0,None,None,0
CASE-025588,PRJ-02306,0,None,None,0
CASE-025589,PRJ-02512,0,None,None,0
CASE-025590,PRJ-04272,1,Boundary,Hearing,682
CASE-025591,PRJ-04489,0,None,None,0
CASE-025592,PRJ-01791,0,None,None,0
CASE-025593,PRJ-02457,0,None,None,0
CASE-025594,PRJ-03037,0,None,None,0
CASE-025595,PRJ-03828,0,None,None,0
CASE-025596,PRJ-03983,0,None,None,0
CASE-025597,PRJ-01563,0,None,None,0
CASE-025598,PRJ-04887,0,None,None,0
CASE-025599,PRJ-04151,0,None,None,0
CASE-025600,PRJ-04428,0,None,None,0
CASE-025601,PRJ-03314,0,None,None,0
CASE-025602,PRJ-03096,0,None,None,0
CASE-025603,PRJ-00746,1,Inheritance,Hearing,638
CASE-025604,PRJ-04370,0,None,None,0
CASE-025605,PRJ-04381,0,None,None,0
CASE-025606,PRJ-01487,0,None,None,0
CASE-025607,PRJ-02918,1,Inheritance,Open,133
CASE-025608,PRJ-01058,0,None,None,0
CASE-025609,PRJ-03554,0,None,None,0
CASE-025610,PRJ-02444,0,None,None,0
CASE-025611,PRJ-04213,0,None,None,0
CASE-025612,PRJ-03033,0,None,None,0
CASE-025613,PRJ-03695,1,Ownership,Open,570
CASE-025614,PRJ-03324,0,None,None,0
CASE-025615,PRJ-00661,0,None,None,0
CASE-025616,PRJ-01753,0,None,None,0
CASE-025617,PRJ-01540,0,None,None,0
CASE-025618,PRJ-02961,0,None,None,0
CASE-025619,PRJ-00181,0,None,None,0
CASE-025620,PRJ-01131,0,None,None,0
CASE-025621,PRJ-04425,0,None,None,0
CASE-025622,PRJ-01133,0,None,None,0
CASE-025623,PRJ-02067,0,None,None,0
CASE-025624,PRJ-00073,0,None,None,0
CASE-025625,PRJ-01843,0,None,None,0
CASE-025626,PRJ-01657,0,None,None,0
CASE-025627,PRJ-00264,0,None,None,0
CASE-025628,PRJ-02023,0,None,None,0
CASE-025629,PRJ-04465,0,None,None,0
CASE-025630,PRJ-02311,0,None,None,0
CASE-025631,PRJ-04163,0,None,None,0
CASE-025632,PRJ-03214,0,None,None,0
CASE-025633,PRJ-04334,0,None,None,0
CASE-025634,PRJ-00115,1,Ownership,Open,152
CASE-025635,PRJ-03333,0,None,None,0
CASE-025636,PRJ-01811,0,None,None,0
CASE-025637,PRJ-03399,0,None,None,0
CASE-025638,PRJ-03745,0,None,None,0
CASE-025639,PRJ-03113,1,Boundary,Open,519
CASE-025640,PRJ-00715,0,None,None,0
CASE-025641,PRJ-01783,0,None,None,0
CASE-025642,PRJ-01574,0,None,None,0
CASE-025643,PRJ-02573,0,None,None,0
CASE-025644,PRJ-03092,0,None,None,0
CASE-025645,PRJ-03961,0,None,None,0
CASE-025646,PRJ-03721,0,None,None,0
CASE-025647,PRJ-03294,0,None,None,0
CASE-025648,PRJ-04923,0,None,None,0
CASE-025649,PRJ-04162,0,None,None,0
CASE-025650,PRJ-02479,0,None,None,0
CASE-025651,PRJ-03292,0,None,None,0
CASE-025652,PRJ-01420,0,None,None,0
CASE-025653,PRJ-00527,0,None,None,0
CASE-025654,PRJ-03030,0,None,None,0
CASE-025655,PRJ-02862,0,None,None,0
CASE-025656,PRJ-01456,0,None,None,0
CASE-025657,PRJ-02244,0,None,None,0
CASE-025658,PRJ-01676,0,None,None,0
CASE-025659,PRJ-03586,0,None,None,0
CASE-025660,PRJ-02987,0,None,None,0
CASE-025661,PRJ-03201,0,None,None,0
CASE-025662,PRJ-04080,0,None,None,0
CASE-025663,PRJ-01384,0,None,None,0
CASE-025664,PRJ-03425,1,Ownership,Hearing,484
CASE-025665,PRJ-02398,0,None,None,0
CASE-025666,PRJ-04467,0,None,None,0
CASE-025667,PRJ-03624,0,None,None,0
CASE-025668,PRJ-00364,1,Compensation,Hearing,171
CASE-025669,PRJ-03098,0,None,None,0
CASE-025670,PRJ-02209,1,Boundary,Hearing,428
CASE-025671,PRJ-03988,0,None,None,0
CASE-025672,PRJ-01483,0,None,None,0
CASE-025673,PRJ-01198,0,None,None,0
CASE-025674,PRJ-02162,1,Inheritance,Open,457
CASE-025675,PRJ-01115,0,None,None,0
CASE-025676,PRJ-04742,0,None,None,0
CASE-025677,PRJ-01286,0,None,None,0
CASE-025678,PRJ-01881,0,None,None,0
CASE-025679,PRJ-01620,0,None,None,0
CASE-025680,PRJ-01375,1,Compensation,Hearing,880
CASE-025681,PRJ-04924,0,None,None,0
CASE-025682,PRJ-04146,0,None,None,0
CASE-025683,PRJ-04709,0,None,None,0
CASE-025684,PRJ-01915,0,None,None,0
CASE-025685,PRJ-04314,1,Compensation,Open,172
CASE-025686,PRJ-03930,0,None,None,0
CASE-025687,PRJ-03130,0,None,None,0
CASE-025688,PRJ-02970,0,None,None,0
CASE-025689,PRJ-04389,0,None,None,0
CASE-025690,PRJ-01536,0,None,None,0
CASE-025691,PRJ-00228,0,None,None,0
CASE-025692,PRJ-00139,0,None,None,0
CASE-025693,PRJ-04830,0,None,None,0
CASE-025694,PRJ-01336,0,None,None,0
CASE-025695,PRJ-00051,0,None,None,0
CASE-025696,PRJ-03447,0,None,None,0
CASE-025697,PRJ-03995,1,Inheritance,Open,414
CASE-025698,PRJ-00476,0,None,None,0
CASE-025699,PRJ-00657,0,None,None,0
CASE-025700,PRJ-02691,0,None,None,0
CASE-025701,PRJ-01615,0,None,None,0
CASE-025702,PRJ-00441,0,None,None,0
CASE-025703,PRJ-03967,0,None,None,0
CASE-025704,PRJ-01754,0,None,None,0
CASE-025705,PRJ-00880,0,None,None,0
CASE-025706,PRJ-04937,0,None,None,0
CASE-025707,PRJ-04148,0,None,None,0
CASE-025708,PRJ-04568,0,None,None,0
CASE-025709,PRJ-00673,0,None,None,0
CASE-025710,PRJ-00768,0,None,None,0
CASE-025711,PRJ-01621,0,None,None,0
CASE-025712,PRJ-02596,0,None,None,0
CASE-025713,PRJ-02261,0,None,None,0
CASE-025714,PRJ-03794,0,None,None,0
CASE-025715,PRJ-00521,0,None,None,0
CASE-025716,PRJ-01514,0,None,None,0
CASE-025717,PRJ-03406,0,None,None,0
CASE-025718,PRJ-04722,0,None,None,0
CASE-025719,PRJ-01628,1,Compensation,Hearing,295
CASE-025720,PRJ-02588,0,None,None,0
CASE-025721,PRJ-00555,0,None,None,0
CASE-025722,PRJ-00364,0,None,None,0
CASE-025723,PRJ-01857,0,None,None,0
CASE-025724,PRJ-02395,0,None,None,0
CASE-025725,PRJ-00489,0,None,None,0
CASE-025726,PRJ-01160,0,None,None,0
CASE-025727,PRJ-04081,1,Inheritance,Appeal,715
CASE-025728,PRJ-01036,0,None,None,0
CASE-025729,PRJ-00139,0,None,None,0
CASE-025730,PRJ-03078,0,None,None,0
CASE-025731,PRJ-03067,0,None,None,0
CASE-025732,PRJ-03000,0,None,None,0
CASE-025733,PRJ-00738,0,None,None,0
CASE-025734,PRJ-04023,0,None,None,0
CASE-025735,PRJ-00676,0,None,None,0
CASE-025736,PRJ-03593,0,None,None,0
CASE-025737,PRJ-02963,0,None,None,0
CASE-025738,PRJ-04492,0,None,None,0
CASE-025739,PRJ-03904,0,None,None,0
CASE-025740,PRJ-02872,0,None,None,0
CASE-025741,PRJ-04018,0,None,None,0
CASE-025742,PRJ-02512,0,None,None,0
CASE-025743,PRJ-04184,0,None,None,0
CASE-025744,PRJ-02626,0,None,None,0
CASE-025745,PRJ-02711,0,None,None,0
CASE-025746,PRJ-00742,0,None,None,0
CASE-025747,PRJ-01762,0,None,None,0
CASE-025748,PRJ-03329,0,None,None,0
CASE-025749,PRJ-02378,1,Ownership,Open,366
CASE-025750,PRJ-00056,1,Boundary,Hearing,661
CASE-025751,PRJ-02963,1,Inheritance,Hearing,323
CASE-025752,PRJ-03177,0,None,None,0
CASE-025753,PRJ-00365,0,None,None,0
CASE-025754,PRJ-04101,0,None,None,0
CASE-025755,PRJ-01040,0,None,None,0
CASE-025756,PRJ-01188,0,None,None,0
CASE-025757,PRJ-03065,0,None,None,0
CASE-025758,PRJ-03716,0,None,None,0
CASE-025759,PRJ-02939,0,None,None,0
CASE-025760,PRJ-02112,0,None,None,0
CASE-025761,PRJ-04549,0,None,None,0
CASE-025762,PRJ-02483,0,None,None,0
CASE-025763,PRJ-04710,0,None,None,0
CASE-025764,PRJ-03840,0,None,None,0
CASE-025765,PRJ-01292,0,None,None,0
CASE-025766,PRJ-04913,0,None,None,0
CASE-025767,PRJ-01543,0,None,None,0
CASE-025768,PRJ-00579,0,None,None,0
CASE-025769,PRJ-00070,0,None,None,0
CASE-025770,PRJ-03960,0,None,None,0
CASE-025771,PRJ-03611,0,None,None,0
CASE-025772,PRJ-01223,0,None,None,0
CASE-025773,PRJ-04994,0,None,None,0
CASE-025774,PRJ-02658,0,None,None,0
CASE-025775,PRJ-03805,0,None,None,0
CASE-025776,PRJ-01578,0,None,None,0
CASE-025777,PRJ-04561,0,None,None,0
CASE-025778,PRJ-00717,0,None,None,0
CASE-025779,PRJ-02312,0,None,None,0
CASE-025780,PRJ-04692,0,None,None,0
CASE-025781,PRJ-02153,1,Compensation,Appeal,570
CASE-025782,PRJ-00591,0,None,None,0
CASE-025783,PRJ-04416,0,None,None,0
CASE-025784,PRJ-04248,0,None,None,0
CASE-025785,PRJ-04816,0,None,None,0
CASE-025786,PRJ-00807,0,None,None,0
CASE-025787,PRJ-01471,0,None,None,0
CASE-025788,PRJ-02118,0,None,None,0
CASE-025789,PRJ-02075,0,None,None,0
CASE-025790,PRJ-02693,0,None,None,0
CASE-025791,PRJ-01118,0,None,None,0
CASE-025792,PRJ-03778,0,None,None,0
CASE-025793,PRJ-01252,0,None,None,0
CASE-025794,PRJ-04018,0,None,None,0
CASE-025795,PRJ-03737,0,None,None,0
CASE-025796,PRJ-04225,0,None,None,0
CASE-025797,PRJ-01977,0,None,None,0
CASE-025798,PRJ-03225,0,None,None,0
CASE-025799,PRJ-04850,1,Compensation,Appeal,36
CASE-025800,PRJ-03308,0,None,None,0
CASE-025801,PRJ-04286,1,Ownership,Appeal,75
CASE-025802,PRJ-02808,0,None,None,0
CASE-025803,PRJ-02200,0,None,None,0
CASE-025804,PRJ-02641,1,Inheritance,Open,255
CASE-025805,PRJ-03901,0,None,None,0
CASE-025806,PRJ-03571,0,None,None,0
CASE-025807,PRJ-03627,0,None,None,0
CASE-025808,PRJ-03673,1,Ownership,Hearing,62
CASE-025809,PRJ-02975,0,None,None,0
CASE-025810,PRJ-04151,0,None,None,0
CASE-025811,PRJ-04042,0,None,None,0
CASE-025812,PRJ-00769,0,None,None,0
CASE-025813,PRJ-00875,0,None,None,0
CASE-025814,PRJ-02132,0,None,None,0
CASE-025815,PRJ-01998,0,None,None,0
CASE-025816,PRJ-04772,0,None,None,0
CASE-025817,PRJ-03258,0,None,None,0
CASE-025818,PRJ-04305,0,None,None,0
CASE-025819,PRJ-02053,0,None,None,0
CASE-025820,PRJ-04693,0,None,None,0
CASE-025821,PRJ-04653,0,None,None,0
CASE-025822,PRJ-01671,0,None,None,0
CASE-025823,PRJ-01253,0,None,None,0
CASE-025824,PRJ-04303,0,None,None,0
CASE-025825,PRJ-01015,0,None,None,0
CASE-025826,PRJ-02977,0,None,None,0
CASE-025827,PRJ-03427,0,None,None,0
CASE-025828,PRJ-02625,0,None,None,0
CASE-025829,PRJ-03891,0,None,None,0
CASE-025830,PRJ-00948,0,None,None,0
CASE-025831,PRJ-03433,0,None,None,0
CASE-025832,PRJ-01097,0,None,None,0
CASE-025833,PRJ-00023,0,None,None,0
CASE-025834,PRJ-02734,0,None,None,0
CASE-025835,PRJ-01607,0,None,None,0
CASE-025836,PRJ-00937,0,None,None,0
CASE-025837,PRJ-00666,1,Boundary,Hearing,847
CASE-025838,PRJ-03387,0,None,None,0
CASE-025839,PRJ-02187,0,None,None,0
CASE-025840,PRJ-01323,0,None,None,0
CASE-025841,PRJ-03173,0,None,None,0
CASE-025842,PRJ-03616,0,None,None,0
CASE-025843,PRJ-04543,1,Inheritance,Appeal,349
CASE-025844,PRJ-01441,0,None,None,0
CASE-025845,PRJ-04815,0,None,None,0
CASE-025846,PRJ-03422,0,None,None,0
CASE-025847,PRJ-00794,0,None,None,0
CASE-025848,PRJ-02547,0,None,None,0
CASE-025849,PRJ-02240,0,None,None,0
CASE-025850,PRJ-00418,0,None,None,0
CASE-025851,PRJ-01482,0,None,None,0
CASE-025852,PRJ-01757,0,None,None,0
CASE-025853,PRJ-04410,0,None,None,0
CASE-025854,PRJ-02178,0,None,None,0
CASE-025855,PRJ-04502,1,Compensation,Hearing,246
CASE-025856,PRJ-02728,0,None,None,0
CASE-025857,PRJ-04402,1,Boundary,Open,336
CASE-025858,PRJ-00021,0,None,None,0
CASE-025859,PRJ-04331,0,None,None,0
CASE-025860,PRJ-02678,0,None,None,0
CASE-025861,PRJ-03002,0,None,None,0
CASE-025862,PRJ-04504,0,None,None,0
CASE-025863,PRJ-01787,0,None,None,0
CASE-025864,PRJ-00349,0,None,None,0
CASE-025865,PRJ-03172,0,None,None,0
CASE-025866,PRJ-00758,0,None,None,0
CASE-025867,PRJ-00234,0,None,None,0
CASE-025868,PRJ-03715,0,None,None,0
CASE-025869,PRJ-04023,0,None,None,0
CASE-025870,PRJ-02180,0,None,None,0
CASE-025871,PRJ-03317,0,None,None,0
CASE-025872,PRJ-02754,0,None,None,0
CASE-025873,PRJ-00165,1,Inheritance,Appeal,131
CASE-025874,PRJ-03180,0,None,None,0
CASE-025875,PRJ-00417,0,None,None,0
CASE-025876,PRJ-03228,1,Inheritance,Hearing,334
CASE-025877,PRJ-01033,0,None,None,0
CASE-025878,PRJ-01321,0,None,None,0
CASE-025879,PRJ-04372,0,None,None,0
CASE-025880,PRJ-04375,0,None,None,0
CASE-025881,PRJ-01038,0,None,None,0
CASE-025882,PRJ-00476,1,Boundary,Hearing,98
CASE-025883,PRJ-03990,1,Boundary,Open,835
CASE-025884,PRJ-03177,0,None,None,0
CASE-025885,PRJ-04734,0,None,None,0
CASE-025886,PRJ-04522,1,Inheritance,Open,169
CASE-025887,PRJ-02014,0,None,None,0
CASE-025888,PRJ-03008,0,None,None,0
CASE-025889,PRJ-01152,0,None,None,0
CASE-025890,PRJ-02682,0,None,None,0
CASE-025891,PRJ-03980,0,None,None,0
CASE-025892,PRJ-03273,0,None,None,0
CASE-025893,PRJ-04517,1,Compensation,Hearing,624
CASE-025894,PRJ-04736,0,None,None,0
CASE-025895,PRJ-01822,0,None,None,0
CASE-025896,PRJ-03959,1,Ownership,Appeal,799
CASE-025897,PRJ-02485,0,None,None,0
CASE-025898,PRJ-01680,0,None,None,0
CASE-025899,PRJ-02673,0,None,None,0
CASE-025900,PRJ-03627,0,None,None,0
CASE-025901,PRJ-04892,0,None,None,0
CASE-025902,PRJ-04215,0,None,None,0
CASE-025903,PRJ-00035,0,None,None,0
CASE-025904,PRJ-00134,0,None,None,0
CASE-025905,PRJ-01502,0,None,None,0
CASE-025906,PRJ-03329,0,None,None,0
CASE-025907,PRJ-01049,0,None,None,0
CASE-025908,PRJ-02972,0,None,None,0
CASE-025909,PRJ-03129,0,None,None,0
CASE-025910,PRJ-01645,0,None,None,0
CASE-025911,PRJ-01798,0,None,None,0
CASE-025912,PRJ-01737,0,None,None,0
CASE-025913,PRJ-00166,0,None,None,0
CASE-025914,PRJ-03623,1,Boundary,Appeal,657
CASE-025915,PRJ-03092,0,None,None,0
CASE-025916,PRJ-01238,0,None,None,0
CASE-025917,PRJ-02693,0,None,None,0
CASE-025918,PRJ-03684,0,None,None,0
CASE-025919,PRJ-02720,0,None,None,0
CASE-025920,PRJ-02816,0,None,None,0
CASE-025921,PRJ-02052,0,None,None,0
CASE-025922,PRJ-03474,0,None,None,0
CASE-025923,PRJ-00295,0,None,None,0
CASE-025924,PRJ-03613,0,None,None,0
CASE-025925,PRJ-00500,0,None,None,0
CASE-025926,PRJ-04228,0,None,None,0
CASE-025927,PRJ-00574,0,None,None,0
CASE-025928,PRJ-03192,1,Boundary,Hearing,58
CASE-025929,PRJ-03630,0,None,None,0
CASE-025930,PRJ-01590,1,Ownership,Open,81
CASE-025931,PRJ-02495,0,None,None,0
CASE-025932,PRJ-00817,0,None,None,0
CASE-025933,PRJ-01104,0,None,None,0
CASE-025934,PRJ-02802,0,None,None,0
CASE-025935,PRJ-00689,0,None,None,0
CASE-025936,PRJ-02241,0,None,None,0
CASE-025937,PRJ-03111,0,None,None,0
CASE-025938,PRJ-01927,0,None,None,0
CASE-025939,PRJ-01077,0,None,None,0
CASE-025940,PRJ-02349,0,None,None,0
CASE-025941,PRJ-00798,0,None,None,0
CASE-025942,PRJ-03715,0,None,None,0
CASE-025943,PRJ-03168,0,None,None,0
CASE-025944,PRJ-03868,0,None,None,0
CASE-025945,PRJ-04459,0,None,None,0
CASE-025946,PRJ-02939,0,None,None,0
CASE-025947,PRJ-03383,1,Ownership,Hearing,74
CASE-025948,PRJ-00281,0,None,None,0
CASE-025949,PRJ-02023,0,None,None,0
CASE-025950,PRJ-00801,0,None,None,0
CASE-025951,PRJ-02887,0,None,None,0
CASE-025952,PRJ-02799,0,None,None,0
CASE-025953,PRJ-04032,0,None,None,0
CASE-025954,PRJ-04235,0,None,None,0
CASE-025955,PRJ-04172,0,None,None,0
CASE-025956,PRJ-00772,0,None,None,0
CASE-025957,PRJ-04135,0,None,None,0
CASE-025958,PRJ-00161,0,None,None,0
CASE-025959,PRJ-04583,0,None,None,0
CASE-025960,PRJ-02493,0,None,None,0
CASE-025961,PRJ-04548,0,None,None,0
CASE-025962,PRJ-03774,0,None,None,0
CASE-025963,PRJ-03130,0,None,None,0
CASE-025964,PRJ-04762,0,None,None,0
CASE-025965,PRJ-04266,0,None,None,0
CASE-025966,PRJ-02267,0,None,None,0
CASE-025967,PRJ-02726,0,None,None,0
CASE-025968,PRJ-00219,1,Boundary,Appeal,156
CASE-025969,PRJ-03571,0,None,None,0
CASE-025970,PRJ-04995,0,None,None,0
CASE-025971,PRJ-00831,0,None,None,0
CASE-025972,PRJ-03210,1,Ownership,Hearing,398
CASE-025973,PRJ-01240,0,None,None,0
CASE-025974,PRJ-01891,0,None,None,0
CASE-025975,PRJ-01559,0,None,None,0
CASE-025976,PRJ-00136,0,None,None,0
CASE-025977,PRJ-01781,0,None,None,0
CASE-025978,PRJ-03219,0,None,None,0
CASE-025979,PRJ-04438,0,None,None,0
CASE-025980,PRJ-03393,0,None,None,0
CASE-025981,PRJ-02696,0,None,None,0
CASE-025982,PRJ-04107,0,None,None,0
CASE-025983,PRJ-03735,0,None,None,0
CASE-025984,PRJ-01979,1,Ownership,Open,153
CASE-025985,PRJ-02035,0,None,None,0
CASE-025986,PRJ-02264,0,None,None,0
CASE-025987,PRJ-02097,0,None,None,0
CASE-025988,PRJ-01014,0,None,None,0
CASE-025989,PRJ-03410,0,None,None,0
CASE-025990,PRJ-03820,0,None,None,0
CASE-025991,PRJ-00068,0,None,None,0
CASE-025992,PRJ-03869,0,None,None,0
CASE-025993,PRJ-01419,1,Compensation,Open,493
CASE-025994,PRJ-03842,0,None,None,0
CASE-025995,PRJ-00688,0,None,None,0
CASE-025996,PRJ-02690,0,None,None,0
CASE-025997,PRJ-02866,0,None,None,0
CASE-025998,PRJ-00682,0,None,None,0
CASE-025999,PRJ-01521,0,None,None,0
CASE-026000,PRJ-01433,0,None,None,0
CASE-026001,PRJ-00596,0,None,None,0
CASE-026002,PRJ-01893,0,None,None,0
CASE-026003,PRJ-00217,0,None,None,0
CASE-026004,PRJ-01562,0,None,None,0
CASE-026005,PRJ-03984,0,None,None,0
CASE-026006,PRJ-01136,0,None,None,0
CASE-026007,PRJ-02578,0,None,None,0
CASE-026008,PRJ-01223,1,Boundary,Hearing,136
CASE-026009,PRJ-03931,0,None,None,0
CASE-026010,PRJ-00127,0,None,None,0
CASE-026011,PRJ-00142,0,None,None,0
CASE-026012,PRJ-01378,0,None,None,0
CASE-026013,PRJ-00845,0,None,None,0
CASE-026014,PRJ-00118,0,None,None,0
CASE-026015,PRJ-03209,1,Boundary,Appeal,564
CASE-026016,PRJ-02908,1,Boundary,Appeal,643
CASE-026017,PRJ-00869,0,None,None,0
CASE-026018,PRJ-01437,0,None,None,0
CASE-026019,PRJ-01537,0,None,None,0
CASE-026020,PRJ-02556,0,None,None,0
CASE-026021,PRJ-02864,0,None,None,0
CASE-026022,PRJ-01631,0,None,None,0
CASE-026023,PRJ-02734,0,None,None,0
CASE-026024,PRJ-03209,0,None,None,0
CASE-026025,PRJ-01416,0,None,None,0
CASE-026026,PRJ-02411,0,None,None,0
CASE-026027,PRJ-02940,0,None,None,0
CASE-026028,PRJ-03100,1,Compensation,Hearing,57
CASE-026029,PRJ-03880,0,None,None,0
CASE-026030,PRJ-01052,0,None,None,0
CASE-026031,PRJ-04548,0,None,None,0
CASE-026032,PRJ-03467,1,Compensation,Open,807
CASE-026033,PRJ-04864,0,None,None,0
CASE-026034,PRJ-04091,0,None,None,0
CASE-026035,PRJ-01445,0,None,None,0
CASE-026036,PRJ-01636,1,Inheritance,Appeal,890
CASE-026037,PRJ-03164,0,None,None,0
CASE-026038,PRJ-03430,0,None,None,0
CASE-026039,PRJ-04924,0,None,None,0
CASE-026040,PRJ-04365,0,None,None,0
CASE-026041,PRJ-04303,1,Inheritance,Appeal,176
CASE-026042,PRJ-01136,0,None,None,0
CASE-026043,PRJ-00940,0,None,None,0
CASE-026044,PRJ-04114,0,None,None,0
CASE-026045,PRJ-01797,0,None,None,0
CASE-026046,PRJ-04131,0,None,None,0
CASE-026047,PRJ-02387,0,None,None,0
CASE-026048,PRJ-02149,0,None,None,0
CASE-026049,PRJ-01043,0,None,None,0
CASE-026050,PRJ-01788,0,None,None,0
CASE-026051,PRJ-04379,0,None,None,0
CASE-026052,PRJ-04558,1,Compensation,Open,506
CASE-026053,PRJ-00751,0,None,None,0
CASE-026054,PRJ-04594,0,None,None,0
CASE-026055,PRJ-04946,0,None,None,0
CASE-026056,PRJ-02805,0,None,None,0
CASE-026057,PRJ-03724,1,Inheritance,Hearing,769
CASE-026058,PRJ-04991,0,None,None,0
CASE-026059,PRJ-00134,0,None,None,0
CASE-026060,PRJ-00438,0,None,None,0
CASE-026061,PRJ-04634,0,None,None,0
CASE-026062,PRJ-04504,0,None,None,0
CASE-026063,PRJ-01568,0,None,None,0
CASE-026064,PRJ-03995,0,None,None,0
CASE-026065,PRJ-00954,0,None,None,0
CASE-026066,PRJ-02965,0,None,None,0
CASE-026067,PRJ-03324,0,None,None,0
CASE-026068,PRJ-04657,0,None,None,0
CASE-026069,PRJ-00946,0,None,None,0
CASE-026070,PRJ-00618,0,None,None,0
CASE-026071,PRJ-01023,0,None,None,0
CASE-026072,PRJ-01303,0,None,None,0
CASE-026073,PRJ-02789,0,None,None,0
CASE-026074,PRJ-04551,0,None,None,0
CASE-026075,PRJ-03930,0,None,None,0
CASE-026076,PRJ-03969,0,None,None,0
CASE-026077,PRJ-02797,0,None,None,0
CASE-026078,PRJ-04102,0,None,None,0
CASE-026079,PRJ-02860,0,None,None,0
CASE-026080,PRJ-02647,1,Inheritance,Appeal,249
CASE-026081,PRJ-04537,0,None,None,0
CASE-026082,PRJ-00368,0,None,None,0
CASE-026083,PRJ-04618,0,None,None,0
CASE-026084,PRJ-02265,0,None,None,0
CASE-026085,PRJ-01994,1,Boundary,Appeal,792
CASE-026086,PRJ-02950,0,None,None,0
CASE-026087,PRJ-04412,0,None,None,0
CASE-026088,PRJ-03402,0,None,None,0
CASE-026089,PRJ-02630,0,None,None,0
CASE-026090,PRJ-02872,0,None,None,0
CASE-026091,PRJ-01911,0,None,None,0
CASE-026092,PRJ-02296,0,None,None,0
CASE-026093,PRJ-03779,0,None,None,0
CASE-026094,PRJ-01035,1,Inheritance,Open,517
CASE-026095,PRJ-01738,0,None,None,0
CASE-026096,PRJ-03375,0,None,None,0
CASE-026097,PRJ-02520,0,None,None,0
CASE-026098,PRJ-03494,0,None,None,0
CASE-026099,PRJ-04269,1,Boundary,Open,217
CASE-026100,PRJ-00981,0,None,None,0
