project_id,notification,award,compensation,legal_disputes,possession,rehabilitation,approvals,documentation
PRJ-03242,0,0,1,0,0,0,0,0
PRJ-00581,0,0,0,0,0,0,0,0
PRJ-02532,0,0,0,1,0,0,0,0
PRJ-03723,0,0,0,0,0,0,0,0
PRJ-04761,0,0,0,0,0,0,0,0
PRJ-02917,0,0,0,0,0,0,0,0
PRJ-03951,0,0,0,0,0,0,0,0
PRJ-02786,0,0,0,0,0,0,0,0
PRJ-03069,0,0,0,0,0,0,0,0
PRJ-00081,0,0,0,0,0,0,0,0
PRJ-04513,0,0,0,0,0,1,0,0
PRJ-00499,0,0,1,0,0,0,0,0
PRJ-01257,1,0,0,0,0,0,0,0
PRJ-02873,0,0,0,0,0,0,0,1
PRJ-03093,1,0,0,0,1,1,1,0
PRJ-01178,0,0,0,0,0,0,0,0
PRJ-04903,0,0,0,0,0,0,1,0
PRJ-04136,1,0,0,1,0,0,1,1
PRJ-03134,0,0,0,0,1,1,1,0
PRJ-01466,0,0,0,0,0,1,1,0
PRJ-04230,0,0,0,0,0,0,0,0
PRJ-03881,0,0,0,0,0,0,0,0
PRJ-00374,0,0,0,0,0,0,0,0
PRJ-01497,0,0,0,0,0,1,0,0
PRJ-01848,0,0,0,1,0,0,0,0
PRJ-03446,0,0,0,0,0,0,0,0
PRJ-02276,0,0,0,1,0,0,0,0
PRJ-00834,0,1,0,0,0,1,0,0
PRJ-04556,0,0,0,0,0,0,1,0
PRJ-04170,0,0,0,0,0,0,0,0
PRJ-04142,0,0,0,0,0,0,0,0
PRJ-01555,0,1,0,0,1,0,0,0
PRJ-01064,0,0,0,0,0,0,0,0
PRJ-00786,0,0,1,0,0,0,0,0
PRJ-04945,0,0,0,0,0,1,0,0
PRJ-00295,0,0,0,1,0,0,0,0
PRJ-01280,1,0,0,1,1,0,0,0
PRJ-04624,0,0,0,0,0,0,0,0
PRJ-04504,0,0,0,0,0,0,1,0
PRJ-04767,0,0,0,0,0,0,0,0
PRJ-02060,1,0,0,1,0,0,0,0
PRJ-03271,0,1,1,0,0,0,0,0
PRJ-01259,0,0,0,0,0,0,0,1
PRJ-00994,0,1,1,0,0,0,0,0
PRJ-00451,0,1,0,0,0,1,0,0
PRJ-01745,1,0,0,0,0,0,1,1
PRJ-00558,0,1,0,0,0,0,0,0
PRJ-02862,0,0,0,0,0,0,0,0
PRJ-03549,0,0,0,0,0,0,0,0
PRJ-04007,0,0,0,0,0,0,0,0
PRJ-03724,0,1,0,1,0,1,0,0
PRJ-02283,0,0,0,0,0,0,1,0
PRJ-04402,0,0,0,0,0,0,0,0
PRJ-01279,0,0,0,0,0,0,0,0
PRJ-02497,0,1,0,0,0,0,0,0
PRJ-01320,0,0,0,0,0,1,0,0
PRJ-02382,0,0,1,0,0,0,0,0
PRJ-01903,0,0,0,0,0,0,0,0
PRJ-02381,0,0,0,0,0,0,0,0
PRJ-01910,1,0,0,0,0,0,0,0
PRJ-03403,0,0,0,0,0,0,0,0
PRJ-00349,0,0,0,0,0,1,0,0
PRJ-04247,0,1,0,0,0,0,1,0
PRJ-02198,0,0,0,0,0,0,0,0
PRJ-01868,0,0,0,0,0,0,0,1
PRJ-00854,1,0,0,0,0,0,0,0
PRJ-02638,0,0,0,0,0,0,0,0
PRJ-03119,0,0,1,0,0,0,0,0
PRJ-02840,0,0,0,0,1,1,0,0
PRJ-01284,0,1,0,0,0,0,0,0
PRJ-04695,0,0,0,0,0,0,0,0
PRJ-00723,0,0,0,0,0,0,1,0
PRJ-00407,0,0,0,1,0,0,0,0
PRJ-03075,0,0,0,0,0,0,1,0
PRJ-02150,0,0,0,0,0,0,0,0
PRJ-04559,0,0,0,0,1,0,0,0
PRJ-03805,0,0,0,0,0,0,0,0
PRJ-04688,0,0,0,0,0,0,0,0
PRJ-00656,0,1,1,1,1,0,0,1
PRJ-00226,0,0,0,0,0,0,0,0
PRJ-00180,0,0,0,0,0,0,0,0
PRJ-01273,0,0,0,0,0,0,1,0
PRJ-04169,0,0,0,0,0,0,0,0
PRJ-00788,0,0,0,0,0,0,0,0
PRJ-03038,0,0,0,0,0,0,0,0
PRJ-00340,0,1,1,0,1,1,0,0
PRJ-04330,0,0,0,0,0,1,0,1
PRJ-04148,0,0,0,0,1,0,0,0
PRJ-03347,0,0,1,0,0,1,0,1
PRJ-00418,1,0,0,0,0,0,0,1
PRJ-03988,0,0,0,0,0,0,1,0
PRJ-03364,0,1,0,0,1,0,0,0
PRJ-02767,0,1,0,0,0,0,0,0
PRJ-01529,0,0,0,0,0,0,1,0
PRJ-03292,0,0,0,0,0,0,1,1
PRJ-03458,0,0,0,0,0,0,1,0
PRJ-01433,0,1,0,0,0,0,0,0
PRJ-01644,0,0,0,0,1,0,0,0
PRJ-03244,0,0,1,0,0,0,0,0
PRJ-01691,0,0,0,0,0,0,0,0
PRJ-01275,0,0,1,0,0,1,0,0
PRJ-04959,0,0,0,0,0,1,0,0
PRJ-02948,0,0,1,0,0,0,0,0
PRJ-03101,0,1,0,0,0,0,0,0
PRJ-00524,0,0,0,1,0,0,1,0
PRJ-01086,1,0,0,0,0,0,0,0
PRJ-01799,0,0,0,0,0,1,0,0
PRJ-04954,1,0,0,0,0,1,0,0
PRJ-01078,0,0,0,1,1,0,0,0
PRJ-03208,0,0,0,0,1,0,0,0
PRJ-02542,0,0,1,0,0,0,0,0
PRJ-04958,0,0,0,1,0,0,0,1
PRJ-04635,1,0,0,0,0,0,0,0
PRJ-03906,0,1,0,0,0,0,0,0
PRJ-00805,0,0,0,0,0,0,0,0
PRJ-01652,0,0,1,1,1,1,1,0
PRJ-02883,0,0,0,0,0,0,0,0
PRJ-03836,0,0,0,0,0,0,0,0
PRJ-00511,0,0,1,1,0,0,1,0
PRJ-01214,0,0,0,0,0,0,0,0
PRJ-03299,0,0,1,0,0,0,0,0
PRJ-00621,0,0,1,0,0,0,1,1
PRJ-04224,0,0,0,0,0,0,0,0
PRJ-00170,0,0,0,0,0,0,0,1
PRJ-03461,0,0,0,0,0,0,0,0
PRJ-00638,0,0,0,0,0,0,0,0
PRJ-02582,0,0,0,0,0,0,0,0
PRJ-02023,0,0,0,0,0,0,0,0
PRJ-02051,1,1,1,0,1,0,0,1
PRJ-00024,0,0,0,0,0,0,0,0
PRJ-00455,1,0,0,0,0,0,0,0
PRJ-01044,1,1,1,0,0,0,1,0
PRJ-04791,0,0,0,0,1,1,0,0
PRJ-04336,0,0,1,0,0,0,0,0
PRJ-01665,0,0,1,0,0,0,0,0
PRJ-01673,1,0,0,0,0,0,1,0
PRJ-01932,0,0,1,1,0,1,1,0
PRJ-03124,0,1,0,0,0,0,0,0
PRJ-02383,0,0,0,0,0,0,0,0
PRJ-02993,0,1,0,0,0,0,0,0
PRJ-00449,0,0,0,0,0,1,0,0
PRJ-00649,1,1,0,1,0,0,0,0
PRJ-00764,0,0,0,0,0,0,0,0
PRJ-01141,0,0,0,0,0,0,0,0
PRJ-04715,0,0,0,0,0,0,0,0
PRJ-01208,0,0,1,1,0,0,1,0
PRJ-04306,0,0,0,1,0,0,0,0
PRJ-00418,0,1,0,0,0,0,0,0
PRJ-02150,0,0,0,0,0,0,0,0
PRJ-04307,0,0,0,0,0,0,0,0
PRJ-02299,0,0,0,0,0,0,0,0
PRJ-00007,1,1,0,0,0,0,0,0
PRJ-02332,0,1,0,0,0,0,0,0
PRJ-00056,0,0,0,1,0,0,1,0
PRJ-02310,0,0,0,0,0,0,0,0
PRJ-03266,0,0,0,0,0,0,0,0
PRJ-00809,0,0,0,0,0,0,0,0
PRJ-04011,0,0,0,0,0,0,1,0
PRJ-01759,0,0,0,0,0,0,1,0
PRJ-00819,0,0,0,0,0,0,0,0
PRJ-01277,0,1,0,0,0,0,0,0
PRJ-00160,0,0,0,0,0,0,1,0
PRJ-01307,0,0,0,0,0,0,0,0
PRJ-01417,0,0,1,0,0,0,0,0
PRJ-03825,0,0,0,0,0,0,1,0
PRJ-04938,1,1,0,0,0,0,0,1
PRJ-03751,0,1,0,0,0,0,0,0
PRJ-00366,0,0,0,0,0,0,0,0
PRJ-01228,1,0,1,1,0,0,1,0
PRJ-02737,0,0,0,0,0,1,0,0
PRJ-03575,0,0,0,0,0,1,0,0
PRJ-00974,0,0,0,0,1,0,0,0
PRJ-04670,0,0,0,1,0,0,0,0
PRJ-01545,0,0,0,0,1,0,0,0
PRJ-00142,0,0,0,0,1,0,0,1
PRJ-03240,0,0,1,0,0,0,0,0
PRJ-03137,1,0,0,0,0,0,0,0
PRJ-01316,0,1,0,0,0,0,0,0
PRJ-03418,0,0,0,0,0,0,0,0
PRJ-02118,0,0,0,0,0,0,0,0
PRJ-03646,0,0,0,0,0,0,0,0
PRJ-01309,0,0,0,0,0,0,1,1
PRJ-03732,0,0,1,0,0,0,0,0
PRJ-01016,0,0,0,1,0,0,0,0
PRJ-04615,0,0,0,0,0,0,0,0
PRJ-01920,0,0,0,0,0,1,1,0
PRJ-02883,0,0,1,0,0,0,0,0
PRJ-03887,0,0,0,0,0,0,0,1
PRJ-02913,0,0,0,0,0,0,0,1
PRJ-04648,0,0,0,0,0,0,0,0
PRJ-01777,0,0,0,0,0,0,1,0
PRJ-03796,0,0,0,0,0,0,0,0
PRJ-02083,0,0,0,0,0,0,0,0
PRJ-04263,0,0,0,0,0,0,0,0
PRJ-00651,1,0,1,0,0,0,0,0
PRJ-03533,0,0,0,1,0,0,0,0
PRJ-04155,1,0,0,0,0,0,1,0
PRJ-02898,0,0,0,0,0,0,0,0
PRJ-02997,1,0,0,0,0,0,0,0
PRJ-01590,0,0,1,1,1,1,0,0
PRJ-04247,0,0,0,0,1,0,0,0
PRJ-03874,0,0,0,0,0,0,0,0
PRJ-02500,0,0,0,0,0,0,1,0
PRJ-01703,0,0,0,0,0,0,0,0
PRJ-02044,0,0,0,0,0,0,0,0
PRJ-00315,0,0,0,0,0,0,0,0
PRJ-00785,0,1,1,0,0,0,0,0
PRJ-02928,0,0,1,0,0,0,0,0
PRJ-02055,0,0,0,0,0,0,0,0
PRJ-04250,0,0,0,0,1,1,0,0
PRJ-02424,0,0,0,0,0,0,1,0
PRJ-02503,1,1,0,0,0,0,0,0
PRJ-01174,0,0,0,0,0,0,0,0
PRJ-04441,0,0,0,0,0,0,0,0
PRJ-03537,0,0,0,0,0,0,1,0
PRJ-04300,0,0,0,0,0,0,0,0
PRJ-00637,0,0,0,0,0,0,0,0
PRJ-04253,0,0,0,0,0,0,0,0
PRJ-03312,0,1,1,0,0,0,0,1
PRJ-00048,0,0,0,0,0,0,0,0
PRJ-00675,1,0,0,0,0,0,0,0
PRJ-03649,0,0,0,0,1,0,0,0
PRJ-04774,0,0,1,0,1,1,0,0
PRJ-04361,0,0,0,0,0,0,0,0
PRJ-01253,0,0,0,0,0,0,0,0
PRJ-00369,0,0,0,0,0,0,0,0
PRJ-03350,0,1,0,0,0,0,0,0
PRJ-04609,0,0,0,0,0,0,0,0
PRJ-04920,0,0,0,0,0,0,0,0
PRJ-04298,0,0,0,0,0,0,0,0
PRJ-00118,1,0,0,0,1,0,0,1
PRJ-02917,0,1,0,0,0,0,0,0
PRJ-01653,1,0,1,0,0,0,1,0
PRJ-04930,0,0,0,0,0,0,0,0
PRJ-04651,1,0,1,0,0,1,0,0
PRJ-03460,0,0,0,1,0,0,0,0
PRJ-01754,0,1,0,0,0,0,0,0
PRJ-03703,0,0,0,0,0,0,0,1
PRJ-01451,0,0,0,0,0,0,1,1
PRJ-03178,1,1,0,0,0,0,0,0
PRJ-03438,0,1,0,0,0,0,0,0
PRJ-04927,0,0,0,0,0,0,0,0
PRJ-03985,0,0,1,0,0,0,0,0
PRJ-02310,0,0,0,0,0,1,0,0
PRJ-01875,0,0,1,0,1,0,1,0
PRJ-01840,0,1,0,0,0,0,0,0
PRJ-01348,0,0,0,0,0,0,1,0
PRJ-04779,0,0,0,0,1,0,0,0
PRJ-03345,0,0,0,0,0,0,0,0
PRJ-03544,0,0,0,0,0,0,0,0
PRJ-01508,0,0,0,0,0,0,0,0
PRJ-02635,0,0,0,1,0,0,1,0
PRJ-02815,1,0,1,0,0,0,0,1
PRJ-02296,0,0,0,0,0,0,0,0
PRJ-00906,1,0,0,0,0,0,0,0
PRJ-00215,0,1,0,0,0,0,0,0
PRJ-04954,0,0,0,1,0,1,0,0
PRJ-04650,0,0,0,0,0,0,0,0
PRJ-04647,0,0,0,0,0,0,1,0
PRJ-01328,1,0,0,0,0,0,0,1
PRJ-00738,0,0,0,0,1,0,0,0
PRJ-00001,0,0,0,0,0,0,0,0
PRJ-00119,0,0,0,0,0,0,0,0
PRJ-03408,0,0,0,0,0,0,1,0
PRJ-04133,0,0,0,0,0,0,0,0
PRJ-01629,1,0,0,0,1,0,0,0
PRJ-02473,0,1,0,0,0,0,0,0
PRJ-03963,0,0,0,0,0,0,0,0
PRJ-01536,0,0,0,0,0,0,0,1
PRJ-04506,0,0,0,0,1,0,1,0
PRJ-02404,0,0,0,0,0,1,0,0
PRJ-00621,1,0,0,0,0,0,0,0
PRJ-04246,0,0,0,0,0,0,1,0
PRJ-04856,0,0,0,1,1,1,1,0
PRJ-04555,0,0,0,0,0,0,0,0
PRJ-04310,0,0,0,1,0,0,0,0
PRJ-02568,0,0,0,0,0,1,0,1
PRJ-03795,0,0,0,0,0,0,0,0
PRJ-00604,1,0,1,1,0,1,0,0
PRJ-02206,0,0,1,0,0,0,0,0
PRJ-01583,0,0,1,0,0,0,0,0
PRJ-00960,1,1,1,0,0,0,0,0
PRJ-04891,0,0,0,0,0,0,0,0
PRJ-04720,0,0,0,0,0,0,0,0
PRJ-04780,1,1,0,0,0,1,0,0
PRJ-04827,0,0,0,0,1,0,0,0
PRJ-03823,0,0,1,0,0,0,0,1
PRJ-01668,1,0,0,0,0,0,0,0
PRJ-03534,0,1,0,0,0,1,0,0
PRJ-00887,1,0,1,0,0,0,0,0
PRJ-03371,0,1,1,0,0,1,1,0
PRJ-00177,0,0,0,0,0,0,0,0
PRJ-03211,0,0,0,0,0,0,0,0
PRJ-01267,0,0,0,0,0,0,1,0
PRJ-00305,0,0,0,0,0,0,0,0
PRJ-00123,0,0,0,0,0,1,0,1
PRJ-04020,0,0,0,0,0,0,0,0
PRJ-02241,0,0,0,0,0,0,0,0
PRJ-01187,0,0,0,1,0,1,0,0
PRJ-04160,0,0,0,0,0,0,1,1
PRJ-03968,0,0,0,0,0,0,0,0
PRJ-04313,0,1,1,0,0,1,0,0
PRJ-04112,0,0,0,0,0,0,0,0
PRJ-03222,0,0,0,0,0,0,1,0
PRJ-00057,0,0,0,0,0,0,0,0
PRJ-04198,0,0,0,0,1,0,0,0
PRJ-00727,0,0,0,0,0,0,1,0
PRJ-03345,0,0,0,0,0,0,0,0
PRJ-02348,0,0,0,0,0,1,1,0
PRJ-01211,1,0,0,0,0,0,0,0
PRJ-04001,1,0,0,0,0,0,0,0
PRJ-03257,1,1,1,1,0,0,0,1
PRJ-02091,0,0,0,0,0,0,1,0
PRJ-03455,0,0,0,0,0,0,1,0
PRJ-03668,0,0,0,1,0,0,0,0
PRJ-02158,1,1,1,1,0,0,0,0
PRJ-02122,0,0,0,0,0,0,0,0
PRJ-00947,0,0,0,0,0,0,0,0
PRJ-02032,0,0,0,0,0,0,0,0
PRJ-04889,0,0,0,1,0,0,0,0
PRJ-00572,0,0,0,0,0,1,0,0
PRJ-03713,0,1,0,0,0,0,1,0
PRJ-03860,0,0,0,0,0,0,0,0
PRJ-02110,0,0,0,0,0,0,1,0
PRJ-00709,1,0,1,0,0,0,0,0
PRJ-02094,0,0,0,0,0,1,0,0
PRJ-02165,0,0,0,0,0,0,0,0
PRJ-02166,0,0,0,0,0,0,0,0
PRJ-03261,0,0,0,0,0,0,1,0
PRJ-00458,0,0,1,0,0,1,0,0
PRJ-03235,0,0,0,0,0,0,0,0
PRJ-02180,0,0,0,0,0,0,0,0
PRJ-03321,0,0,0,1,0,0,0,0
PRJ-03259,0,1,0,0,0,0,0,0
PRJ-04566,0,1,0,0,0,0,0,0
PRJ-03312,0,0,0,0,1,0,0,0
PRJ-03228,0,0,0,0,1,1,0,0
PRJ-02487,1,0,0,0,0,0,0,0
PRJ-02290,0,0,0,0,0,1,0,0
PRJ-00501,0,0,0,0,0,0,0,0
PRJ-02073,0,0,0,0,0,0,0,0
PRJ-02762,1,0,0,0,0,0,0,0
PRJ-01517,0,0,0,0,0,0,0,0
PRJ-00525,0,0,0,0,0,0,0,0
PRJ-01777,1,0,0,0,0,0,1,0
PRJ-04821,0,0,0,0,0,0,0,0
PRJ-01957,0,0,0,0,0,0,1,0
PRJ-01145,0,0,0,0,0,1,0,0
PRJ-02908,0,0,0,0,0,0,0,1
PRJ-02759,0,0,0,0,0,0,0,0
PRJ-03843,0,0,1,0,0,0,0,0
PRJ-01443,0,0,0,0,0,0,0,0
PRJ-04384,0,1,0,0,0,0,0,0
PRJ-03372,0,0,0,0,0,0,0,0
PRJ-00677,0,1,0,0,0,0,0,0
PRJ-03904,0,0,0,0,0,0,1,0
PRJ-03386,0,1,1,0,1,0,0,0
PRJ-00291,0,0,0,1,0,1,0,0
PRJ-00290,0,0,0,1,0,0,1,1
PRJ-00954,0,0,0,0,1,1,0,0
PRJ-01870,0,0,0,0,0,1,0,0
PRJ-00780,0,0,0,0,0,0,0,1
PRJ-04027,1,0,0,0,0,0,1,0
PRJ-01123,1,0,0,0,0,0,1,0
PRJ-01433,0,0,1,0,0,0,0,0
PRJ-03914,0,1,1,1,0,0,1,1
PRJ-02218,0,0,1,0,0,0,0,0
PRJ-02250,0,1,0,0,0,1,0,0
PRJ-04907,0,0,0,0,0,0,1,0
PRJ-04784,0,0,0,0,0,0,0,1
PRJ-00349,0,0,0,0,0,0,0,0
PRJ-00789,0,0,0,0,0,0,0,0
PRJ-02396,0,0,1,0,0,0,0,0
PRJ-01730,0,1,0,0,0,0,1,0
PRJ-03855,0,0,1,0,0,0,0,0
PRJ-02409,0,0,0,0,0,0,0,0
PRJ-01827,0,1,0,0,0,0,0,0
PRJ-01859,1,0,0,0,0,0,0,0
PRJ-03325,0,0,0,0,0,0,0,0
PRJ-00127,0,0,0,0,0,1,1,0
PRJ-00647,0,0,0,0,1,0,0,0
PRJ-00499,0,0,0,0,0,0,0,0
PRJ-01803,0,0,0,1,1,0,0,0
PRJ-00006,0,1,0,0,0,0,0,0
PRJ-01925,0,0,1,0,0,0,0,0
PRJ-02379,0,0,0,0,0,0,0,0
PRJ-01991,0,0,0,0,0,0,0,0
PRJ-01859,0,0,0,0,0,0,1,0
PRJ-03755,0,0,0,0,0,0,0,0
PRJ-03878,1,0,0,0,0,0,0,0
PRJ-03947,0,0,0,0,0,0,0,0
PRJ-02542,0,1,0,0,0,0,0,0
PRJ-00873,0,0,0,0,0,0,0,0
PRJ-04381,0,0,0,0,1,0,0,0
PRJ-03171,0,0,0,0,0,0,0,0
PRJ-02637,0,0,0,0,0,0,0,0
PRJ-03707,0,0,0,0,0,0,0,0
PRJ-04430,0,0,0,0,0,0,0,0
PRJ-02888,0,0,1,1,0,0,0,0
PRJ-04267,0,0,0,0,1,1,1,0
PRJ-04254,0,0,0,0,0,0,0,0
PRJ-02084,0,1,0,0,0,0,0,0
PRJ-03920,0,0,0,0,0,0,0,0
PRJ-04428,0,0,0,0,0,0,0,0
PRJ-02513,0,0,0,0,0,0,0,0
PRJ-03895,0,0,0,0,0,0,0,0
PRJ-04871,0,1,0,0,0,0,0,0
PRJ-04037,0,0,0,0,0,1,0,0
PRJ-01249,0,0,0,0,0,0,0,0
PRJ-01342,0,0,0,0,0,0,0,0
PRJ-01899,0,0,0,0,0,1,0,0
PRJ-01684,0,1,0,0,0,0,1,0
PRJ-00259,0,0,0,0,0,0,0,0
PRJ-04275,0,0,0,1,0,0,0,0
PRJ-00331,0,0,0,0,0,0,1,0
PRJ-03243,0,0,0,0,0,0,0,0
PRJ-01508,0,0,0,0,0,0,0,0
PRJ-04434,0,0,0,0,0,0,0,0
PRJ-00357,0,0,0,0,0,0,0,0
PRJ-02099,0,0,1,1,0,0,0,0
PRJ-04372,0,0,0,0,0,1,0,0
PRJ-02171,0,0,0,0,0,1,0,0
PRJ-01524,0,0,0,0,0,0,1,0
PRJ-04815,0,0,0,0,1,0,0,0
PRJ-01597,0,0,0,0,0,0,0,0
PRJ-01330,0,0,0,0,0,0,0,1
PRJ-04966,0,0,0,0,0,0,1,1
PRJ-04324,0,0,0,0,0,0,0,0
PRJ-04725,0,0,0,0,0,0,1,0
PRJ-01653,0,0,0,0,0,0,0,1
PRJ-02150,0,0,0,0,0,0,0,0
PRJ-03712,0,0,1,0,0,0,1,0
PRJ-04266,0,0,0,0,0,0,0,0
PRJ-00857,0,0,0,0,0,0,0,0
PRJ-00588,0,0,0,0,0,0,0,0
PRJ-02757,0,0,1,0,0,0,0,0
PRJ-02762,0,0,0,0,0,0,0,0
PRJ-04348,0,0,0,1,0,0,1,0
PRJ-03189,0,0,0,0,1,0,0,1
PRJ-00238,0,0,1,0,0,0,1,0
PRJ-03913,0,1,0,0,0,0,0,0
PRJ-04606,0,0,1,0,0,0,0,0
PRJ-00214,0,0,0,1,0,0,1,0
PRJ-03893,0,0,0,0,0,0,0,0
PRJ-02919,0,0,0,0,0,0,0,0
PRJ-01372,0,0,0,0,0,0,1,1
PRJ-00548,0,0,0,0,0,0,1,0
PRJ-04690,0,0,0,0,0,0,0,0
PRJ-04667,0,0,0,0,0,0,1,0
PRJ-03465,0,0,0,0,0,0,0,0
PRJ-00039,0,0,0,0,0,0,0,1
PRJ-00013,0,0,0,0,0,0,0,0
PRJ-03090,0,0,0,0,0,0,0,0
PRJ-00445,0,0,1,0,0,0,0,0
PRJ-02298,0,0,0,0,0,0,0,0
PRJ-01364,0,0,0,0,0,0,1,0
PRJ-01817,0,0,0,0,0,0,0,0
PRJ-01832,0,0,0,0,0,0,1,0
PRJ-04008,0,0,0,0,1,0,0,1
PRJ-04920,0,0,0,0,0,0,0,0
PRJ-03301,0,0,1,0,0,0,0,0
PRJ-03330,0,0,1,0,1,0,0,0
PRJ-04126,0,0,0,0,0,0,0,0
PRJ-02396,0,0,0,1,0,0,0,0
PRJ-03687,0,0,0,0,1,1,1,0
PRJ-04288,0,0,0,0,0,0,0,1
PRJ-04299,0,0,0,0,0,0,0,1
PRJ-01981,0,0,0,0,0,0,0,1
PRJ-00766,0,0,0,0,0,0,1,0
PRJ-03012,0,0,0,0,0,0,0,0
PRJ-03776,0,0,0,0,0,0,0,0
PRJ-02339,0,0,0,0,0,0,0,1
PRJ-02823,1,0,0,0,1,0,0,0
PRJ-02270,0,0,0,0,0,0,0,0
PRJ-03565,0,0,1,1,1,0,1,0
PRJ-02051,0,0,1,0,0,0,0,0
PRJ-00478,0,0,0,0,0,1,0,0
PRJ-04953,1,0,0,0,0,0,1,0
PRJ-04695,1,0,0,0,0,0,0,0
PRJ-04220,0,0,0,0,0,0,0,0
PRJ-04639,0,0,0,0,0,0,0,0
PRJ-04502,0,1,0,0,0,0,0,0
PRJ-03937,0,0,0,1,0,0,1,0
PRJ-03295,0,0,0,0,0,0,0,1
PRJ-00422,0,0,0,0,0,0,1,0
PRJ-04520,0,0,0,0,0,0,0,0
PRJ-03802,0,0,0,0,0,0,0,0
PRJ-00347,0,0,0,1,0,0,0,0
PRJ-02630,0,0,1,0,0,1,0,0
PRJ-02409,0,0,1,0,0,0,1,0
PRJ-02167,0,1,0,0,0,0,0,0
PRJ-04619,0,0,0,0,0,0,0,0
PRJ-03716,0,0,0,1,1,0,0,0
PRJ-00256,0,0,0,1,0,0,0,0
PRJ-03931,0,0,0,0,1,0,0,0
PRJ-04119,0,0,1,0,0,0,0,0
PRJ-00037,0,0,0,0,1,0,0,0
PRJ-01617,0,1,0,0,0,1,0,0
PRJ-04730,0,0,0,0,0,0,0,0
PRJ-03283,0,0,0,0,1,0,0,0
PRJ-01200,0,0,0,1,1,0,0,1
PRJ-03278,0,1,0,0,1,0,0,0
PRJ-01576,0,0,0,0,0,0,0,1
PRJ-02012,0,0,0,0,0,0,0,0
PRJ-01619,1,0,0,0,0,0,0,1
PRJ-03550,0,0,0,0,0,0,0,0
PRJ-01124,0,0,0,0,0,0,0,0
PRJ-02515,0,0,0,0,0,0,0,0
PRJ-04860,0,1,0,0,0,0,0,0
PRJ-01660,0,0,0,0,0,0,0,0
PRJ-00393,0,0,0,0,0,0,0,0
PRJ-03838,0,0,0,0,0,0,0,0
PRJ-02401,0,0,1,0,1,0,0,0
PRJ-02630,0,0,0,0,0,0,0,0
PRJ-01726,0,1,0,0,0,0,0,0
PRJ-04652,0,0,1,0,0,0,0,1
PRJ-00659,0,0,0,0,0,0,0,0
PRJ-00168,0,0,0,0,0,1,0,0
PRJ-01048,1,1,0,0,0,0,0,0
PRJ-01323,0,0,0,1,0,1,0,0
PRJ-03290,0,0,1,0,0,0,0,0
PRJ-04231,0,0,0,0,0,1,0,0
PRJ-00395,0,0,0,0,0,0,0,0
PRJ-04527,1,0,1,0,1,0,0,0
PRJ-02688,0,0,0,0,1,1,0,0
PRJ-04179,0,0,0,1,0,0,0,0
PRJ-02794,0,0,0,0,1,0,0,0
PRJ-02040,0,0,0,1,0,0,0,0
PRJ-01673,1,0,0,0,0,0,0,0
PRJ-03438,0,0,0,0,0,1,0,0
PRJ-04997,0,0,0,0,0,0,0,0
PRJ-04670,0,1,0,0,0,0,0,0
PRJ-01057,0,0,0,0,0,0,1,0
PRJ-03498,0,1,1,0,0,0,0,0
PRJ-03234,0,0,0,0,1,1,0,1
PRJ-01016,0,0,0,0,0,0,0,0
PRJ-00321,0,0,0,1,0,0,1,0
PRJ-01500,0,1,0,0,1,0,0,0
PRJ-04423,0,0,1,0,0,0,0,0
PRJ-03223,0,0,0,0,0,0,0,0
PRJ-00433,0,0,0,0,1,0,0,1
PRJ-03724,0,0,0,0,0,0,0,0
PRJ-03351,0,0,1,0,1,0,0,1
PRJ-00622,0,0,0,0,0,0,1,0
PRJ-02569,0,0,0,0,0,0,0,0
PRJ-00917,0,0,0,0,0,0,0,0
PRJ-00104,0,0,0,0,1,1,0,1
PRJ-04352,0,0,0,0,0,0,0,0
PRJ-02975,0,0,0,0,0,0,0,0
PRJ-00672,0,0,0,0,0,1,0,0
PRJ-03257,0,0,0,0,1,1,0,0
PRJ-03292,0,1,0,0,0,0,0,0
PRJ-00331,0,0,0,0,0,0,0,0
PRJ-00735,0,0,0,0,0,0,0,0
PRJ-04389,0,0,1,0,0,0,0,1
PRJ-04956,0,0,1,0,0,0,0,0
PRJ-04757,0,0,1,0,0,0,1,0
PRJ-03892,0,0,0,0,0,0,0,0
PRJ-02668,0,0,0,0,0,0,0,0
PRJ-04698,0,0,0,0,0,0,0,0
PRJ-03004,0,0,0,0,0,0,0,0
PRJ-04365,0,0,0,0,0,0,0,0
PRJ-03825,0,0,0,0,0,0,0,0
PRJ-03673,0,1,1,0,0,0,0,0
PRJ-00339,0,0,0,0,0,0,0,0
PRJ-02615,0,0,0,0,0,0,0,0
PRJ-02250,0,0,0,0,0,0,0,0
PRJ-03274,1,0,0,0,0,0,0,0
PRJ-01319,0,0,0,0,0,0,0,1
PRJ-01532,0,0,0,0,0,0,0,0
PRJ-04374,0,0,0,0,0,0,0,1
PRJ-01383,1,0,0,0,1,0,0,0
PRJ-01831,1,0,0,0,0,0,0,1
PRJ-00221,0,0,0,0,0,0,0,0
PRJ-04835,0,0,0,0,0,0,1,1
PRJ-03026,0,0,0,0,0,0,0,0
PRJ-00303,0,0,0,0,1,0,0,0
PRJ-00917,0,0,0,0,0,0,0,0
PRJ-03830,0,0,1,0,0,0,0,0
PRJ-01131,0,0,0,0,0,1,1,0
PRJ-04158,0,0,0,0,0,1,0,0
