record_id,district,taluk,village,survey_no,subdivision,area,classification,record_status,mutation_status
29965,Coimbatore,Madukkarai,Annur,1557,6,2.497,Punjai,Active,Pending
29966,Coimbatore,Mettupalayam,Kovilpalayam,4936,5,2.266,Residential,Under Review,Updated
29967,Coimbatore,Mettupalayam,Perur,4845,1,2.086,Punjai,Verified,Updated
29968,Coimbatore,Pollachi,Annur,7759,4,4.929,Nanjai,Active,Not Required
29969,Coimbatore,Coimbatore North,Madukkarai,8326,3,0.354,Residential,Under Review,Updated
29970,Coimbatore,Kinathukadavu,Mettupalayam,204,2,0.324,Residential,Under Review,Updated
29971,Coimbatore,Mettupalayam,Negamam,25,3,1.05,Residential,Pending,Updated
29972,Coimbatore,Coimbatore South,Pollachi,5351,3,0.5,Government,Active,Not Required
29973,Coimbatore,Madukkarai,Kovilpalayam,3148,4,0.676,Commercial,Under Review,Updated
29974,Coimbatore,Madukkarai,Pollachi,238,3,0.272,Nanjai,Under Review,Not Required
29975,Coimbatore,Sulur,Sulur,8309,3,0.605,Residential,Verified,Updated
29976,Coimbatore,Sulur,Thudiyalur,3848,3,0.374,Punjai,Verified,Updated
29977,Coimbatore,Annur,Kovilpalayam,8397,7,0.95,Commercial,Active,Updated
29978,Coimbatore,Annur,Annur,5052,4,1.747,Commercial,Verified,Pending
29979,Coimbatore,Coimbatore North,Sulur,6195,2,1.372,Commercial,Active,Updated
29980,Coimbatore,Madukkarai,Saravanampatti,5728,6,2.376,Industrial,Active,Updated
29981,Coimbatore,Coimbatore South,Pollachi,2056,5,0.697,Residential,Verified,Updated
29982,Coimbatore,Mettupalayam,Pollachi,771,2,1.147,Government,Pending,Disputed
29983,Coimbatore,Coimbatore South,Mettupalayam,4011,6,0.423,Punjai,Active,Not Required
29984,Coimbatore,Madukkarai,Karamadai,8221,2,1.487,Nanjai,Active,Updated
29985,Coimbatore,Kinathukadavu,Thudiyalur,4969,7,1.431,Punjai,Pending,Updated
29986,Coimbatore,Mettupalayam,Madukkarai,7530,1,0.377,Nanjai,Verified,Not Required
29987,Coimbatore,Annur,Pollachi,5986,4,0.355,Punjai,Verified,Updated
29988,Coimbatore,Annur,Mettupalayam,8772,5,4.693,Residential,Verified,Updated
29989,Coimbatore,Pollachi,Karamadai,8148,4,1.048,Industrial,Pending,Updated
29990,Coimbatore,Kinathukadavu,Mettupalayam,5810,1,0.65,Nanjai,Active,Updated
29991,Coimbatore,Coimbatore North,Kinathukadavu,8103,2,1.843,Nanjai,Pending,Updated
29992,Coimbatore,Mettupalayam,Karamadai,1964,6,0.98,Commercial,Under Review,Updated
29993,Coimbatore,Mettupalayam,Annur,7839,6,2.155,Punjai,Pending,Pending
29994,Coimbatore,Annur,Madukkarai,7778,6,0.377,Nanjai,Under Review,Not Required
29995,Coimbatore,Mettupalayam,Negamam,8571,4,0.63,Punjai,Pending,Updated
29996,Coimbatore,Pollachi,Sulur,6243,2,1.148,Residential,Under Review,Updated
29997,Coimbatore,Sulur,Kovilpalayam,996,3,0.801,Residential,Active,Updated
29998,Coimbatore,Madukkarai,Saravanampatti,3683,7,0.867,Poramboke,Under Review,Updated
29999,Coimbatore,Pollachi,Perur,1604,7,1.093,Punjai,Verified,Updated
30000,Coimbatore,Kinathukadavu,Pollachi,708,3,2.188,Punjai,Active,Updated
30001,Coimbatore,Pollachi,Karamadai,5655,5,0.825,Industrial,Verified,Updated
30002,Coimbatore,Coimbatore North,Thudiyalur,7469,2,0.623,Nanjai,Active,Updated
30003,Coimbatore,Kinathukadavu,Annur,2057,7,0.338,Industrial,Pending,Updated
30004,Coimbatore,Kinathukadavu,Madukkarai,3542,4,0.818,Industrial,Verified,Updated
30005,Coimbatore,Sulur,Negamam,7796,2,0.193,Punjai,Active,Pending
30006,Coimbatore,Coimbatore South,Perur,3551,6,0.632,Government,Verified,Disputed
30007,Coimbatore,Coimbatore South,Madukkarai,830,5,0.551,Nanjai,Verified,Updated
30008,Coimbatore,Sulur,Pollachi,2426,4,0.469,Poramboke,Active,Not Required
30009,Coimbatore,Kinathukadavu,Negamam,719,1,0.477,Industrial,Under Review,Pending
30010,Coimbatore,Coimbatore North,Kovilpalayam,9319,3,1.78,Residential,Under Review,Updated
30011,Coimbatore,Madukkarai,Madukkarai,5858,2,0.636,Punjai,Verified,Pending
30012,Coimbatore,Mettupalayam,Saravanampatti,7389,6,0.904,Poramboke,Under Review,Updated
30013,Coimbatore,Madukkarai,Pollachi,231,2,0.838,Nanjai,Active,Updated
30014,Coimbatore,Annur,Thudiyalur,5938,7,1.34,Nanjai,Verified,Updated
30015,Coimbatore,Coimbatore North,Kinathukadavu,312,1,1.749,Poramboke,Verified,Updated
30016,Coimbatore,Coimbatore North,Karamadai,483,5,0.718,Residential,Under Review,Updated
30017,Coimbatore,Sulur,Thudiyalur,2114,4,1.099,Nanjai,Pending,Updated
30018,Coimbatore,Kinathukadavu,Kovilpalayam,7718,6,1.699,Punjai,Pending,Updated
30019,Coimbatore,Sulur,Kinathukadavu,1149,6,0.414,Nanjai,Active,Pending
30020,Coimbatore,Annur,Negamam,913,2,0.774,Residential,Verified,Not Required
30021,Coimbatore,Coimbatore South,Pollachi,3315,1,1.981,Punjai,Verified,Not Required
30022,Coimbatore,Mettupalayam,Perur,8007,2,0.552,Nanjai,Pending,Updated
30023,Coimbatore,Mettupalayam,Thudiyalur,8865,3,2.011,Commercial,Under Review,Updated
30024,Coimbatore,Madukkarai,Negamam,140,3,0.565,Residential,Under Review,Pending
30025,Coimbatore,Annur,Pollachi,1640,3,0.898,Punjai,Verified,Updated
30026,Coimbatore,Sulur,Thudiyalur,2027,7,2.375,Government,Verified,Updated
30027,Coimbatore,Coimbatore North,Thudiyalur,7004,3,5.346,Residential,Under Review,Pending
30028,Coimbatore,Sulur,Perur,7185,5,1.185,Punjai,Pending,Not Required
30029,Coimbatore,Coimbatore North,Sulur,1281,3,1.349,Nanjai,Pending,Updated
30030,Coimbatore,Coimbatore South,Mettupalayam,6810,1,0.871,Nanjai,Under Review,Updated
30031,Coimbatore,Mettupalayam,Thudiyalur,336,5,0.469,Residential,Under Review,Updated
30032,Coimbatore,Coimbatore South,Annur,8374,4,1.709,Residential,Verified,Disputed
30033,Coimbatore,Mettupalayam,Saravanampatti,4514,6,1.442,Government,Under Review,Updated
30034,Coimbatore,Mettupalayam,Madukkarai,7481,3,0.93,Industrial,Verified,Updated
30035,Coimbatore,Pollachi,Karamadai,2929,2,1.632,Residential,Pending,Updated
30036,Coimbatore,Madukkarai,Negamam,1776,1,0.676,Poramboke,Under Review,Updated
30037,Coimbatore,Coimbatore North,Saravanampatti,2097,5,0.69,Residential,Pending,Updated
30038,Coimbatore,Mettupalayam,Mettupalayam,920,6,3.978,Poramboke,Under Review,Updated
30039,Coimbatore,Coimbatore North,Saravanampatti,604,3,0.878,Government,Verified,Updated
30040,Coimbatore,Kinathukadavu,Annur,2195,2,0.725,Commercial,Under Review,Pending
30041,Coimbatore,Coimbatore South,Annur,797,3,0.683,Punjai,Active,Not Required
30042,Coimbatore,Sulur,Negamam,8553,3,0.773,Residential,Pending,Disputed
30043,Coimbatore,Madukkarai,Madukkarai,6581,4,1.181,Nanjai,Active,Pending
30044,Coimbatore,Mettupalayam,Madukkarai,1534,5,5.569,Poramboke,Verified,Updated
30045,Coimbatore,Madukkarai,Sulur,7037,4,0.938,Commercial,Under Review,Not Required
30046,Coimbatore,Mettupalayam,Madukkarai,314,4,3.425,Nanjai,Verified,Updated
30047,Coimbatore,Mettupalayam,Madukkarai,4442,6,1.475,Punjai,Verified,Pending
30048,Coimbatore,Coimbatore South,Negamam,7135,7,1.012,Punjai,Pending,Disputed
30049,Coimbatore,Coimbatore North,Sulur,7632,7,2.665,Industrial,Pending,Pending
30050,Coimbatore,Mettupalayam,Saravanampatti,7057,6,1.619,Nanjai,Pending,Updated
30051,Coimbatore,Coimbatore North,Kovilpalayam,6328,7,0.735,Punjai,Active,Updated
30052,Coimbatore,Coimbatore South,Sulur,7691,3,1.616,Poramboke,Under Review,Updated
30053,Coimbatore,Coimbatore North,Pollachi,5910,4,1.293,Nanjai,Under Review,Disputed
30054,Coimbatore,Mettupalayam,Kinathukadavu,4616,2,0.665,Punjai,Under Review,Updated
30055,Coimbatore,Coimbatore North,Pollachi,3085,6,1.101,Poramboke,Active,Updated
30056,Coimbatore,Mettupalayam,Kovilpalayam,6233,1,0.276,Nanjai,Active,Pending
30057,Coimbatore,Coimbatore South,Sulur,8227,4,0.732,Residential,Active,Updated
30058,Coimbatore,Coimbatore North,Kovilpalayam,8174,1,0.475,Punjai,Under Review,Pending
30059,Coimbatore,Coimbatore North,Sulur,6354,7,0.474,Nanjai,Verified,Pending
30060,Coimbatore,Sulur,Perur,4957,5,0.671,Nanjai,Under Review,Updated
30061,Coimbatore,Madukkarai,Kinathukadavu,7201,5,3.359,Punjai,Under Review,Updated
30062,Coimbatore,Coimbatore South,Sulur,704,1,0.543,Punjai,Pending,Updated
30063,Coimbatore,Annur,Saravanampatti,7087,7,1.31,Residential,Pending,Updated
30064,Coimbatore,Annur,Annur,6537,5,0.503,Commercial,Under Review,Updated
30065,Coimbatore,Coimbatore South,Perur,9061,3,1.655,Residential,Active,Updated
30066,Coimbatore,Mettupalayam,Annur,1072,7,1.329,Poramboke,Under Review,Updated
30067,Coimbatore,Coimbatore South,Kovilpalayam,5651,4,1.519,Commercial,Pending,Not Required
30068,Coimbatore,Mettupalayam,Thudiyalur,3553,5,0.87,Government,Under Review,Updated
30069,Coimbatore,Coimbatore South,Pollachi,8514,7,2.451,Nanjai,Verified,Not Required
30070,Coimbatore,Pollachi,Mettupalayam,317,6,1.138,Punjai,Under Review,Not Required
30071,Coimbatore,Coimbatore North,Karamadai,3781,5,0.614,Residential,Verified,Updated
30072,Coimbatore,Coimbatore North,Madukkarai,2318,7,0.452,Commercial,Active,Not Required
30073,Coimbatore,Annur,Pollachi,7969,2,1.249,Residential,Pending,Updated
30074,Coimbatore,Mettupalayam,Pollachi,4539,7,0.263,Residential,Verified,Updated
30075,Coimbatore,Mettupalayam,Madukkarai,4506,3,0.66,Commercial,Active,Pending
30076,Coimbatore,Coimbatore North,Kovilpalayam,7910,4,0.792,Residential,Under Review,Updated
30077,Coimbatore,Annur,Annur,3009,7,0.701,Nanjai,Verified,Updated
30078,Coimbatore,Sulur,Saravanampatti,2084,6,1.961,Poramboke,Verified,Updated
30079,Coimbatore,Sulur,Kinathukadavu,2904,2,1.315,Residential,Verified,Updated
30080,Coimbatore,Madukkarai,Mettupalayam,8456,3,5.479,Government,Verified,Updated
30081,Coimbatore,Coimbatore North,Kinathukadavu,4275,4,0.371,Residential,Active,Pending
30082,Coimbatore,Pollachi,Pollachi,586,7,1.051,Poramboke,Active,Updated
30083,Coimbatore,Mettupalayam,Pollachi,2450,3,0.452,Industrial,Under Review,Pending
30084,Coimbatore,Coimbatore North,Annur,3863,1,1.082,Industrial,Verified,Updated
30085,Coimbatore,Coimbatore North,Kinathukadavu,7103,4,0.625,Punjai,Active,Updated
30086,Coimbatore,Kinathukadavu,Sulur,2605,4,0.662,Punjai,Under Review,Not Required
30087,Coimbatore,Pollachi,Annur,8380,2,0.224,Government,Pending,Updated
30088,Coimbatore,Madukkarai,Annur,6298,7,1.471,Punjai,Pending,Updated
30089,Coimbatore,Coimbatore North,Karamadai,7650,3,3.117,Industrial,Active,Not Required
30090,Coimbatore,Sulur,Negamam,9220,2,1.407,Commercial,Pending,Updated
30091,Coimbatore,Coimbatore South,Pollachi,5388,3,1.609,Nanjai,Pending,Updated
30092,Coimbatore,Coimbatore South,Perur,6510,1,0.83,Government,Pending,Updated
30093,Coimbatore,Pollachi,Thudiyalur,6666,6,1.871,Punjai,Pending,Updated
30094,Coimbatore,Coimbatore South,Mettupalayam,1868,1,1.753,Government,Verified,Updated
30095,Coimbatore,Madukkarai,Madukkarai,5451,5,0.497,Poramboke,Active,Updated
30096,Coimbatore,Kinathukadavu,Thudiyalur,7883,5,0.871,Nanjai,Pending,Updated
30097,Coimbatore,Coimbatore South,Kovilpalayam,5077,3,0.416,Residential,Active,Updated
30098,Coimbatore,Madukkarai,Pollachi,4245,4,1.627,Government,Under Review,Updated
30099,Coimbatore,Sulur,Pollachi,8533,4,0.861,Residential,Verified,Pending
30100,Coimbatore,Pollachi,Kinathukadavu,607,6,2.681,Punjai,Verified,Updated
30101,Coimbatore,Pollachi,Pollachi,2878,4,1.518,Punjai,Pending,Updated
30102,Coimbatore,Madukkarai,Kovilpalayam,7490,2,2.673,Residential,Under Review,Updated
30103,Coimbatore,Mettupalayam,Thudiyalur,5835,2,0.729,Nanjai,Active,Updated
30104,Coimbatore,Coimbatore North,Perur,519,5,1.027,Punjai,Active,Updated
30105,Coimbatore,Pollachi,Mettupalayam,2279,3,0.549,Industrial,Pending,Updated
30106,Coimbatore,Mettupalayam,Annur,975,4,0.707,Residential,Active,Not Required
30107,Coimbatore,Pollachi,Annur,4521,1,1.472,Poramboke,Verified,Updated
30108,Coimbatore,Coimbatore South,Kovilpalayam,9428,2,0.458,Government,Pending,Pending
30109,Coimbatore,Coimbatore South,Saravanampatti,1978,7,0.141,Commercial,Active,Updated
30110,Coimbatore,Coimbatore North,Sulur,8088,4,1.261,Industrial,Verified,Updated
30111,Coimbatore,Madukkarai,Mettupalayam,4075,3,2.513,Punjai,Pending,Updated
30112,Coimbatore,Mettupalayam,Saravanampatti,6693,6,2.267,Poramboke,Pending,Updated
30113,Coimbatore,Pollachi,Thudiyalur,3503,4,1.679,Nanjai,Under Review,Updated
30114,Coimbatore,Pollachi,Annur,8983,1,1.099,Commercial,Active,Not Required
30115,Coimbatore,Coimbatore North,Karamadai,6986,6,1.122,Residential,Verified,Updated
30116,Coimbatore,Madukkarai,Madukkarai,5407,7,0.636,Residential,Pending,Updated
30117,Coimbatore,Coimbatore North,Kovilpalayam,3974,7,0.749,Poramboke,Pending,Updated
30118,Coimbatore,Coimbatore North,Sulur,3703,1,0.601,Punjai,Active,Updated
30119,Coimbatore,Madukkarai,Sulur,7226,7,3.453,Punjai,Active,Updated
30120,Coimbatore,Sulur,Mettupalayam,8881,6,0.668,Punjai,Under Review,Updated
30121,Coimbatore,Madukkarai,Madukkarai,8297,3,0.631,Government,Pending,Updated
30122,Coimbatore,Coimbatore South,Perur,6482,1,0.611,Nanjai,Pending,Updated
30123,Coimbatore,Kinathukadavu,Saravanampatti,8897,3,1.488,Residential,Active,Updated
30124,Coimbatore,Pollachi,Thudiyalur,2105,5,1.291,Nanjai,Under Review,Updated
30125,Coimbatore,Coimbatore South,Kinathukadavu,855,1,5.199,Residential,Verified,Updated
30126,Coimbatore,Sulur,Kovilpalayam,1107,7,0.724,Government,Active,Updated
30127,Coimbatore,Sulur,Saravanampatti,2941,7,0.947,Poramboke,Under Review,Updated
30128,Coimbatore,Kinathukadavu,Karamadai,2345,3,1.147,Punjai,Active,Pending
30129,Coimbatore,Coimbatore South,Karamadai,818,1,0.483,Government,Under Review,Updated
30130,Coimbatore,Mettupalayam,Kovilpalayam,5234,5,0.567,Residential,Verified,Disputed
30131,Coimbatore,Coimbatore North,Sulur,1144,7,0.384,Poramboke,Active,Not Required
30132,Coimbatore,Madukkarai,Negamam,1248,6,0.739,Punjai,Under Review,Updated
30133,Coimbatore,Sulur,Kinathukadavu,3508,6,0.215,Government,Pending,Updated
30134,Coimbatore,Sulur,Thudiyalur,6927,7,0.645,Punjai,Active,Not Required
30135,Coimbatore,Coimbatore North,Madukkarai,5217,6,1.711,Punjai,Active,Updated
30136,Coimbatore,Sulur,Annur,2011,3,2.819,Punjai,Verified,Updated
30137,Coimbatore,Coimbatore North,Negamam,5636,7,0.994,Residential,Verified,Updated
30138,Coimbatore,Mettupalayam,Pollachi,9160,1,4.981,Punjai,Active,Updated
30139,Coimbatore,Coimbatore South,Pollachi,7696,2,1.138,Commercial,Active,Not Required
30140,Coimbatore,Annur,Mettupalayam,2975,4,1.583,Punjai,Verified,Updated
30141,Coimbatore,Sulur,Kovilpalayam,8903,1,1.193,Nanjai,Active,Updated
30142,Coimbatore,Kinathukadavu,Pollachi,8652,4,1.411,Punjai,Active,Updated
30143,Coimbatore,Pollachi,Pollachi,5951,4,3.806,Commercial,Pending,Disputed
30144,Coimbatore,Madukkarai,Mettupalayam,2220,6,0.491,Punjai,Active,Updated
30145,Coimbatore,Mettupalayam,Kovilpalayam,4123,7,1.251,Nanjai,Active,Updated
30146,Coimbatore,Mettupalayam,Madukkarai,6845,3,5.181,Punjai,Verified,Updated
30147,Coimbatore,Coimbatore North,Saravanampatti,6400,6,0.787,Nanjai,Verified,Updated
30148,Coimbatore,Pollachi,Mettupalayam,6544,2,2.15,Government,Pending,Updated
30149,Coimbatore,Sulur,Negamam,419,7,0.707,Punjai,Active,Updated
30150,Coimbatore,Madukkarai,Annur,736,3,0.501,Residential,Pending,Updated
30151,Coimbatore,Pollachi,Saravanampatti,8176,5,0.771,Industrial,Under Review,Pending
30152,Coimbatore,Coimbatore North,Pollachi,7879,5,0.893,Poramboke,Under Review,Pending
30153,Coimbatore,Pollachi,Madukkarai,9273,3,0.722,Residential,Pending,Not Required
30154,Coimbatore,Mettupalayam,Kovilpalayam,6082,6,0.476,Punjai,Pending,Updated
30155,Coimbatore,Coimbatore North,Madukkarai,4243,7,1.04,Poramboke,Pending,Updated
30156,Coimbatore,Coimbatore North,Pollachi,1733,7,3.792,Punjai,Active,Pending
30157,Coimbatore,Coimbatore South,Mettupalayam,3782,3,1.437,Punjai,Under Review,Pending
30158,Coimbatore,Coimbatore South,Thudiyalur,5535,6,1.108,Commercial,Verified,Updated
30159,Coimbatore,Coimbatore North,Annur,6612,7,2.726,Government,Pending,Updated
30160,Coimbatore,Kinathukadavu,Perur,3251,4,2.291,Residential,Under Review,Updated
30161,Coimbatore,Coimbatore North,Sulur,7371,6,1.835,Nanjai,Verified,Pending
30162,Coimbatore,Sulur,Kinathukadavu,415,6,1.751,Industrial,Active,Updated
30163,Coimbatore,Madukkarai,Sulur,1143,5,0.269,Residential,Pending,Pending
30164,Coimbatore,Coimbatore North,Kovilpalayam,6413,1,0.361,Residential,Under Review,Updated
30165,Coimbatore,Mettupalayam,Kinathukadavu,8750,7,1.935,Punjai,Pending,Updated
30166,Coimbatore,Mettupalayam,Karamadai,3412,7,0.454,Punjai,Pending,Updated
30167,Coimbatore,Mettupalayam,Kinathukadavu,4862,2,1.365,Poramboke,Active,Pending
30168,Coimbatore,Mettupalayam,Negamam,5504,6,0.785,Punjai,Pending,Updated
30169,Coimbatore,Madukkarai,Perur,6087,6,0.711,Poramboke,Active,Updated
30170,Coimbatore,Coimbatore South,Perur,2784,1,1.077,Punjai,Verified,Pending
30171,Coimbatore,Coimbatore South,Perur,4839,7,0.894,Nanjai,Under Review,Updated
30172,Coimbatore,Coimbatore South,Kinathukadavu,4127,7,1.532,Punjai,Under Review,Updated
30173,Coimbatore,Coimbatore South,Saravanampatti,4524,6,2.624,Nanjai,Active,Updated
30174,Coimbatore,Sulur,Thudiyalur,8469,7,0.633,Punjai,Verified,Updated
30175,Coimbatore,Coimbatore North,Mettupalayam,2555,4,1.936,Government,Verified,Not Required
30176,Coimbatore,Mettupalayam,Kovilpalayam,4885,2,0.59,Residential,Verified,Updated
30177,Coimbatore,Coimbatore South,Sulur,6758,2,6.26,Commercial,Active,Updated
30178,Coimbatore,Sulur,Kovilpalayam,1817,7,3.109,Government,Active,Updated
30179,Coimbatore,Coimbatore South,Saravanampatti,8153,4,1.597,Nanjai,Verified,Updated
30180,Coimbatore,Coimbatore South,Thudiyalur,6063,3,4.149,Nanjai,Verified,Updated
30181,Coimbatore,Coimbatore North,Negamam,8928,7,0.767,Punjai,Active,Not Required
30182,Coimbatore,Annur,Karamadai,8952,4,2.078,Poramboke,Pending,Updated
30183,Coimbatore,Coimbatore South,Perur,3049,4,0.525,Punjai,Active,Updated
30184,Coimbatore,Coimbatore South,Mettupalayam,3112,3,4.25,Nanjai,Active,Not Required
30185,Coimbatore,Sulur,Saravanampatti,9142,1,0.974,Government,Verified,Updated
30186,Coimbatore,Annur,Annur,3875,5,0.434,Residential,Verified,Updated
30187,Coimbatore,Coimbatore South,Perur,1907,1,0.648,Punjai,Pending,Updated
30188,Coimbatore,Pollachi,Negamam,4371,1,0.687,Government,Under Review,Updated
30189,Coimbatore,Sulur,Madukkarai,8170,1,0.764,Government,Under Review,Pending
30190,Coimbatore,Mettupalayam,Saravanampatti,7056,6,0.493,Nanjai,Verified,Updated
30191,Coimbatore,Kinathukadavu,Perur,3231,3,0.542,Punjai,Active,Updated
30192,Coimbatore,Sulur,Kovilpalayam,1174,6,0.336,Nanjai,Pending,Not Required
30193,Coimbatore,Coimbatore South,Thudiyalur,1796,5,1.221,Poramboke,Active,Pending
30194,Coimbatore,Sulur,Negamam,4555,4,2.899,Industrial,Active,Updated
30195,Coimbatore,Mettupalayam,Pollachi,6110,4,1.519,Residential,Verified,Updated
30196,Coimbatore,Coimbatore North,Perur,2530,1,1.486,Industrial,Under Review,Updated
30197,Coimbatore,Sulur,Madukkarai,2230,6,1.396,Poramboke,Verified,Updated
30198,Coimbatore,Coimbatore North,Pollachi,11,1,3.252,Residential,Under Review,Pending
30199,Coimbatore,Pollachi,Kinathukadavu,638,2,3.147,Poramboke,Verified,Updated
30200,Coimbatore,Mettupalayam,Thudiyalur,2725,7,0.486,Punjai,Pending,Updated
30201,Coimbatore,Sulur,Kinathukadavu,6634,5,0.471,Industrial,Under Review,Updated
30202,Coimbatore,Madukkarai,Kovilpalayam,1946,7,0.994,Industrial,Under Review,Updated
30203,Coimbatore,Annur,Kovilpalayam,8985,7,2.264,Punjai,Active,Updated
30204,Coimbatore,Pollachi,Madukkarai,7793,6,2.02,Government,Under Review,Pending
30205,Coimbatore,Madukkarai,Kinathukadavu,3517,2,0.708,Industrial,Under Review,Updated
30206,Coimbatore,Sulur,Sulur,8958,1,0.855,Nanjai,Verified,Updated
30207,Coimbatore,Pollachi,Annur,7247,5,1.858,Commercial,Under Review,Updated
30208,Coimbatore,Coimbatore North,Karamadai,1753,4,0.513,Industrial,Verified,Not Required
30209,Coimbatore,Sulur,Sulur,6279,7,0.254,Residential,Under Review,Not Required
30210,Coimbatore,Annur,Mettupalayam,3687,5,0.608,Industrial,Active,Updated
30211,Coimbatore,Madukkarai,Pollachi,2092,1,4.129,Commercial,Verified,Updated
30212,Coimbatore,Kinathukadavu,Karamadai,6985,2,0.408,Punjai,Verified,Updated
30213,Coimbatore,Pollachi,Karamadai,9087,1,5.954,Punjai,Verified,Updated
30214,Coimbatore,Madukkarai,Perur,3603,1,3.906,Commercial,Verified,Updated
30215,Coimbatore,Pollachi,Kovilpalayam,3597,4,2.056,Punjai,Verified,Updated
30216,Coimbatore,Sulur,Annur,2094,1,0.574,Nanjai,Verified,Not Required
30217,Coimbatore,Pollachi,Karamadai,2216,1,0.987,Industrial,Active,Updated
30218,Coimbatore,Coimbatore North,Sulur,8431,2,0.853,Residential,Under Review,Pending
30219,Coimbatore,Annur,Pollachi,3031,5,0.461,Punjai,Pending,Updated
30220,Coimbatore,Kinathukadavu,Annur,1014,1,0.51,Punjai,Verified,Updated
30221,Coimbatore,Pollachi,Madukkarai,1280,5,2.421,Punjai,Verified,Not Required
30222,Coimbatore,Coimbatore South,Negamam,3749,3,0.801,Poramboke,Under Review,Updated
30223,Coimbatore,Annur,Karamadai,2895,6,1.224,Residential,Under Review,Pending
30224,Coimbatore,Kinathukadavu,Kovilpalayam,3790,5,3.257,Nanjai,Pending,Updated
30225,Coimbatore,Madukkarai,Pollachi,1185,4,1.638,Residential,Active,Updated
30226,Coimbatore,Sulur,Perur,2186,2,0.853,Poramboke,Active,Updated
30227,Coimbatore,Madukkarai,Annur,1078,7,1.767,Industrial,Pending,Updated
30228,Coimbatore,Madukkarai,Negamam,2271,2,1.849,Government,Pending,Updated
30229,Coimbatore,Annur,Sulur,8973,2,1.088,Poramboke,Under Review,Pending
30230,Coimbatore,Coimbatore North,Perur,3400,6,1.855,Poramboke,Verified,Updated
30231,Coimbatore,Coimbatore North,Pollachi,7511,2,1.599,Nanjai,Active,Updated
30232,Coimbatore,Annur,Perur,690,3,1.109,Punjai,Verified,Updated
30233,Coimbatore,Coimbatore North,Kovilpalayam,2312,1,1.347,Residential,Active,Updated
30234,Coimbatore,Pollachi,Sulur,2948,6,0.148,Residential,Pending,Pending
30235,Coimbatore,Mettupalayam,Annur,7611,3,0.273,Punjai,Verified,Updated
30236,Coimbatore,Coimbatore North,Kovilpalayam,6582,2,1.707,Industrial,Under Review,Updated
30237,Coimbatore,Coimbatore North,Sulur,8574,7,2.062,Residential,Under Review,Updated
30238,Coimbatore,Coimbatore North,Saravanampatti,4892,2,0.796,Nanjai,Active,Disputed
30239,Coimbatore,Coimbatore North,Kovilpalayam,1418,4,1.418,Nanjai,Pending,Pending
30240,Coimbatore,Coimbatore North,Thudiyalur,4050,4,1.938,Industrial,Active,Updated
30241,Coimbatore,Coimbatore North,Thudiyalur,3733,3,1.673,Nanjai,Pending,Not Required
30242,Coimbatore,Madukkarai,Karamadai,2005,7,0.908,Industrial,Under Review,Not Required
30243,Coimbatore,Mettupalayam,Negamam,6001,4,2.219,Residential,Under Review,Not Required
30244,Coimbatore,Coimbatore South,Negamam,415,6,1.278,Industrial,Pending,Updated
30245,Coimbatore,Madukkarai,Madukkarai,6388,6,2.873,Punjai,Active,Updated
30246,Coimbatore,Coimbatore South,Thudiyalur,2926,5,1.111,Government,Active,Pending
30247,Coimbatore,Kinathukadavu,Perur,7365,3,0.488,Punjai,Verified,Updated
30248,Coimbatore,Mettupalayam,Thudiyalur,8902,1,2.132,Punjai,Pending,Updated
30249,Coimbatore,Coimbatore North,Kovilpalayam,2705,3,1.26,Poramboke,Pending,Updated
30250,Coimbatore,Mettupalayam,Mettupalayam,2185,6,0.933,Residential,Pending,Updated
30251,Coimbatore,Annur,Perur,8557,2,0.861,Residential,Pending,Updated
30252,Coimbatore,Mettupalayam,Thudiyalur,261,5,1.208,Commercial,Pending,Updated
30253,Coimbatore,Coimbatore North,Madukkarai,532,3,1.077,Government,Under Review,Updated
30254,Coimbatore,Madukkarai,Mettupalayam,5023,5,0.326,Government,Verified,Updated
30255,Coimbatore,Pollachi,Kovilpalayam,7145,4,0.456,Government,Active,Pending
30256,Coimbatore,Coimbatore North,Perur,1827,3,3.094,Industrial,Active,Updated
30257,Coimbatore,Kinathukadavu,Negamam,6910,3,0.606,Nanjai,Pending,Pending
30258,Coimbatore,Coimbatore North,Perur,1105,2,2.514,Punjai,Pending,Not Required
30259,Coimbatore,Pollachi,Mettupalayam,3163,5,0.416,Punjai,Under Review,Updated
30260,Coimbatore,Sulur,Madukkarai,2812,7,0.226,Commercial,Active,Updated
30261,Coimbatore,Sulur,Perur,8840,1,0.671,Poramboke,Active,Not Required
30262,Coimbatore,Pollachi,Mettupalayam,350,1,1.274,Nanjai,Pending,Updated
30263,Coimbatore,Annur,Madukkarai,4342,6,1.858,Punjai,Under Review,Updated
30264,Coimbatore,Mettupalayam,Sulur,3231,6,0.403,Residential,Under Review,Pending
30265,Coimbatore,Annur,Sulur,3563,1,0.749,Nanjai,Pending,Updated
30266,Coimbatore,Coimbatore South,Pollachi,5336,5,1.095,Residential,Verified,Not Required
30267,Coimbatore,Kinathukadavu,Saravanampatti,1199,4,0.694,Residential,Active,Updated
30268,Coimbatore,Coimbatore North,Sulur,8127,7,2.572,Industrial,Pending,Updated
30269,Coimbatore,Madukkarai,Saravanampatti,1260,7,0.695,Punjai,Active,Updated
30270,Coimbatore,Mettupalayam,Kovilpalayam,6120,3,1.112,Nanjai,Verified,Updated
