mutation_id,record_id,mutation_date,mutation_type,mutation_status
MUT-013084,13084,2022-06-09,Transfer,Not Required
MUT-013085,13085,2020-12-04,Transfer,Disputed
MUT-013086,13086,2026-04-20,Correction,Pending
MUT-013087,13087,2024-09-24,Sale,Updated
MUT-013088,13088,2025-08-19,Sale,Updated
MUT-013089,13089,2023-10-02,Inheritance,Updated
MUT-013090,13090,2022-01-07,Correction,Updated
MUT-013091,13091,2022-06-21,Inheritance,Updated
MUT-013092,13092,2025-07-06,Sale,Updated
MUT-013093,13093,2022-01-26,Correction,Updated
MUT-013094,13094,2021-10-27,Sale,Updated
MUT-013095,13095,2025-10-05,Sale,Updated
MUT-013096,13096,2026-01-22,Sale,Updated
MUT-013097,13097,2023-11-07,Partition,Pending
MUT-013098,13098,2022-11-18,Transfer,Pending
MUT-013099,13099,2024-03-01,Correction,Updated
MUT-013100,13100,2021-12-03,Transfer,Updated
MUT-013101,13101,2023-03-25,Transfer,Updated
MUT-013102,13102,2022-06-04,Sale,Pending
MUT-013103,13103,2023-03-12,Transfer,Updated
MUT-013104,13104,2022-06-17,Transfer,Updated
MUT-013105,13105,2020-08-14,Inheritance,Updated
MUT-013106,13106,2019-10-18,Partition,Updated
MUT-013107,13107,2022-02-02,Correction,Not Required
MUT-013108,13108,2023-12-04,Sale,Not Required
MUT-013109,13109,2026-07-24,Transfer,Updated
MUT-013110,13110,2022-02-27,Sale,Updated
MUT-013111,13111,2020-12-24,Transfer,Not Required
MUT-013112,13112,2020-12-01,Correction,Updated
MUT-013113,13113,2019-09-30,Correction,Pending
MUT-013114,13114,2020-05-07,Sale,Pending
MUT-013115,13115,2024-04-08,Transfer,Updated
MUT-013116,13116,2026-03-08,Inheritance,Disputed
MUT-013117,13117,2024-05-30,Partition,Updated
MUT-013118,13118,2025-08-27,Correction,Updated
MUT-013119,13119,2024-06-20,Correction,Updated
MUT-013120,13120,2021-07-05,Correction,Updated
MUT-013121,13121,2026-03-04,Partition,Not Required
MUT-013122,13122,2019-07-18,Transfer,Updated
MUT-013123,13123,2025-03-28,Correction,Updated
MUT-013124,13124,2022-02-25,Correction,Not Required
MUT-013125,13125,2024-08-02,Inheritance,Updated
MUT-013126,13126,2022-12-03,Correction,Pending
MUT-013127,13127,2024-12-11,Inheritance,Updated
MUT-013128,13128,2026-02-05,Inheritance,Not Required
MUT-013129,13129,2020-05-11,Inheritance,Not Required
MUT-013130,13130,2025-02-23,Transfer,Not Required
MUT-013131,13131,2021-01-26,Sale,Pending
MUT-013132,13132,2022-01-08,Inheritance,Updated
MUT-013133,13133,2022-11-30,Sale,Updated
MUT-013134,13134,2023-02-09,Transfer,Updated
MUT-013135,13135,2024-02-08,Transfer,Updated
MUT-013136,13136,2022-02-01,Inheritance,Updated
MUT-013137,13137,2022-06-11,Transfer,Updated
MUT-013138,13138,2023-06-12,Correction,Updated
MUT-013139,13139,2020-04-12,Transfer,Not Required
MUT-013140,13140,2023-06-18,Transfer,Updated
MUT-013141,13141,2026-01-05,Correction,Updated
MUT-013142,13142,2023-12-25,Transfer,Updated
MUT-013143,13143,2025-01-18,Correction,Updated
MUT-013144,13144,2022-09-23,Partition,Updated
MUT-013145,13145,2025-09-27,Transfer,Updated
MUT-013146,13146,2024-11-09,Correction,Updated
MUT-013147,13147,2025-12-04,Correction,Not Required
MUT-013148,13148,2025-07-03,Sale,Updated
MUT-013149,13149,2023-04-20,Correction,Updated
MUT-013150,13150,2020-07-06,Sale,Updated
MUT-013151,13151,2024-10-21,Inheritance,Not Required
MUT-013152,13152,2026-06-03,Correction,Updated
MUT-013153,13153,2022-07-22,Correction,Updated
MUT-013154,13154,2021-10-28,Inheritance,Updated
MUT-013155,13155,2020-10-15,Correction,Updated
MUT-013156,13156,2022-12-21,Transfer,Updated
MUT-013157,13157,2019-07-10,Partition,Updated
MUT-013158,13158,2025-06-12,Partition,Not Required
MUT-013159,13159,2021-04-21,Partition,Disputed
MUT-013160,13160,2020-04-23,Correction,Disputed
MUT-013161,13161,2026-06-07,Correction,Updated
MUT-013162,13162,2021-03-23,Sale,Pending
MUT-013163,13163,2024-05-16,Partition,Not Required
MUT-013164,13164,2020-02-04,Correction,Pending
MUT-013165,13165,2019-10-27,Transfer,Updated
MUT-013166,13166,2021-03-11,Transfer,Updated
MUT-013167,13167,2024-06-28,Transfer,Not Required
MUT-013168,13168,2021-11-11,Correction,Updated
MUT-013169,13169,2020-08-20,Correction,Updated
MUT-013170,13170,2020-05-30,Sale,Disputed
MUT-013171,13171,2024-07-23,Transfer,Updated
MUT-013172,13172,2022-10-22,Correction,Pending
MUT-013173,13173,2026-05-03,Transfer,Disputed
MUT-013174,13174,2024-07-31,Inheritance,Pending
MUT-013175,13175,2025-10-07,Partition,Updated
MUT-013176,13176,2024-12-03,Sale,Pending
MUT-013177,13177,2025-10-01,Transfer,Updated
MUT-013178,13178,2022-04-27,Correction,Pending
MUT-013179,13179,2022-03-28,Sale,Updated
MUT-013180,13180,2019-07-27,Sale,Updated
MUT-013181,13181,2022-08-09,Sale,Updated
MUT-013182,13182,2020-09-29,Correction,Updated
MUT-013183,13183,2023-03-30,Correction,Pending
MUT-013184,13184,2019-12-04,Correction,Updated
MUT-013185,13185,2024-08-19,Correction,Updated
MUT-013186,13186,2026-03-24,Correction,Updated
MUT-013187,13187,2021-10-26,Correction,Updated
MUT-013188,13188,2021-06-23,Transfer,Updated
MUT-013189,13189,2020-06-29,Partition,Updated
MUT-013190,13190,2022-12-17,Sale,Pending
MUT-013191,13191,2023-05-11,Correction,Updated
MUT-013192,13192,2024-07-19,Inheritance,Updated
MUT-013193,13193,2024-02-28,Correction,Pending
MUT-013194,13194,2026-07-20,Inheritance,Disputed
MUT-013195,13195,2023-06-17,Sale,Not Required
MUT-013196,13196,2021-11-16,Partition,Updated
MUT-013197,13197,2025-10-02,Transfer,Updated
MUT-013198,13198,2025-06-01,Partition,Updated
MUT-013199,13199,2024-08-13,Sale,Updated
MUT-013200,13200,2019-11-30,Sale,Updated
MUT-013201,13201,2020-03-08,Transfer,Updated
MUT-013202,13202,2020-05-21,Correction,Updated
MUT-013203,13203,2021-07-24,Sale,Updated
MUT-013204,13204,2020-05-11,Inheritance,Updated
MUT-013205,13205,2023-11-22,Partition,Updated
MUT-013206,13206,2021-07-17,Correction,Updated
MUT-013207,13207,2025-02-16,Partition,Updated
MUT-013208,13208,2025-01-17,Partition,Pending
MUT-013209,13209,2019-04-16,Inheritance,Updated
MUT-013210,13210,2019-12-03,Inheritance,Updated
MUT-013211,13211,2022-08-22,Transfer,Disputed
MUT-013212,13212,2023-06-07,Inheritance,Updated
MUT-013213,13213,2022-08-18,Transfer,Updated
MUT-013214,13214,2019-02-02,Correction,Not Required
MUT-013215,13215,2019-02-02,Transfer,Updated
MUT-013216,13216,2025-06-08,Correction,Updated
MUT-013217,13217,2019-03-01,Correction,Updated
MUT-013218,13218,2020-04-09,Sale,Updated
MUT-013219,13219,2022-06-18,Transfer,Pending
MUT-013220,13220,2023-11-06,Inheritance,Updated
MUT-013221,13221,2023-01-09,Transfer,Pending
MUT-013222,13222,2021-05-05,Correction,Updated
MUT-013223,13223,2024-09-04,Transfer,Updated
MUT-013224,13224,2022-07-31,Partition,Updated
MUT-013225,13225,2021-04-22,Transfer,Disputed
MUT-013226,13226,2019-06-14,Partition,Pending
MUT-013227,13227,2025-03-19,Transfer,Pending
MUT-013228,13228,2024-04-24,Inheritance,Updated
MUT-013229,13229,2023-10-16,Partition,Updated
MUT-013230,13230,2025-10-21,Partition,Updated
MUT-013231,13231,2019-09-22,Sale,Not Required
MUT-013232,13232,2021-10-07,Sale,Not Required
MUT-013233,13233,2025-05-18,Correction,Not Required
MUT-013234,13234,2019-04-18,Inheritance,Pending
MUT-013235,13235,2020-01-01,Sale,Updated
MUT-013236,13236,2026-01-29,Sale,Updated
MUT-013237,13237,2024-03-26,Transfer,Updated
MUT-013238,13238,2025-10-02,Partition,Updated
MUT-013239,13239,2020-11-07,Transfer,Disputed
MUT-013240,13240,2024-11-06,Transfer,Pending
MUT-013241,13241,2022-01-22,Correction,Updated
MUT-013242,13242,2024-12-08,Correction,Not Required
MUT-013243,13243,2025-11-21,Inheritance,Updated
MUT-013244,13244,2023-10-26,Partition,Not Required
MUT-013245,13245,2025-12-21,Inheritance,Updated
MUT-013246,13246,2023-07-29,Inheritance,Pending
MUT-013247,13247,2020-04-09,Transfer,Disputed
MUT-013248,13248,2021-04-30,Correction,Pending
MUT-013249,13249,2023-09-08,Correction,Updated
MUT-013250,13250,2024-03-19,Partition,Updated
MUT-013251,13251,2019-03-09,Transfer,Updated
MUT-013252,13252,2024-12-11,Inheritance,Updated
MUT-013253,13253,2022-03-15,Partition,Disputed
MUT-013254,13254,2021-03-28,Partition,Updated
MUT-013255,13255,2024-01-15,Partition,Updated
MUT-013256,13256,2024-04-24,Sale,Updated
MUT-013257,13257,2025-08-11,Inheritance,Disputed
MUT-013258,13258,2024-12-14,Sale,Updated
MUT-013259,13259,2024-11-14,Partition,Updated
MUT-013260,13260,2020-02-13,Inheritance,Updated
MUT-013261,13261,2024-06-14,Transfer,Not Required
MUT-013262,13262,2024-01-09,Partition,Updated
MUT-013263,13263,2024-06-07,Inheritance,Updated
MUT-013264,13264,2020-02-29,Correction,Updated
MUT-013265,13265,2025-12-28,Sale,Pending
MUT-013266,13266,2023-09-18,Inheritance,Disputed
MUT-013267,13267,2024-04-20,Transfer,Updated
MUT-013268,13268,2022-02-27,Sale,Updated
MUT-013269,13269,2020-11-19,Inheritance,Updated
MUT-013270,13270,2019-04-04,Correction,Updated
MUT-013271,13271,2020-11-02,Transfer,Updated
MUT-013272,13272,2021-12-02,Correction,Updated
MUT-013273,13273,2020-06-20,Partition,Disputed
MUT-013274,13274,2023-02-12,Transfer,Not Required
MUT-013275,13275,2021-07-13,Sale,Updated
MUT-013276,13276,2024-04-29,Partition,Pending
MUT-013277,13277,2019-06-10,Partition,Pending
MUT-013278,13278,2024-05-28,Partition,Updated
MUT-013279,13279,2025-04-09,Inheritance,Updated
MUT-013280,13280,2021-04-20,Partition,Updated
MUT-013281,13281,2024-02-25,Sale,Pending
MUT-013282,13282,2023-08-07,Transfer,Not Required
MUT-013283,13283,2021-08-17,Sale,Updated
MUT-013284,13284,2024-10-01,Partition,Updated
MUT-013285,13285,2024-08-06,Sale,Updated
MUT-013286,13286,2025-04-19,Transfer,Updated
MUT-013287,13287,2019-04-16,Transfer,Not Required
MUT-013288,13288,2019-08-07,Transfer,Pending
MUT-013289,13289,2021-04-26,Correction,Updated
MUT-013290,13290,2021-07-29,Transfer,Disputed
MUT-013291,13291,2021-09-11,Transfer,Updated
MUT-013292,13292,2019-09-06,Partition,Updated
MUT-013293,13293,2024-06-03,Transfer,Updated
MUT-013294,13294,2026-03-25,Correction,Updated
MUT-013295,13295,2022-05-30,Partition,Updated
MUT-013296,13296,2023-06-12,Transfer,Pending
MUT-013297,13297,2025-07-31,Correction,Updated
MUT-013298,13298,2026-07-23,Sale,Updated
MUT-013299,13299,2020-04-05,Sale,Updated
MUT-013300,13300,2025-06-28,Sale,Updated
MUT-013301,13301,2021-10-14,Transfer,Updated
MUT-013302,13302,2019-05-22,Sale,Updated
MUT-013303,13303,2021-01-03,Transfer,Pending
MUT-013304,13304,2022-08-24,Partition,Updated
MUT-013305,13305,2019-06-15,Inheritance,Updated
MUT-013306,13306,2024-01-09,Transfer,Updated
MUT-013307,13307,2019-10-21,Transfer,Updated
MUT-013308,13308,2024-01-26,Transfer,Not Required
MUT-013309,13309,2026-02-05,Sale,Updated
MUT-013310,13310,2021-09-30,Partition,Not Required
MUT-013311,13311,2025-08-17,Transfer,Updated
MUT-013312,13312,2023-06-18,Inheritance,Updated
MUT-013313,13313,2021-02-08,Partition,Updated
MUT-013314,13314,2025-11-19,Partition,Updated
MUT-013315,13315,2021-05-21,Transfer,Updated
MUT-013316,13316,2024-02-18,Inheritance,Updated
MUT-013317,13317,2019-03-19,Transfer,Not Required
MUT-013318,13318,2021-04-11,Partition,Updated
MUT-013319,13319,2020-02-15,Partition,Updated
MUT-013320,13320,2021-03-14,Inheritance,Updated
MUT-013321,13321,2024-04-04,Inheritance,Not Required
MUT-013322,13322,2020-02-17,Transfer,Updated
MUT-013323,13323,2023-04-28,Correction,Not Required
MUT-013324,13324,2020-07-17,Partition,Updated
MUT-013325,13325,2020-08-17,Inheritance,Pending
MUT-013326,13326,2019-04-01,Correction,Pending
MUT-013327,13327,2024-10-10,Sale,Updated
MUT-013328,13328,2020-06-04,Sale,Updated
MUT-013329,13329,2024-12-28,Inheritance,Updated
MUT-013330,13330,2023-03-10,Transfer,Updated
MUT-013331,13331,2022-04-09,Correction,Updated
MUT-013332,13332,2021-04-15,Transfer,Updated
MUT-013333,13333,2021-09-24,Transfer,Updated
MUT-013334,13334,2019-08-09,Transfer,Updated
MUT-013335,13335,2025-09-10,Partition,Updated
MUT-013336,13336,2025-04-26,Transfer,Updated
MUT-013337,13337,2021-03-04,Inheritance,Updated
MUT-013338,13338,2023-10-15,Transfer,Updated
MUT-013339,13339,2019-12-05,Sale,Updated
MUT-013340,13340,2020-11-27,Sale,Not Required
MUT-013341,13341,2025-07-17,Partition,Updated
MUT-013342,13342,2026-06-25,Correction,Updated
MUT-013343,13343,2025-09-16,Transfer,Updated
MUT-013344,13344,2019-01-22,Partition,Updated
MUT-013345,13345,2024-03-27,Correction,Updated
MUT-013346,13346,2022-01-15,Partition,Updated
MUT-013347,13347,2022-05-16,Partition,Pending
MUT-013348,13348,2021-11-14,Transfer,Updated
MUT-013349,13349,2024-10-13,Partition,Disputed
MUT-013350,13350,2026-06-03,Correction,Updated
MUT-013351,13351,2024-09-18,Partition,Updated
MUT-013352,13352,2024-07-10,Inheritance,Updated
MUT-013353,13353,2019-02-22,Partition,Updated
MUT-013354,13354,2019-03-08,Inheritance,Disputed
MUT-013355,13355,2019-06-17,Transfer,Updated
MUT-013356,13356,2019-01-29,Correction,Updated
MUT-013357,13357,2022-06-05,Transfer,Updated
MUT-013358,13358,2025-04-09,Sale,Pending
MUT-013359,13359,2019-12-05,Inheritance,Updated
MUT-013360,13360,2021-03-07,Inheritance,Updated
MUT-013361,13361,2019-10-23,Correction,Updated
MUT-013362,13362,2020-08-11,Inheritance,Updated
MUT-013363,13363,2021-02-28,Transfer,Updated
MUT-013364,13364,2021-08-01,Partition,Not Required
MUT-013365,13365,2024-11-28,Correction,Pending
MUT-013366,13366,2021-08-04,Sale,Disputed
MUT-013367,13367,2020-10-24,Partition,Pending
MUT-013368,13368,2021-09-09,Transfer,Not Required
MUT-013369,13369,2024-01-16,Inheritance,Updated
MUT-013370,13370,2023-08-11,Partition,Updated
MUT-013371,13371,2021-05-26,Sale,Not Required
MUT-013372,13372,2019-04-08,Sale,Updated
MUT-013373,13373,2022-08-26,Sale,Updated
MUT-013374,13374,2024-02-19,Transfer,Updated
MUT-013375,13375,2025-08-12,Inheritance,Pending
MUT-013376,13376,2022-05-30,Sale,Updated
MUT-013377,13377,2020-08-23,Correction,Updated
MUT-013378,13378,2019-04-04,Correction,Updated
MUT-013379,13379,2022-08-25,Partition,Updated
MUT-013380,13380,2023-08-23,Correction,Updated
MUT-013381,13381,2019-11-17,Sale,Pending
MUT-013382,13382,2022-01-15,Partition,Updated
MUT-013383,13383,2020-12-01,Correction,Not Required
MUT-013384,13384,2021-05-22,Sale,Updated
MUT-013385,13385,2024-03-07,Transfer,Updated
MUT-013386,13386,2021-06-21,Sale,Updated
MUT-013387,13387,2026-04-09,Transfer,Updated
MUT-013388,13388,2019-05-04,Inheritance,Updated
MUT-013389,13389,2019-03-21,Correction,Updated
MUT-013390,13390,2020-07-29,Correction,Pending
MUT-013391,13391,2023-02-11,Sale,Updated
MUT-013392,13392,2025-02-09,Inheritance,Updated
MUT-013393,13393,2023-12-03,Inheritance,Updated
MUT-013394,13394,2023-12-28,Partition,Updated
MUT-013395,13395,2025-03-28,Correction,Updated
MUT-013396,13396,2022-12-02,Correction,Updated
MUT-013397,13397,2022-05-31,Partition,Updated
MUT-013398,13398,2020-12-24,Correction,Updated
MUT-013399,13399,2019-02-03,Sale,Pending
MUT-013400,13400,2024-03-06,Transfer,Updated
MUT-013401,13401,2025-08-30,Sale,Updated
MUT-013402,13402,2021-10-27,Inheritance,Not Required
MUT-013403,13403,2025-07-15,Transfer,Not Required
MUT-013404,13404,2026-06-10,Transfer,Updated
MUT-013405,13405,2025-02-01,Correction,Updated
MUT-013406,13406,2022-04-25,Partition,Updated
MUT-013407,13407,2021-06-12,Transfer,Updated
MUT-013408,13408,2022-03-18,Inheritance,Updated
MUT-013409,13409,2020-08-06,Transfer,Updated
MUT-013410,13410,2022-08-24,Partition,Not Required
MUT-013411,13411,2024-01-06,Partition,Updated
MUT-013412,13412,2024-08-26,Sale,Updated
MUT-013413,13413,2026-06-19,Inheritance,Updated
MUT-013414,13414,2022-01-19,Inheritance,Updated
MUT-013415,13415,2023-10-17,Sale,Updated
MUT-013416,13416,2025-10-08,Correction,Not Required
MUT-013417,13417,2021-06-25,Sale,Updated
MUT-013418,13418,2020-07-06,Transfer,Updated
MUT-013419,13419,2026-05-09,Inheritance,Updated
MUT-013420,13420,2023-02-07,Sale,Disputed
MUT-013421,13421,2025-10-02,Partition,Updated
MUT-013422,13422,2024-10-10,Inheritance,Updated
MUT-013423,13423,2024-01-29,Transfer,Updated
MUT-013424,13424,2025-01-03,Correction,Updated
MUT-013425,13425,2022-01-16,Sale,Updated
MUT-013426,13426,2021-05-11,Partition,Updated
MUT-013427,13427,2019-10-22,Inheritance,Updated
MUT-013428,13428,2021-01-20,Partition,Updated
MUT-013429,13429,2021-03-20,Sale,Pending
MUT-013430,13430,2023-06-08,Partition,Pending
MUT-013431,13431,2021-09-04,Partition,Updated
MUT-013432,13432,2022-05-05,Partition,Updated
MUT-013433,13433,2022-01-15,Transfer,Updated
MUT-013434,13434,2023-03-11,Inheritance,Updated
MUT-013435,13435,2020-07-29,Transfer,Updated
MUT-013436,13436,2023-07-20,Partition,Not Required
MUT-013437,13437,2023-06-29,Correction,Updated
MUT-013438,13438,2024-02-01,Partition,Pending
MUT-013439,13439,2022-04-21,Inheritance,Updated
MUT-013440,13440,2020-01-25,Partition,Updated
MUT-013441,13441,2022-01-22,Correction,Updated
MUT-013442,13442,2021-05-05,Correction,Updated
MUT-013443,13443,2025-12-07,Transfer,Pending
MUT-013444,13444,2020-03-31,Inheritance,Updated
MUT-013445,13445,2022-08-17,Sale,Updated
MUT-013446,13446,2022-12-08,Inheritance,Updated
MUT-013447,13447,2026-08-14,Inheritance,Disputed
MUT-013448,13448,2023-10-03,Inheritance,Updated
MUT-013449,13449,2023-07-23,Inheritance,Updated
MUT-013450,13450,2022-10-11,Transfer,Pending
MUT-013451,13451,2022-03-15,Correction,Updated
MUT-013452,13452,2026-03-20,Sale,Updated
MUT-013453,13453,2022-10-20,Partition,Updated
MUT-013454,13454,2021-10-10,Sale,Updated
MUT-013455,13455,2020-12-30,Transfer,Not Required
MUT-013456,13456,2026-05-08,Sale,Updated
MUT-013457,13457,2024-05-06,Partition,Not Required
MUT-013458,13458,2025-04-08,Partition,Pending
MUT-013459,13459,2020-09-02,Transfer,Updated
MUT-013460,13460,2025-08-19,Partition,Not Required
MUT-013461,13461,2021-01-09,Inheritance,Not Required
MUT-013462,13462,2024-04-01,Sale,Updated
MUT-013463,13463,2019-04-12,Transfer,Pending
MUT-013464,13464,2024-02-27,Partition,Not Required
MUT-013465,13465,2024-12-16,Sale,Updated
MUT-013466,13466,2026-02-26,Inheritance,Updated
MUT-013467,13467,2026-02-22,Correction,Updated
MUT-013468,13468,2024-05-10,Inheritance,Updated
MUT-013469,13469,2024-11-21,Sale,Pending
MUT-013470,13470,2025-04-05,Inheritance,Updated
MUT-013471,13471,2025-07-20,Partition,Updated
MUT-013472,13472,2025-11-28,Sale,Updated
MUT-013473,13473,2024-05-09,Sale,Updated
MUT-013474,13474,2020-10-28,Inheritance,Updated
MUT-013475,13475,2024-02-04,Transfer,Pending
MUT-013476,13476,2025-07-14,Correction,Updated
MUT-013477,13477,2021-12-27,Partition,Not Required
MUT-013478,13478,2020-12-02,Partition,Updated
MUT-013479,13479,2024-09-08,Sale,Not Required
MUT-013480,13480,2023-07-07,Partition,Updated
MUT-013481,13481,2023-07-03,Transfer,Updated
MUT-013482,13482,2022-12-17,Inheritance,Not Required
MUT-013483,13483,2019-04-23,Transfer,Disputed
MUT-013484,13484,2022-08-29,Inheritance,Updated
MUT-013485,13485,2019-09-29,Sale,Pending
MUT-013486,13486,2021-08-05,Partition,Pending
MUT-013487,13487,2019-03-03,Partition,Updated
MUT-013488,13488,2025-01-04,Sale,Updated
MUT-013489,13489,2025-08-16,Sale,Updated
MUT-013490,13490,2024-01-17,Sale,Updated
MUT-013491,13491,2022-11-25,Partition,Updated
MUT-013492,13492,2022-07-21,Correction,Updated
MUT-013493,13493,2026-03-08,Correction,Updated
MUT-013494,13494,2023-02-14,Transfer,Updated
MUT-013495,13495,2019-10-20,Correction,Updated
MUT-013496,13496,2023-10-22,Inheritance,Updated
MUT-013497,13497,2022-09-15,Inheritance,Pending
MUT-013498,13498,2020-01-04,Correction,Updated
MUT-013499,13499,2024-11-28,Sale,Updated
MUT-013500,13500,2019-10-20,Transfer,Updated
MUT-013501,13501,2021-10-21,Correction,Updated
MUT-013502,13502,2021-07-03,Inheritance,Pending
MUT-013503,13503,2023-09-25,Partition,Updated
MUT-013504,13504,2025-09-20,Correction,Pending
MUT-013505,13505,2021-03-23,Transfer,Updated
MUT-013506,13506,2019-06-22,Sale,Disputed
MUT-013507,13507,2025-01-28,Inheritance,Updated
MUT-013508,13508,2020-05-30,Correction,Updated
MUT-013509,13509,2019-01-22,Inheritance,Pending
MUT-013510,13510,2021-06-11,Inheritance,Disputed
MUT-013511,13511,2020-10-06,Sale,Updated
MUT-013512,13512,2022-05-24,Correction,Updated
MUT-013513,13513,2020-03-22,Sale,Pending
MUT-013514,13514,2023-06-06,Sale,Updated
MUT-013515,13515,2024-11-02,Correction,Updated
MUT-013516,13516,2025-05-21,Sale,Not Required
MUT-013517,13517,2020-08-06,Partition,Updated
MUT-013518,13518,2019-12-13,Sale,Updated
MUT-013519,13519,2026-06-25,Inheritance,Updated
MUT-013520,13520,2022-02-19,Partition,Updated
MUT-013521,13521,2023-03-11,Correction,Updated
MUT-013522,13522,2020-07-25,Correction,Updated
MUT-013523,13523,2020-03-09,Transfer,Updated
MUT-013524,13524,2026-06-27,Transfer,Pending
MUT-013525,13525,2023-08-06,Sale,Updated
MUT-013526,13526,2026-07-28,Inheritance,Updated
MUT-013527,13527,2021-12-29,Partition,Updated
MUT-013528,13528,2021-09-19,Sale,Updated
MUT-013529,13529,2024-08-08,Inheritance,Pending
MUT-013530,13530,2020-12-31,Sale,Updated
MUT-013531,13531,2021-05-29,Transfer,Not Required
MUT-013532,13532,2025-01-21,Partition,Updated
MUT-013533,13533,2022-11-10,Transfer,Disputed
MUT-013534,13534,2026-06-02,Transfer,Updated
MUT-013535,13535,2023-09-03,Transfer,Updated
MUT-013536,13536,2023-01-08,Correction,Updated
MUT-013537,13537,2020-01-09,Sale,Not Required
MUT-013538,13538,2024-04-01,Transfer,Updated
MUT-013539,13539,2025-07-15,Sale,Not Required
MUT-013540,13540,2024-11-15,Transfer,Pending
MUT-013541,13541,2026-07-05,Partition,Not Required
MUT-013542,13542,2019-10-19,Partition,Updated
MUT-013543,13543,2024-05-18,Sale,Updated
MUT-013544,13544,2026-04-22,Partition,Updated
MUT-013545,13545,2023-01-28,Inheritance,Updated
MUT-013546,13546,2024-12-22,Transfer,Updated
MUT-013547,13547,2023-08-09,Inheritance,Not Required
MUT-013548,13548,2021-07-02,Sale,Disputed
MUT-013549,13549,2023-03-14,Transfer,Pending
MUT-013550,13550,2019-04-11,Correction,Updated
MUT-013551,13551,2026-02-03,Correction,Updated
MUT-013552,13552,2019-03-25,Partition,Updated
MUT-013553,13553,2026-08-19,Inheritance,Updated
MUT-013554,13554,2026-07-31,Sale,Updated
MUT-013555,13555,2020-06-14,Inheritance,Updated
MUT-013556,13556,2026-05-06,Correction,Updated
MUT-013557,13557,2024-05-05,Inheritance,Updated
MUT-013558,13558,2022-09-17,Transfer,Updated
MUT-013559,13559,2023-03-11,Sale,Updated
MUT-013560,13560,2022-07-26,Partition,Updated
MUT-013561,13561,2024-10-20,Inheritance,Pending
MUT-013562,13562,2025-07-25,Inheritance,Updated
MUT-013563,13563,2019-03-19,Sale,Pending
MUT-013564,13564,2025-09-11,Sale,Updated
MUT-013565,13565,2019-06-01,Sale,Pending
MUT-013566,13566,2022-03-09,Sale,Updated
MUT-013567,13567,2020-04-28,Partition,Updated
MUT-013568,13568,2019-06-27,Partition,Pending
MUT-013569,13569,2019-11-29,Transfer,Disputed
MUT-013570,13570,2020-07-07,Partition,Pending
MUT-013571,13571,2025-08-25,Sale,Updated
MUT-013572,13572,2022-11-20,Partition,Updated
MUT-013573,13573,2023-12-17,Partition,Updated
MUT-013574,13574,2021-09-17,Correction,Pending
MUT-013575,13575,2022-11-26,Correction,Updated
MUT-013576,13576,2024-03-11,Sale,Pending
MUT-013577,13577,2026-01-30,Correction,Updated
MUT-013578,13578,2026-08-18,Partition,Updated
MUT-013579,13579,2020-03-11,Partition,Updated
MUT-013580,13580,2019-04-25,Sale,Updated
MUT-013581,13581,2024-05-24,Sale,Updated
MUT-013582,13582,2023-12-04,Correction,Not Required
MUT-013583,13583,2021-12-27,Partition,Not Required
MUT-013584,13584,2023-10-17,Inheritance,Updated
MUT-013585,13585,2026-08-04,Partition,Updated
MUT-013586,13586,2026-01-16,Partition,Pending
MUT-013587,13587,2020-02-03,Sale,Pending
MUT-013588,13588,2026-04-22,Correction,Updated
MUT-013589,13589,2023-12-29,Transfer,Not Required
MUT-013590,13590,2023-01-05,Partition,Updated
MUT-013591,13591,2019-09-07,Correction,Updated
MUT-013592,13592,2025-04-27,Sale,Updated
MUT-013593,13593,2025-11-30,Sale,Not Required
MUT-013594,13594,2026-04-21,Inheritance,Updated
MUT-013595,13595,2022-07-12,Inheritance,Updated
MUT-013596,13596,2020-02-04,Transfer,Updated
MUT-013597,13597,2021-06-01,Correction,Not Required
MUT-013598,13598,2021-12-24,Partition,Updated
MUT-013599,13599,2020-05-09,Correction,Updated
MUT-013600,13600,2025-01-17,Correction,Updated
MUT-013601,13601,2022-09-10,Partition,Updated
MUT-013602,13602,2023-05-22,Correction,Updated
MUT-013603,13603,2021-07-31,Transfer,Updated
MUT-013604,13604,2023-11-08,Sale,Updated
MUT-013605,13605,2023-07-07,Transfer,Updated
MUT-013606,13606,2021-04-05,Sale,Updated
MUT-013607,13607,2022-08-02,Sale,Updated
MUT-013608,13608,2019-04-06,Inheritance,Pending
MUT-013609,13609,2022-03-23,Transfer,Updated
MUT-013610,13610,2020-09-14,Correction,Pending
MUT-013611,13611,2026-03-16,Correction,Not Required
MUT-013612,13612,2025-07-27,Sale,Not Required
MUT-013613,13613,2021-08-26,Correction,Not Required
MUT-013614,13614,2023-02-12,Partition,Updated
MUT-013615,13615,2023-12-30,Sale,Disputed
MUT-013616,13616,2023-05-01,Sale,Not Required
MUT-013617,13617,2023-01-18,Partition,Updated
MUT-013618,13618,2019-09-26,Correction,Updated
MUT-013619,13619,2023-04-18,Correction,Not Required
MUT-013620,13620,2024-12-03,Transfer,Pending
MUT-013621,13621,2023-11-13,Correction,Updated
MUT-013622,13622,2025-11-24,Correction,Updated
MUT-013623,13623,2023-01-01,Transfer,Pending
MUT-013624,13624,2023-09-29,Transfer,Updated
MUT-013625,13625,2020-12-04,Transfer,Updated
MUT-013626,13626,2024-03-27,Sale,Updated
