rr_id,case_id,affected_families,rehabilitation_required,rehabilitation_status,resettlement_delay_days
RR-001329,CASE-001329,3,1,Under Review,222
RR-001330,CASE-001330,4,0,Completed,0
RR-001331,CASE-001331,4,0,Completed,0
RR-001332,CASE-001332,5,0,Completed,0
RR-001333,CASE-001333,4,0,Completed,0
RR-001334,CASE-001334,3,0,Completed,0
RR-001335,CASE-001335,4,0,Completed,0
RR-001336,CASE-001336,8,0,Completed,0
RR-001337,CASE-001337,5,0,Completed,0
RR-001338,CASE-001338,3,0,Completed,0
RR-001339,CASE-001339,3,0,Completed,0
RR-001340,CASE-001340,4,0,Completed,0
RR-001341,CASE-001341,7,1,Under Review,44
RR-001342,CASE-001342,8,0,Completed,0
RR-001343,CASE-001343,5,0,Completed,0
RR-001344,CASE-001344,3,0,Completed,0
RR-001345,CASE-001345,9,0,Completed,0
RR-001346,CASE-001346,6,0,Completed,0
RR-001347,CASE-001347,8,0,Completed,0
RR-001348,CASE-001348,6,0,Completed,0
RR-001349,CASE-001349,7,0,Completed,0
RR-001350,CASE-001350,7,0,Completed,0
RR-001351,CASE-001351,4,1,Under Review,180
RR-001352,CASE-001352,6,0,Completed,0
RR-001353,CASE-001353,6,0,Completed,0
RR-001354,CASE-001354,6,1,Under Review,61
RR-001355,CASE-001355,7,0,Completed,0
RR-001356,CASE-001356,7,0,Completed,0
RR-001357,CASE-001357,5,0,Completed,0
RR-001358,CASE-001358,6,1,Under Review,366
RR-001359,CASE-001359,5,0,Completed,0
RR-001360,CASE-001360,6,0,Completed,0
RR-001361,CASE-001361,5,1,Under Review,278
RR-001362,CASE-001362,3,0,Completed,0
RR-001363,CASE-001363,10,0,Completed,0
RR-001364,CASE-001364,7,0,Completed,0
RR-001365,CASE-001365,6,0,Completed,0
RR-001366,CASE-001366,4,0,Completed,0
RR-001367,CASE-001367,3,0,Completed,0
RR-001368,CASE-001368,6,0,Completed,0
RR-001369,CASE-001369,8,0,Completed,0
RR-001370,CASE-001370,4,0,Completed,0
RR-001371,CASE-001371,5,0,Completed,0
RR-001372,CASE-001372,5,0,Completed,0
RR-001373,CASE-001373,9,0,Completed,0
RR-001374,CASE-001374,7,0,Completed,0
RR-001375,CASE-001375,5,0,Completed,0
RR-001376,CASE-001376,4,0,Completed,0
RR-001377,CASE-001377,4,0,Completed,0
RR-001378,CASE-001378,6,0,Completed,0
RR-001379,CASE-001379,6,0,Completed,0
RR-001380,CASE-001380,5,0,Completed,0
RR-001381,CASE-001381,3,0,Completed,0
RR-001382,CASE-001382,3,0,Completed,0
RR-001383,CASE-001383,3,0,Completed,0
RR-001384,CASE-001384,6,0,Completed,0
RR-001385,CASE-001385,5,0,Completed,0
RR-001386,CASE-001386,3,0,Completed,0
RR-001387,CASE-001387,6,0,Completed,0
RR-001388,CASE-001388,5,0,Completed,0
RR-001389,CASE-001389,2,1,Under Review,261
RR-001390,CASE-001390,6,0,Completed,0
RR-001391,CASE-001391,4,0,Completed,0
RR-001392,CASE-001392,4,0,Completed,0
RR-001393,CASE-001393,6,0,Completed,0
RR-001394,CASE-001394,8,1,Under Review,421
RR-001395,CASE-001395,6,0,Completed,0
RR-001396,CASE-001396,9,1,Under Review,303
RR-001397,CASE-001397,2,0,Completed,0
RR-001398,CASE-001398,3,0,Completed,0
RR-001399,CASE-001399,8,0,Completed,0
RR-001400,CASE-001400,7,0,Completed,0
RR-001401,CASE-001401,5,0,Completed,0
RR-001402,CASE-001402,4,1,Under Review,198
RR-001403,CASE-001403,5,0,Completed,0
RR-001404,CASE-001404,2,0,Completed,0
RR-001405,CASE-001405,4,0,Completed,0
RR-001406,CASE-001406,8,0,Completed,0
RR-001407,CASE-001407,2,1,Partial,209
RR-001408,CASE-001408,12,0,Completed,0
RR-001409,CASE-001409,5,0,Completed,0
RR-001410,CASE-001410,3,1,Partial,131
RR-001411,CASE-001411,5,1,Under Review,260
RR-001412,CASE-001412,3,0,Completed,0
RR-001413,CASE-001413,3,0,Completed,0
RR-001414,CASE-001414,6,0,Completed,0
RR-001415,CASE-001415,4,0,Completed,0
RR-001416,CASE-001416,3,0,Completed,0
RR-001417,CASE-001417,3,1,Pending,155
RR-001418,CASE-001418,8,0,Completed,0
RR-001419,CASE-001419,8,1,Under Review,201
RR-001420,CASE-001420,6,0,Completed,0
RR-001421,CASE-001421,5,0,Completed,0
RR-001422,CASE-001422,4,1,Under Review,384
RR-001423,CASE-001423,5,0,Completed,0
RR-001424,CASE-001424,3,0,Completed,0
RR-001425,CASE-001425,4,0,Completed,0
RR-001426,CASE-001426,4,0,Completed,0
RR-001427,CASE-001427,4,0,Completed,0
RR-001428,CASE-001428,1,0,Completed,0
RR-001429,CASE-001429,5,0,Completed,0
RR-001430,CASE-001430,5,0,Completed,0
RR-001431,CASE-001431,6,0,Completed,0
RR-001432,CASE-001432,5,0,Completed,0
RR-001433,CASE-001433,7,0,Completed,0
RR-001434,CASE-001434,2,0,Completed,0
RR-001435,CASE-001435,5,0,Completed,0
RR-001436,CASE-001436,3,0,Completed,0
RR-001437,CASE-001437,4,0,Completed,0
RR-001438,CASE-001438,4,0,Completed,0
RR-001439,CASE-001439,2,0,Completed,0
RR-001440,CASE-001440,5,0,Completed,0
RR-001441,CASE-001441,7,1,Under Review,328
RR-001442,CASE-001442,6,0,Completed,0
RR-001443,CASE-001443,4,1,Partial,167
RR-001444,CASE-001444,9,0,Completed,0
RR-001445,CASE-001445,2,0,Completed,0
RR-001446,CASE-001446,8,0,Completed,0
RR-001447,CASE-001447,7,0,Completed,0
RR-001448,CASE-001448,6,1,Under Review,271
RR-001449,CASE-001449,6,0,Completed,0
RR-001450,CASE-001450,4,0,Completed,0
RR-001451,CASE-001451,9,0,Completed,0
RR-001452,CASE-001452,4,0,Completed,0
RR-001453,CASE-001453,4,0,Completed,0
RR-001454,CASE-001454,3,0,Completed,0
RR-001455,CASE-001455,6,1,Pending,418
RR-001456,CASE-001456,4,0,Completed,0
RR-001457,CASE-001457,4,0,Completed,0
RR-001458,CASE-001458,3,0,Completed,0
RR-001459,CASE-001459,7,1,Under Review,188
RR-001460,CASE-001460,5,0,Completed,0
RR-001461,CASE-001461,7,0,Completed,0
RR-001462,CASE-001462,1,0,Completed,0
RR-001463,CASE-001463,10,0,Completed,0
RR-001464,CASE-001464,3,0,Completed,0
RR-001465,CASE-001465,4,0,Completed,0
RR-001466,CASE-001466,3,0,Completed,0
RR-001467,CASE-001467,2,0,Completed,0
RR-001468,CASE-001468,5,0,Completed,0
RR-001469,CASE-001469,4,0,Completed,0
RR-001470,CASE-001470,1,0,Completed,0
RR-001471,CASE-001471,2,0,Completed,0
RR-001472,CASE-001472,9,0,Completed,0
RR-001473,CASE-001473,3,0,Completed,0
RR-001474,CASE-001474,2,0,Completed,0
RR-001475,CASE-001475,3,0,Completed,0
RR-001476,CASE-001476,6,0,Completed,0
RR-001477,CASE-001477,6,0,Completed,0
RR-001478,CASE-001478,5,0,Completed,0
RR-001479,CASE-001479,4,1,Under Review,421
RR-001480,CASE-001480,7,0,Completed,0
RR-001481,CASE-001481,3,0,Completed,0
RR-001482,CASE-001482,7,0,Completed,0
RR-001483,CASE-001483,6,0,Completed,0
RR-001484,CASE-001484,7,0,Completed,0
RR-001485,CASE-001485,5,1,Pending,15
RR-001486,CASE-001486,6,0,Completed,0
RR-001487,CASE-001487,5,0,Completed,0
RR-001488,CASE-001488,2,0,Completed,0
RR-001489,CASE-001489,8,0,Completed,0
RR-001490,CASE-001490,3,0,Completed,0
RR-001491,CASE-001491,5,0,Completed,0
RR-001492,CASE-001492,6,0,Completed,0
RR-001493,CASE-001493,9,1,Pending,21
RR-001494,CASE-001494,3,0,Completed,0
RR-001495,CASE-001495,6,1,Partial,248
RR-001496,CASE-001496,4,0,Completed,0
RR-001497,CASE-001497,7,1,Pending,192
RR-001498,CASE-001498,8,0,Completed,0
RR-001499,CASE-001499,6,1,Under Review,402
RR-001500,CASE-001500,4,0,Completed,0
RR-001501,CASE-001501,6,0,Completed,0
RR-001502,CASE-001502,3,0,Completed,0
RR-001503,CASE-001503,4,0,Completed,0
RR-001504,CASE-001504,7,0,Completed,0
RR-001505,CASE-001505,9,0,Completed,0
RR-001506,CASE-001506,4,0,Completed,0
RR-001507,CASE-001507,5,0,Completed,0
RR-001508,CASE-001508,7,0,Completed,0
RR-001509,CASE-001509,6,0,Completed,0
RR-001510,CASE-001510,4,0,Completed,0
RR-001511,CASE-001511,4,0,Completed,0
RR-001512,CASE-001512,2,0,Completed,0
RR-001513,CASE-001513,8,0,Completed,0
RR-001514,CASE-001514,7,0,Completed,0
RR-001515,CASE-001515,6,0,Completed,0
RR-001516,CASE-001516,6,0,Completed,0
RR-001517,CASE-001517,5,0,Completed,0
RR-001518,CASE-001518,4,0,Completed,0
RR-001519,CASE-001519,2,0,Completed,0
RR-001520,CASE-001520,5,0,Completed,0
RR-001521,CASE-001521,6,0,Completed,0
RR-001522,CASE-001522,4,0,Completed,0
RR-001523,CASE-001523,5,0,Completed,0
RR-001524,CASE-001524,9,0,Completed,0
RR-001525,CASE-001525,5,0,Completed,0
RR-001526,CASE-001526,9,0,Completed,0
RR-001527,CASE-001527,9,1,Partial,15
RR-001528,CASE-001528,7,0,Completed,0
RR-001529,CASE-001529,7,0,Completed,0
RR-001530,CASE-001530,11,0,Completed,0
RR-001531,CASE-001531,4,0,Completed,0
RR-001532,CASE-001532,5,0,Completed,0
RR-001533,CASE-001533,7,0,Completed,0
RR-001534,CASE-001534,8,0,Completed,0
RR-001535,CASE-001535,7,0,Completed,0
RR-001536,CASE-001536,4,0,Completed,0
RR-001537,CASE-001537,6,0,Completed,0
RR-001538,CASE-001538,3,0,Completed,0
RR-001539,CASE-001539,5,0,Completed,0
RR-001540,CASE-001540,3,0,Completed,0
RR-001541,CASE-001541,6,0,Completed,0
RR-001542,CASE-001542,4,0,Completed,0
RR-001543,CASE-001543,6,0,Completed,0
RR-001544,CASE-001544,7,0,Completed,0
RR-001545,CASE-001545,8,0,Completed,0
RR-001546,CASE-001546,4,0,Completed,0
RR-001547,CASE-001547,2,0,Completed,0
RR-001548,CASE-001548,3,0,Completed,0
RR-001549,CASE-001549,4,0,Completed,0
RR-001550,CASE-001550,5,0,Completed,0
RR-001551,CASE-001551,6,0,Completed,0
RR-001552,CASE-001552,4,0,Completed,0
RR-001553,CASE-001553,5,0,Completed,0
RR-001554,CASE-001554,5,0,Completed,0
RR-001555,CASE-001555,8,1,Under Review,251
RR-001556,CASE-001556,5,0,Completed,0
RR-001557,CASE-001557,3,0,Completed,0
RR-001558,CASE-001558,6,0,Completed,0
RR-001559,CASE-001559,2,0,Completed,0
RR-001560,CASE-001560,5,0,Completed,0
RR-001561,CASE-001561,8,0,Completed,0
RR-001562,CASE-001562,5,0,Completed,0
RR-001563,CASE-001563,4,0,Completed,0
RR-001564,CASE-001564,5,0,Completed,0
RR-001565,CASE-001565,7,0,Completed,0
RR-001566,CASE-001566,6,0,Completed,0
RR-001567,CASE-001567,2,0,Completed,0
RR-001568,CASE-001568,7,0,Completed,0
RR-001569,CASE-001569,4,0,Completed,0
RR-001570,CASE-001570,2,0,Completed,0
RR-001571,CASE-001571,6,0,Completed,0
RR-001572,CASE-001572,3,0,Completed,0
RR-001573,CASE-001573,3,0,Completed,0
RR-001574,CASE-001574,7,0,Completed,0
RR-001575,CASE-001575,2,0,Completed,0
RR-001576,CASE-001576,7,0,Completed,0
RR-001577,CASE-001577,1,0,Completed,0
RR-001578,CASE-001578,7,0,Completed,0
RR-001579,CASE-001579,8,1,Under Review,314
RR-001580,CASE-001580,3,0,Completed,0
RR-001581,CASE-001581,7,0,Completed,0
RR-001582,CASE-001582,5,0,Completed,0
RR-001583,CASE-001583,2,0,Completed,0
RR-001584,CASE-001584,6,0,Completed,0
RR-001585,CASE-001585,6,0,Completed,0
RR-001586,CASE-001586,6,0,Completed,0
RR-001587,CASE-001587,5,0,Completed,0
RR-001588,CASE-001588,5,0,Completed,0
RR-001589,CASE-001589,2,0,Completed,0
RR-001590,CASE-001590,6,0,Completed,0
RR-001591,CASE-001591,5,0,Completed,0
RR-001592,CASE-001592,5,0,Completed,0
RR-001593,CASE-001593,5,0,Completed,0
RR-001594,CASE-001594,4,0,Completed,0
RR-001595,CASE-001595,4,0,Completed,0
RR-001596,CASE-001596,2,0,Completed,0
RR-001597,CASE-001597,4,0,Completed,0
RR-001598,CASE-001598,4,0,Completed,0
RR-001599,CASE-001599,3,0,Completed,0
RR-001600,CASE-001600,5,0,Completed,0
RR-001601,CASE-001601,5,0,Completed,0
RR-001602,CASE-001602,8,0,Completed,0
RR-001603,CASE-001603,4,0,Completed,0
RR-001604,CASE-001604,6,0,Completed,0
RR-001605,CASE-001605,4,0,Completed,0
RR-001606,CASE-001606,4,0,Completed,0
RR-001607,CASE-001607,5,0,Completed,0
RR-001608,CASE-001608,4,0,Completed,0
RR-001609,CASE-001609,3,0,Completed,0
RR-001610,CASE-001610,6,0,Completed,0
RR-001611,CASE-001611,4,1,Pending,289
RR-001612,CASE-001612,3,0,Completed,0
RR-001613,CASE-001613,3,0,Completed,0
RR-001614,CASE-001614,3,0,Completed,0
RR-001615,CASE-001615,5,0,Completed,0
RR-001616,CASE-001616,5,0,Completed,0
RR-001617,CASE-001617,5,1,Under Review,187
RR-001618,CASE-001618,6,1,Partial,21
RR-001619,CASE-001619,3,0,Completed,0
RR-001620,CASE-001620,6,0,Completed,0
RR-001621,CASE-001621,4,0,Completed,0
RR-001622,CASE-001622,2,0,Completed,0
RR-001623,CASE-001623,4,0,Completed,0
RR-001624,CASE-001624,2,0,Completed,0
RR-001625,CASE-001625,3,0,Completed,0
RR-001626,CASE-001626,7,0,Completed,0
RR-001627,CASE-001627,9,0,Completed,0
RR-001628,CASE-001628,2,0,Completed,0
RR-001629,CASE-001629,6,0,Completed,0
RR-001630,CASE-001630,8,0,Completed,0
RR-001631,CASE-001631,6,1,Pending,310
RR-001632,CASE-001632,2,0,Completed,0
RR-001633,CASE-001633,6,0,Completed,0
RR-001634,CASE-001634,6,0,Completed,0
RR-001635,CASE-001635,7,0,Completed,0
RR-001636,CASE-001636,7,1,Partial,36
RR-001637,CASE-001637,7,0,Completed,0
RR-001638,CASE-001638,3,1,Pending,350
RR-001639,CASE-001639,5,0,Completed,0
RR-001640,CASE-001640,7,0,Completed,0
RR-001641,CASE-001641,4,0,Completed,0
RR-001642,CASE-001642,5,0,Completed,0
RR-001643,CASE-001643,6,0,Completed,0
RR-001644,CASE-001644,7,0,Completed,0
RR-001645,CASE-001645,5,1,Partial,332
RR-001646,CASE-001646,4,0,Completed,0
RR-001647,CASE-001647,9,0,Completed,0
RR-001648,CASE-001648,5,0,Completed,0
RR-001649,CASE-001649,4,0,Completed,0
RR-001650,CASE-001650,4,0,Completed,0
RR-001651,CASE-001651,6,0,Completed,0
RR-001652,CASE-001652,4,1,Partial,255
RR-001653,CASE-001653,4,1,Partial,44
RR-001654,CASE-001654,4,0,Completed,0
RR-001655,CASE-001655,4,0,Completed,0
RR-001656,CASE-001656,7,0,Completed,0
RR-001657,CASE-001657,5,0,Completed,0
RR-001658,CASE-001658,7,0,Completed,0
RR-001659,CASE-001659,5,0,Completed,0
RR-001660,CASE-001660,2,0,Completed,0
RR-001661,CASE-001661,3,1,Under Review,139
RR-001662,CASE-001662,4,1,Partial,432
RR-001663,CASE-001663,5,1,Partial,324
RR-001664,CASE-001664,5,0,Completed,0
RR-001665,CASE-001665,4,1,Partial,134
RR-001666,CASE-001666,6,0,Completed,0
RR-001667,CASE-001667,2,0,Completed,0
RR-001668,CASE-001668,7,1,Pending,19
RR-001669,CASE-001669,8,0,Completed,0
RR-001670,CASE-001670,4,0,Completed,0
RR-001671,CASE-001671,3,0,Completed,0
RR-001672,CASE-001672,1,0,Completed,0
RR-001673,CASE-001673,6,0,Completed,0
RR-001674,CASE-001674,4,0,Completed,0
RR-001675,CASE-001675,6,0,Completed,0
RR-001676,CASE-001676,4,0,Completed,0
RR-001677,CASE-001677,4,0,Completed,0
RR-001678,CASE-001678,4,0,Completed,0
RR-001679,CASE-001679,5,0,Completed,0
RR-001680,CASE-001680,9,0,Completed,0
RR-001681,CASE-001681,2,0,Completed,0
RR-001682,CASE-001682,4,0,Completed,0
RR-001683,CASE-001683,3,0,Completed,0
RR-001684,CASE-001684,8,0,Completed,0
RR-001685,CASE-001685,5,0,Completed,0
RR-001686,CASE-001686,3,0,Completed,0
RR-001687,CASE-001687,7,0,Completed,0
RR-001688,CASE-001688,3,0,Completed,0
RR-001689,CASE-001689,1,0,Completed,0
RR-001690,CASE-001690,5,0,Completed,0
RR-001691,CASE-001691,13,0,Completed,0
RR-001692,CASE-001692,10,0,Completed,0
RR-001693,CASE-001693,2,0,Completed,0
RR-001694,CASE-001694,2,0,Completed,0
RR-001695,CASE-001695,1,0,Completed,0
RR-001696,CASE-001696,4,0,Completed,0
RR-001697,CASE-001697,6,0,Completed,0
RR-001698,CASE-001698,2,0,Completed,0
RR-001699,CASE-001699,5,0,Completed,0
RR-001700,CASE-001700,7,0,Completed,0
RR-001701,CASE-001701,5,0,Completed,0
RR-001702,CASE-001702,6,0,Completed,0
RR-001703,CASE-001703,4,0,Completed,0
RR-001704,CASE-001704,7,0,Completed,0
RR-001705,CASE-001705,4,0,Completed,0
RR-001706,CASE-001706,4,0,Completed,0
RR-001707,CASE-001707,6,0,Completed,0
RR-001708,CASE-001708,3,0,Completed,0
RR-001709,CASE-001709,5,0,Completed,0
RR-001710,CASE-001710,6,0,Completed,0
RR-001711,CASE-001711,4,0,Completed,0
RR-001712,CASE-001712,5,0,Completed,0
RR-001713,CASE-001713,6,0,Completed,0
RR-001714,CASE-001714,6,0,Completed,0
RR-001715,CASE-001715,5,0,Completed,0
RR-001716,CASE-001716,5,0,Completed,0
RR-001717,CASE-001717,5,0,Completed,0
RR-001718,CASE-001718,4,0,Completed,0
RR-001719,CASE-001719,3,0,Completed,0
RR-001720,CASE-001720,4,0,Completed,0
RR-001721,CASE-001721,6,0,Completed,0
RR-001722,CASE-001722,7,0,Completed,0
RR-001723,CASE-001723,6,0,Completed,0
RR-001724,CASE-001724,5,0,Completed,0
RR-001725,CASE-001725,6,0,Completed,0
RR-001726,CASE-001726,9,0,Completed,0
RR-001727,CASE-001727,6,0,Completed,0
RR-001728,CASE-001728,3,0,Completed,0
RR-001729,CASE-001729,2,0,Completed,0
RR-001730,CASE-001730,8,0,Completed,0
RR-001731,CASE-001731,3,0,Completed,0
RR-001732,CASE-001732,10,0,Completed,0
RR-001733,CASE-001733,5,0,Completed,0
RR-001734,CASE-001734,4,0,Completed,0
RR-001735,CASE-001735,7,0,Completed,0
RR-001736,CASE-001736,3,0,Completed,0
RR-001737,CASE-001737,5,0,Completed,0
RR-001738,CASE-001738,10,0,Completed,0
RR-001739,CASE-001739,5,0,Completed,0
RR-001740,CASE-001740,4,0,Completed,0
RR-001741,CASE-001741,4,0,Completed,0
RR-001742,CASE-001742,2,0,Completed,0
RR-001743,CASE-001743,6,0,Completed,0
RR-001744,CASE-001744,5,0,Completed,0
RR-001745,CASE-001745,4,0,Completed,0
RR-001746,CASE-001746,2,0,Completed,0
RR-001747,CASE-001747,6,0,Completed,0
RR-001748,CASE-001748,8,0,Completed,0
RR-001749,CASE-001749,5,0,Completed,0
RR-001750,CASE-001750,4,0,Completed,0
RR-001751,CASE-001751,3,0,Completed,0
RR-001752,CASE-001752,4,0,Completed,0
RR-001753,CASE-001753,2,1,Partial,257
RR-001754,CASE-001754,7,0,Completed,0
RR-001755,CASE-001755,3,0,Completed,0
RR-001756,CASE-001756,4,0,Completed,0
RR-001757,CASE-001757,5,1,Pending,122
RR-001758,CASE-001758,3,0,Completed,0
RR-001759,CASE-001759,4,0,Completed,0
RR-001760,CASE-001760,4,0,Completed,0
RR-001761,CASE-001761,5,1,Partial,446
RR-001762,CASE-001762,6,0,Completed,0
RR-001763,CASE-001763,8,0,Completed,0
RR-001764,CASE-001764,6,0,Completed,0
RR-001765,CASE-001765,4,0,Completed,0
RR-001766,CASE-001766,3,0,Completed,0
RR-001767,CASE-001767,6,0,Completed,0
RR-001768,CASE-001768,2,0,Completed,0
RR-001769,CASE-001769,8,0,Completed,0
RR-001770,CASE-001770,8,0,Completed,0
RR-001771,CASE-001771,9,0,Completed,0
RR-001772,CASE-001772,4,0,Completed,0
RR-001773,CASE-001773,1,1,Under Review,284
RR-001774,CASE-001774,6,0,Completed,0
RR-001775,CASE-001775,6,0,Completed,0
RR-001776,CASE-001776,2,1,Pending,129
RR-001777,CASE-001777,6,0,Completed,0
RR-001778,CASE-001778,6,1,Under Review,408
RR-001779,CASE-001779,5,0,Completed,0
RR-001780,CASE-001780,3,0,Completed,0
RR-001781,CASE-001781,4,0,Completed,0
RR-001782,CASE-001782,3,0,Completed,0
RR-001783,CASE-001783,4,0,Completed,0
RR-001784,CASE-001784,3,1,Pending,51
RR-001785,CASE-001785,2,0,Completed,0
RR-001786,CASE-001786,6,0,Completed,0
RR-001787,CASE-001787,2,0,Completed,0
RR-001788,CASE-001788,4,1,Partial,213
RR-001789,CASE-001789,6,0,Completed,0
RR-001790,CASE-001790,3,0,Completed,0
RR-001791,CASE-001791,4,0,Completed,0
RR-001792,CASE-001792,2,0,Completed,0
RR-001793,CASE-001793,4,0,Completed,0
RR-001794,CASE-001794,5,0,Completed,0
RR-001795,CASE-001795,5,0,Completed,0
RR-001796,CASE-001796,3,1,Under Review,89
RR-001797,CASE-001797,7,0,Completed,0
RR-001798,CASE-001798,6,0,Completed,0
RR-001799,CASE-001799,5,0,Completed,0
RR-001800,CASE-001800,6,0,Completed,0
RR-001801,CASE-001801,8,0,Completed,0
RR-001802,CASE-001802,3,0,Completed,0
RR-001803,CASE-001803,6,0,Completed,0
RR-001804,CASE-001804,4,1,Pending,418
RR-001805,CASE-001805,2,0,Completed,0
RR-001806,CASE-001806,4,0,Completed,0
RR-001807,CASE-001807,6,0,Completed,0
RR-001808,CASE-001808,3,0,Completed,0
RR-001809,CASE-001809,4,1,Pending,329
RR-001810,CASE-001810,5,0,Completed,0
RR-001811,CASE-001811,2,0,Completed,0
RR-001812,CASE-001812,6,0,Completed,0
RR-001813,CASE-001813,3,0,Completed,0
RR-001814,CASE-001814,7,0,Completed,0
RR-001815,CASE-001815,6,0,Completed,0
RR-001816,CASE-001816,6,0,Completed,0
RR-001817,CASE-001817,9,0,Completed,0
RR-001818,CASE-001818,5,0,Completed,0
RR-001819,CASE-001819,5,0,Completed,0
RR-001820,CASE-001820,5,0,Completed,0
RR-001821,CASE-001821,4,0,Completed,0
RR-001822,CASE-001822,2,0,Completed,0
RR-001823,CASE-001823,4,0,Completed,0
RR-001824,CASE-001824,7,0,Completed,0
RR-001825,CASE-001825,3,0,Completed,0
RR-001826,CASE-001826,8,0,Completed,0
RR-001827,CASE-001827,5,0,Completed,0
RR-001828,CASE-001828,6,0,Completed,0
RR-001829,CASE-001829,5,0,Completed,0
RR-001830,CASE-001830,7,0,Completed,0
RR-001831,CASE-001831,7,0,Completed,0
RR-001832,CASE-001832,5,0,Completed,0
RR-001833,CASE-001833,3,0,Completed,0
RR-001834,CASE-001834,4,0,Completed,0
RR-001835,CASE-001835,3,0,Completed,0
RR-001836,CASE-001836,6,0,Completed,0
RR-001837,CASE-001837,3,0,Completed,0
RR-001838,CASE-001838,3,0,Completed,0
RR-001839,CASE-001839,6,0,Completed,0
RR-001840,CASE-001840,6,0,Completed,0
RR-001841,CASE-001841,4,0,Completed,0
RR-001842,CASE-001842,6,0,Completed,0
RR-001843,CASE-001843,7,0,Completed,0
RR-001844,CASE-001844,6,0,Completed,0
RR-001845,CASE-001845,2,0,Completed,0
RR-001846,CASE-001846,8,1,Pending,235
RR-001847,CASE-001847,5,0,Completed,0
RR-001848,CASE-001848,2,1,Under Review,145
RR-001849,CASE-001849,4,0,Completed,0
RR-001850,CASE-001850,4,0,Completed,0
RR-001851,CASE-001851,3,0,Completed,0
RR-001852,CASE-001852,6,0,Completed,0
RR-001853,CASE-001853,6,0,Completed,0
RR-001854,CASE-001854,5,0,Completed,0
RR-001855,CASE-001855,4,0,Completed,0
RR-001856,CASE-001856,4,0,Completed,0
RR-001857,CASE-001857,8,0,Completed,0
RR-001858,CASE-001858,8,1,Under Review,100
RR-001859,CASE-001859,4,0,Completed,0
RR-001860,CASE-001860,5,0,Completed,0
RR-001861,CASE-001861,4,0,Completed,0
RR-001862,CASE-001862,7,0,Completed,0
RR-001863,CASE-001863,9,0,Completed,0
RR-001864,CASE-001864,4,1,Under Review,28
RR-001865,CASE-001865,3,0,Completed,0
RR-001866,CASE-001866,4,0,Completed,0
RR-001867,CASE-001867,6,0,Completed,0
RR-001868,CASE-001868,3,0,Completed,0
RR-001869,CASE-001869,5,0,Completed,0
RR-001870,CASE-001870,8,0,Completed,0
RR-001871,CASE-001871,6,1,Under Review,97
RR-001872,CASE-001872,5,0,Completed,0
RR-001873,CASE-001873,3,0,Completed,0
RR-001874,CASE-001874,6,0,Completed,0
RR-001875,CASE-001875,2,0,Completed,0
RR-001876,CASE-001876,8,1,Pending,17
RR-001877,CASE-001877,2,0,Completed,0
RR-001878,CASE-001878,4,0,Completed,0
RR-001879,CASE-001879,6,0,Completed,0
RR-001880,CASE-001880,6,0,Completed,0
RR-001881,CASE-001881,6,0,Completed,0
RR-001882,CASE-001882,4,1,Pending,178
RR-001883,CASE-001883,3,0,Completed,0
RR-001884,CASE-001884,4,0,Completed,0
RR-001885,CASE-001885,5,0,Completed,0
RR-001886,CASE-001886,4,0,Completed,0
RR-001887,CASE-001887,7,1,Partial,409
RR-001888,CASE-001888,7,0,Completed,0
RR-001889,CASE-001889,5,1,Under Review,184
RR-001890,CASE-001890,6,0,Completed,0
RR-001891,CASE-001891,7,0,Completed,0
RR-001892,CASE-001892,1,0,Completed,0
RR-001893,CASE-001893,6,1,Pending,202
RR-001894,CASE-001894,6,0,Completed,0
RR-001895,CASE-001895,3,1,Under Review,278
RR-001896,CASE-001896,3,0,Completed,0
RR-001897,CASE-001897,7,0,Completed,0
RR-001898,CASE-001898,5,0,Completed,0
RR-001899,CASE-001899,6,0,Completed,0
RR-001900,CASE-001900,7,0,Completed,0
RR-001901,CASE-001901,4,0,Completed,0
RR-001902,CASE-001902,8,0,Completed,0
RR-001903,CASE-001903,3,0,Completed,0
RR-001904,CASE-001904,4,0,Completed,0
RR-001905,CASE-001905,4,0,Completed,0
RR-001906,CASE-001906,5,0,Completed,0
RR-001907,CASE-001907,8,1,Under Review,86
RR-001908,CASE-001908,2,0,Completed,0
RR-001909,CASE-001909,7,0,Completed,0
RR-001910,CASE-001910,2,0,Completed,0
RR-001911,CASE-001911,4,0,Completed,0
RR-001912,CASE-001912,4,0,Completed,0
RR-001913,CASE-001913,7,1,Under Review,56
RR-001914,CASE-001914,7,1,Under Review,423
RR-001915,CASE-001915,6,0,Completed,0
RR-001916,CASE-001916,5,0,Completed,0
RR-001917,CASE-001917,5,0,Completed,0
RR-001918,CASE-001918,9,0,Completed,0
RR-001919,CASE-001919,4,0,Completed,0
RR-001920,CASE-001920,5,0,Completed,0
RR-001921,CASE-001921,4,0,Completed,0
RR-001922,CASE-001922,4,0,Completed,0
RR-001923,CASE-001923,5,0,Completed,0
RR-001924,CASE-001924,7,0,Completed,0
RR-001925,CASE-001925,8,0,Completed,0
RR-001926,CASE-001926,4,0,Completed,0
RR-001927,CASE-001927,4,0,Completed,0
RR-001928,CASE-001928,7,0,Completed,0
RR-001929,CASE-001929,4,0,Completed,0
RR-001930,CASE-001930,6,0,Completed,0
RR-001931,CASE-001931,5,0,Completed,0
RR-001932,CASE-001932,4,0,Completed,0
RR-001933,CASE-001933,3,0,Completed,0
