compensation_id,case_id,project_id,assessed_amount,amount_paid,payment_status,payment_delay_days
COMP-001066,CASE-001066,PRJ-02953,7091226.02,6980586.53,Paid,26
COMP-001067,CASE-001067,PRJ-01072,522349.03,155421.89,Pending,200
COMP-001068,CASE-001068,PRJ-04194,555618.83,1181276.46,Paid,20
COMP-001069,CASE-001069,PRJ-01375,391784.31,310703.43,Paid,15
COMP-001070,CASE-001070,PRJ-01001,752924.1,464165.03,Pending,437
COMP-001071,CASE-001071,PRJ-02194,2478521.17,1088551.15,Pending,441
COMP-001072,CASE-001072,PRJ-04706,64009.22,144496.7,Paid,0
COMP-001073,CASE-001073,PRJ-01065,480841.16,124677.86,Pending,60
COMP-001074,CASE-001074,PRJ-03525,315302.01,671012.8,Pending,409
COMP-001075,CASE-001075,PRJ-00139,983504.47,1637812.08,Paid,16
COMP-001076,CASE-001076,PRJ-00504,875048.92,181230.07,Pending,36
COMP-001077,CASE-001077,PRJ-00552,1838712.6,1743914.04,Paid,14
COMP-001078,CASE-001078,PRJ-01079,1878441.62,1556101.36,Paid,27
COMP-001079,CASE-001079,PRJ-03841,1185242.61,427236.44,Paid,1
COMP-001080,CASE-001080,PRJ-00273,1715672.1,1559899.88,Paid,21
COMP-001081,CASE-001081,PRJ-03015,5150449.3,4585069.84,Paid,29
COMP-001082,CASE-001082,PRJ-00677,329034.89,378671.06,Paid,20
COMP-001083,CASE-001083,PRJ-04901,426763.34,882167.88,Paid,17
COMP-001084,CASE-001084,PRJ-02633,4362088.32,2433736.05,Paid,4
COMP-001085,CASE-001085,PRJ-04574,754912.19,228055.09,Paid,16
COMP-001086,CASE-001086,PRJ-02921,947655.05,1115294.67,Paid,9
COMP-001087,CASE-001087,PRJ-00478,610003.9,662408.84,Paid,18
COMP-001088,CASE-001088,PRJ-00055,1590136.51,1516543.05,Paid,10
COMP-001089,CASE-001089,PRJ-02993,1955944.13,2494215.11,Paid,0
COMP-001090,CASE-001090,PRJ-02053,197351.5,497179.81,Paid,27
COMP-001091,CASE-001091,PRJ-01510,1773798.95,1246020.41,Paid,26
COMP-001092,CASE-001092,PRJ-01029,531502.54,626028.46,Paid,15
COMP-001093,CASE-001093,PRJ-02595,416118.86,682491.7,Paid,8
COMP-001094,CASE-001094,PRJ-01818,753681.59,550435.63,Paid,22
COMP-001095,CASE-001095,PRJ-01628,1294554.12,1020659.26,Paid,17
COMP-001096,CASE-001096,PRJ-00898,5948041.75,3004258.53,Paid,14
COMP-001097,CASE-001097,PRJ-03014,3072995.19,1911419.5,Paid,23
COMP-001098,CASE-001098,PRJ-02986,252362.34,444526.77,Paid,19
COMP-001099,CASE-001099,PRJ-03369,1492489.1,1002620.37,Paid,7
COMP-001100,CASE-001100,PRJ-04677,532208.1,1260391.21,Paid,13
COMP-001101,CASE-001101,PRJ-04134,2194433.18,3529967.52,Paid,28
COMP-001102,CASE-001102,PRJ-00617,4002583.95,3767350.95,Paid,29
COMP-001103,CASE-001103,PRJ-00650,1178212.48,1151207.13,Paid,25
COMP-001104,CASE-001104,PRJ-01647,126322.91,53231.39,Pending,430
COMP-001105,CASE-001105,PRJ-01621,1484488.83,996269.37,Paid,7
COMP-001106,CASE-001106,PRJ-00635,1288111.82,1437615.4,Paid,3
COMP-001107,CASE-001107,PRJ-02544,727072.42,506684.54,Paid,22
COMP-001108,CASE-001108,PRJ-02512,1568743.73,1975119.57,Paid,2
COMP-001109,CASE-001109,PRJ-00880,2224382.62,2649723.45,Paid,7
COMP-001110,CASE-001110,PRJ-03648,1913039.18,1341217.02,Paid,28
COMP-001111,CASE-001111,PRJ-01972,2089812.99,1614745.18,Paid,22
COMP-001112,CASE-001112,PRJ-01879,475757.41,1621993.08,Paid,25
COMP-001113,CASE-001113,PRJ-04294,736639.57,196889.91,Paid,20
COMP-001114,CASE-001114,PRJ-02352,1590971.15,673606.9,Paid,21
COMP-001115,CASE-001115,PRJ-01588,776108.86,1691027.55,Paid,26
COMP-001116,CASE-001116,PRJ-00118,1871548.12,2851588.57,Paid,29
COMP-001117,CASE-001117,PRJ-00581,538730.64,286848.89,Paid,7
COMP-001118,CASE-001118,PRJ-03814,437622.58,263780.26,Paid,9
COMP-001119,CASE-001119,PRJ-00810,3747986.63,2988789.26,Paid,13
COMP-001120,CASE-001120,PRJ-02054,2221150.05,2545176.78,Paid,13
COMP-001121,CASE-001121,PRJ-04265,789631.14,1426946.8,Paid,24
COMP-001122,CASE-001122,PRJ-03389,1546826.93,586408.25,Paid,22
COMP-001123,CASE-001123,PRJ-03687,1122812.07,1396372.98,Paid,9
COMP-001124,CASE-001124,PRJ-03887,925817.52,1842472.25,Paid,16
COMP-001125,CASE-001125,PRJ-03582,603016.07,118700.75,Pending,434
COMP-001126,CASE-001126,PRJ-03839,798789.04,482237.01,Paid,7
COMP-001127,CASE-001127,PRJ-00972,9350600.26,8767033.7,Paid,0
COMP-001128,CASE-001128,PRJ-03165,1311352.17,940111.36,Paid,6
COMP-001129,CASE-001129,PRJ-04350,1204861.66,980009.54,Paid,29
COMP-001130,CASE-001130,PRJ-03601,167351.81,226556.42,Paid,20
COMP-001131,CASE-001131,PRJ-04437,2184963.93,908219.65,Paid,25
COMP-001132,CASE-001132,PRJ-04441,1228354.89,881527.86,Pending,308
COMP-001133,CASE-001133,PRJ-00088,547037.23,697038.55,Paid,7
COMP-001134,CASE-001134,PRJ-01786,1186569.16,1380822.92,Paid,5
COMP-001135,CASE-001135,PRJ-04058,129424.34,232373.44,Paid,22
COMP-001136,CASE-001136,PRJ-00225,2693310.49,5316841.02,Paid,3
COMP-001137,CASE-001137,PRJ-00879,1603690.46,1173512.3,Paid,19
COMP-001138,CASE-001138,PRJ-04767,704239.89,1549550.25,Paid,15
COMP-001139,CASE-001139,PRJ-01216,492488.91,531055.37,Paid,24
COMP-001140,CASE-001140,PRJ-00723,1227646.38,2080078.52,Paid,2
COMP-001141,CASE-001141,PRJ-02779,2672474.4,1533350.65,Paid,21
COMP-001142,CASE-001142,PRJ-04585,363993.91,1348592.41,Paid,29
COMP-001143,CASE-001143,PRJ-00634,679912.29,1882859.62,Paid,27
COMP-001144,CASE-001144,PRJ-04599,587983.49,411062.41,Paid,29
COMP-001145,CASE-001145,PRJ-04070,1317808.25,745453.08,Paid,4
COMP-001146,CASE-001146,PRJ-04023,2373180.9,749534.07,Paid,19
COMP-001147,CASE-001147,PRJ-01906,2181409.97,1571135.65,Pending,138
COMP-001148,CASE-001148,PRJ-04491,1123635.95,1528924.42,Paid,8
COMP-001149,CASE-001149,PRJ-02429,1115489.6,1260208.99,Paid,28
COMP-001150,CASE-001150,PRJ-01714,1046232.28,1917354.45,Paid,26
COMP-001151,CASE-001151,PRJ-00421,427054.09,114972.21,Pending,63
COMP-001152,CASE-001152,PRJ-02899,1929770.45,1140778.72,Pending,40
COMP-001153,CASE-001153,PRJ-02010,613309.92,391844.82,Paid,6
COMP-001154,CASE-001154,PRJ-02716,739332.18,695036.11,Paid,8
COMP-001155,CASE-001155,PRJ-02978,88643.13,208698.38,Paid,4
COMP-001156,CASE-001156,PRJ-02487,334558.52,358140.71,Pending,232
COMP-001157,CASE-001157,PRJ-00981,2010801.53,2588494.73,Paid,13
COMP-001158,CASE-001158,PRJ-01530,510681.47,356624.27,Paid,28
COMP-001159,CASE-001159,PRJ-02434,1050977.61,2859027.11,Paid,7
COMP-001160,CASE-001160,PRJ-03431,1110942.69,1376257.26,Paid,28
COMP-001161,CASE-001161,PRJ-00791,905296.58,1166049.85,Pending,33
COMP-001162,CASE-001162,PRJ-03268,361206.86,1135260.51,Paid,0
COMP-001163,CASE-001163,PRJ-03940,366955.85,274634.38,Pending,391
COMP-001164,CASE-001164,PRJ-03881,970031.82,624565.39,Paid,23
COMP-001165,CASE-001165,PRJ-03327,328259.24,306780.53,Paid,5
COMP-001166,CASE-001166,PRJ-00008,312331.76,306794.16,Paid,17
COMP-001167,CASE-001167,PRJ-03405,275652.25,485316.8,Paid,1
COMP-001168,CASE-001168,PRJ-01017,1207079.2,475025.75,Paid,26
COMP-001169,CASE-001169,PRJ-02950,184638.98,606634.23,Paid,22
COMP-001170,CASE-001170,PRJ-03152,294963.07,347144.96,Paid,18
COMP-001171,CASE-001171,PRJ-04338,1854666.4,1098438.47,Pending,51
COMP-001172,CASE-001172,PRJ-02488,182356.99,299075.21,Paid,28
COMP-001173,CASE-001173,PRJ-02122,1656839.13,1730042.66,Paid,3
COMP-001174,CASE-001174,PRJ-04315,1701116.85,1273935.26,Paid,29
COMP-001175,CASE-001175,PRJ-01148,718483.08,260927.37,Pending,59
COMP-001176,CASE-001176,PRJ-00185,394053.52,371660.95,Paid,21
COMP-001177,CASE-001177,PRJ-03986,348047.34,972155.58,Paid,18
COMP-001178,CASE-001178,PRJ-02978,555835.58,470853.4,Paid,24
COMP-001179,CASE-001179,PRJ-03820,643217.04,341760.66,Paid,15
COMP-001180,CASE-001180,PRJ-02292,4186046.6,2618182.99,Paid,14
COMP-001181,CASE-001181,PRJ-03434,1630742.34,2015904.03,Paid,1
COMP-001182,CASE-001182,PRJ-04590,1195432.23,1206247.41,Paid,10
COMP-001183,CASE-001183,PRJ-02059,601819.5,515071.18,Paid,0
COMP-001184,CASE-001184,PRJ-01616,1001414.87,386133.27,Pending,301
COMP-001185,CASE-001185,PRJ-02159,247862.32,275298.18,Paid,23
COMP-001186,CASE-001186,PRJ-02118,240607.08,163562.51,Paid,15
COMP-001187,CASE-001187,PRJ-03798,701028.62,362014.11,Paid,4
COMP-001188,CASE-001188,PRJ-00174,829342.44,2606703.85,Paid,29
COMP-001189,CASE-001189,PRJ-01143,325260.28,271484.84,Pending,368
COMP-001190,CASE-001190,PRJ-04634,658138.85,714243.25,Paid,29
COMP-001191,CASE-001191,PRJ-01672,424870.53,909116.49,Paid,21
COMP-001192,CASE-001192,PRJ-03395,287980.5,49859.4,Pending,47
COMP-001193,CASE-001193,PRJ-02704,2604206.0,2268167.38,Paid,13
COMP-001194,CASE-001194,PRJ-03483,1007594.52,2285463.67,Paid,5
COMP-001195,CASE-001195,PRJ-00390,392608.75,670162.03,Paid,29
COMP-001196,CASE-001196,PRJ-02793,1945385.48,2414362.79,Paid,13
COMP-001197,CASE-001197,PRJ-03619,1595016.68,1037504.4,Paid,17
COMP-001198,CASE-001198,PRJ-03095,494384.93,593198.44,Paid,14
COMP-001199,CASE-001199,PRJ-03906,2284359.64,3030910.55,Paid,23
COMP-001200,CASE-001200,PRJ-04822,1866296.67,5073202.09,Paid,10
COMP-001201,CASE-001201,PRJ-00558,4804019.61,3792885.05,Paid,25
COMP-001202,CASE-001202,PRJ-04195,1193936.57,4143695.84,Paid,23
COMP-001203,CASE-001203,PRJ-04806,1888627.65,2178435.83,Paid,3
COMP-001204,CASE-001204,PRJ-00428,1063702.64,1045262.0,Paid,22
COMP-001205,CASE-001205,PRJ-04664,846271.68,361944.56,Paid,9
COMP-001206,CASE-001206,PRJ-01243,610986.44,303040.49,Paid,20
COMP-001207,CASE-001207,PRJ-04922,535564.74,543689.61,Paid,27
COMP-001208,CASE-001208,PRJ-01216,3021813.35,1201648.67,Paid,5
COMP-001209,CASE-001209,PRJ-04025,865384.32,1034504.46,Paid,4
COMP-001210,CASE-001210,PRJ-03153,456111.61,326294.27,Paid,29
COMP-001211,CASE-001211,PRJ-02393,1888084.44,859766.07,Paid,4
COMP-001212,CASE-001212,PRJ-02521,1020316.99,521169.01,Pending,240
COMP-001213,CASE-001213,PRJ-01026,782231.07,790278.67,Paid,21
COMP-001214,CASE-001214,PRJ-00482,1483280.33,913789.18,Pending,396
COMP-001215,CASE-001215,PRJ-02418,282540.04,378579.16,Paid,26
COMP-001216,CASE-001216,PRJ-04521,1160253.0,2317556.62,Paid,26
COMP-001217,CASE-001217,PRJ-03002,1756004.44,1546740.66,Paid,18
COMP-001218,CASE-001218,PRJ-00904,1097790.62,1502846.35,Pending,174
COMP-001219,CASE-001219,PRJ-04728,333513.13,522712.63,Paid,5
COMP-001220,CASE-001220,PRJ-01767,554556.51,681835.64,Paid,20
COMP-001221,CASE-001221,PRJ-01573,2060015.76,1063167.53,Paid,18
COMP-001222,CASE-001222,PRJ-00189,544815.52,1190625.47,Pending,187
COMP-001223,CASE-001223,PRJ-02732,794526.08,798372.46,Pending,408
COMP-001224,CASE-001224,PRJ-03364,788101.07,537043.65,Paid,13
COMP-001225,CASE-001225,PRJ-03073,1173564.39,1279178.92,Paid,2
COMP-001226,CASE-001226,PRJ-00588,2121044.82,454734.76,Pending,387
COMP-001227,CASE-001227,PRJ-00836,944028.85,642446.39,Pending,19
COMP-001228,CASE-001228,PRJ-02984,1714354.16,4542042.35,Paid,29
COMP-001229,CASE-001229,PRJ-03756,660584.68,887827.51,Pending,413
COMP-001230,CASE-001230,PRJ-04402,233040.39,259047.72,Paid,16
COMP-001231,CASE-001231,PRJ-03321,2968871.78,451477.57,Pending,333
COMP-001232,CASE-001232,PRJ-02091,250322.69,860508.76,Paid,27
COMP-001233,CASE-001233,PRJ-02111,624796.41,509092.37,Paid,11
COMP-001234,CASE-001234,PRJ-02133,4327004.77,8012690.18,Paid,5
COMP-001235,CASE-001235,PRJ-04587,1113694.19,454115.79,Paid,24
COMP-001236,CASE-001236,PRJ-02278,679052.08,1416445.14,Paid,20
COMP-001237,CASE-001237,PRJ-04342,445556.43,653050.17,Paid,23
COMP-001238,CASE-001238,PRJ-00907,232154.07,423598.22,Paid,1
COMP-001239,CASE-001239,PRJ-02412,2014889.37,2436951.78,Paid,17
COMP-001240,CASE-001240,PRJ-03735,4890884.79,4249674.56,Paid,6
COMP-001241,CASE-001241,PRJ-00389,569788.43,531330.02,Paid,12
COMP-001242,CASE-001242,PRJ-00294,988767.45,122362.1,Pending,257
COMP-001243,CASE-001243,PRJ-00874,705136.28,518788.64,Pending,128
COMP-001244,CASE-001244,PRJ-01786,573556.99,885600.39,Paid,12
COMP-001245,CASE-001245,PRJ-01685,3022175.97,2459082.02,Paid,16
COMP-001246,CASE-001246,PRJ-01502,1051013.05,1460811.55,Paid,14
COMP-001247,CASE-001247,PRJ-02924,914397.18,132491.74,Pending,487
COMP-001248,CASE-001248,PRJ-02754,925117.52,175009.18,Pending,113
COMP-001249,CASE-001249,PRJ-04524,2858859.64,1943572.68,Paid,14
COMP-001250,CASE-001250,PRJ-02101,759852.61,756252.26,Paid,3
COMP-001251,CASE-001251,PRJ-03617,3630486.7,2333836.9,Paid,26
COMP-001252,CASE-001252,PRJ-03314,1466435.28,2827644.77,Paid,28
COMP-001253,CASE-001253,PRJ-02987,971594.72,315861.86,Paid,1
COMP-001254,CASE-001254,PRJ-05000,572641.31,274530.64,Paid,20
COMP-001255,CASE-001255,PRJ-03618,470242.47,714331.2,Paid,17
COMP-001256,CASE-001256,PRJ-03544,1086171.15,1453666.85,Paid,19
COMP-001257,CASE-001257,PRJ-04343,1088566.89,1048792.49,Paid,1
COMP-001258,CASE-001258,PRJ-04769,1268467.28,895292.7,Paid,26
COMP-001259,CASE-001259,PRJ-02733,1021242.39,438741.87,Paid,24
COMP-001260,CASE-001260,PRJ-04403,1030123.0,902131.83,Paid,17
COMP-001261,CASE-001261,PRJ-02937,500499.49,419310.95,Paid,7
COMP-001262,CASE-001262,PRJ-02416,422172.41,795209.37,Paid,3
COMP-001263,CASE-001263,PRJ-04120,885410.3,190493.54,Pending,395
COMP-001264,CASE-001264,PRJ-00951,1076628.23,1180294.59,Paid,19
COMP-001265,CASE-001265,PRJ-01134,950690.82,274532.82,Paid,12
COMP-001266,CASE-001266,PRJ-04685,1161626.02,1344223.1,Paid,26
COMP-001267,CASE-001267,PRJ-01374,631252.44,1341346.74,Paid,11
COMP-001268,CASE-001268,PRJ-00190,1454885.69,861343.8,Paid,5
COMP-001269,CASE-001269,PRJ-02715,351995.8,134297.96,Paid,26
COMP-001270,CASE-001270,PRJ-00208,578983.51,775617.15,Paid,28
COMP-001271,CASE-001271,PRJ-04361,770894.06,797150.02,Paid,17
COMP-001272,CASE-001272,PRJ-03593,1300874.53,2245655.42,Paid,15
COMP-001273,CASE-001273,PRJ-00936,2265242.42,1096297.66,Pending,397
COMP-001274,CASE-001274,PRJ-00444,2800585.39,2225408.0,Paid,24
COMP-001275,CASE-001275,PRJ-00643,1980450.83,674807.2,Pending,437
COMP-001276,CASE-001276,PRJ-03258,717848.32,1267508.26,Paid,17
COMP-001277,CASE-001277,PRJ-01635,1416611.45,623446.75,Paid,27
COMP-001278,CASE-001278,PRJ-01896,890643.82,382802.79,Pending,421
COMP-001279,CASE-001279,PRJ-02783,438063.3,1157790.85,Paid,13
COMP-001280,CASE-001280,PRJ-03695,1649965.79,939312.13,Paid,25
COMP-001281,CASE-001281,PRJ-01457,968622.57,2056556.38,Paid,18
COMP-001282,CASE-001282,PRJ-02261,795816.85,360920.68,Paid,10
COMP-001283,CASE-001283,PRJ-01726,1520750.06,1844456.71,Paid,23
COMP-001284,CASE-001284,PRJ-02541,1405160.72,708559.18,Paid,19
COMP-001285,CASE-001285,PRJ-00738,1524247.05,2733823.35,Paid,16
COMP-001286,CASE-001286,PRJ-04350,1041770.11,795731.73,Paid,5
COMP-001287,CASE-001287,PRJ-01635,719477.99,279912.69,Pending,380
COMP-001288,CASE-001288,PRJ-02466,662171.54,641991.08,Paid,6
COMP-001289,CASE-001289,PRJ-02128,177635.44,276204.75,Paid,8
COMP-001290,CASE-001290,PRJ-03110,1418252.95,1182020.61,Paid,27
COMP-001291,CASE-001291,PRJ-00074,135432.66,132697.64,Paid,17
COMP-001292,CASE-001292,PRJ-03743,713043.66,776551.22,Paid,29
COMP-001293,CASE-001293,PRJ-00227,4408090.85,6565603.01,Paid,6
COMP-001294,CASE-001294,PRJ-02326,323594.72,987390.1,Paid,12
COMP-001295,CASE-001295,PRJ-03754,1069466.17,1530977.1,Paid,3
COMP-001296,CASE-001296,PRJ-02643,139887.33,288026.99,Paid,13
COMP-001297,CASE-001297,PRJ-00518,851255.97,394098.05,Paid,2
COMP-001298,CASE-001298,PRJ-01504,3709999.05,4084358.77,Paid,18
COMP-001299,CASE-001299,PRJ-00300,787851.09,2752209.63,Paid,7
COMP-001300,CASE-001300,PRJ-01097,709816.67,929432.04,Paid,13
COMP-001301,CASE-001301,PRJ-00878,5552197.82,3334169.14,Paid,27
COMP-001302,CASE-001302,PRJ-04548,585048.08,338028.3,Pending,17
COMP-001303,CASE-001303,PRJ-00844,7250699.61,2455584.75,Paid,18
COMP-001304,CASE-001304,PRJ-03517,574506.33,377468.16,Pending,149
COMP-001305,CASE-001305,PRJ-01219,8653212.25,2371171.32,Pending,381
COMP-001306,CASE-001306,PRJ-03329,1770278.82,1334564.7,Paid,0
COMP-001307,CASE-001307,PRJ-02925,417479.29,318053.12,Pending,428
COMP-001308,CASE-001308,PRJ-02899,1786316.98,619039.37,Paid,29
COMP-001309,CASE-001309,PRJ-02868,635063.68,716359.32,Paid,28
COMP-001310,CASE-001310,PRJ-04079,171445.7,389084.69,Paid,0
COMP-001311,CASE-001311,PRJ-01861,878526.88,880439.4,Paid,27
COMP-001312,CASE-001312,PRJ-00142,1156277.63,1136368.35,Paid,4
COMP-001313,CASE-001313,PRJ-04353,1345823.91,1445622.61,Paid,26
COMP-001314,CASE-001314,PRJ-02724,668337.79,651405.49,Paid,6
COMP-001315,CASE-001315,PRJ-01049,3287326.67,2607359.15,Paid,3
COMP-001316,CASE-001316,PRJ-04070,1339229.3,869519.68,Paid,19
COMP-001317,CASE-001317,PRJ-01687,557590.76,224562.36,Paid,2
COMP-001318,CASE-001318,PRJ-01967,239688.24,171445.53,Pending,75
COMP-001319,CASE-001319,PRJ-02350,144919.02,431063.5,Pending,475
COMP-001320,CASE-001320,PRJ-00426,2607401.88,1489968.18,Paid,15
COMP-001321,CASE-001321,PRJ-03583,555992.61,172555.93,Pending,438
COMP-001322,CASE-001322,PRJ-03812,594275.83,583851.83,Paid,21
COMP-001323,CASE-001323,PRJ-03024,601344.38,1445011.28,Paid,25
COMP-001324,CASE-001324,PRJ-01936,703762.14,235126.38,Paid,11
COMP-001325,CASE-001325,PRJ-02233,1454073.06,2000333.71,Paid,21
COMP-001326,CASE-001326,PRJ-01105,1601486.65,1587232.53,Paid,11
COMP-001327,CASE-001327,PRJ-03199,609448.12,551859.01,Pending,326
COMP-001328,CASE-001328,PRJ-03696,1551256.31,1611272.07,Paid,2
COMP-001329,CASE-001329,PRJ-03140,494430.35,256013.67,Paid,29
COMP-001330,CASE-001330,PRJ-01762,4614996.63,1236454.57,Paid,14
COMP-001331,CASE-001331,PRJ-02051,473582.78,440601.78,Paid,18
COMP-001332,CASE-001332,PRJ-00618,449775.71,318711.97,Paid,21
COMP-001333,CASE-001333,PRJ-00636,951674.27,719965.34,Paid,10
COMP-001334,CASE-001334,PRJ-04387,610957.2,2234571.78,Paid,21
COMP-001335,CASE-001335,PRJ-03594,1813249.85,583663.37,Paid,11
COMP-001336,CASE-001336,PRJ-02744,1397257.83,2547480.23,Paid,21
COMP-001337,CASE-001337,PRJ-01369,3104139.52,3764644.97,Paid,23
COMP-001338,CASE-001338,PRJ-00702,949271.97,1570420.97,Paid,3
COMP-001339,CASE-001339,PRJ-02707,963695.68,1550303.24,Paid,29
COMP-001340,CASE-001340,PRJ-00006,1493644.39,1046018.02,Paid,20
COMP-001341,CASE-001341,PRJ-04819,1249142.66,1441760.4,Paid,17
COMP-001342,CASE-001342,PRJ-02956,481516.69,333616.97,Pending,357
COMP-001343,CASE-001343,PRJ-00991,468661.25,626512.9,Paid,1
COMP-001344,CASE-001344,PRJ-03217,1124634.41,626135.1,Paid,23
COMP-001345,CASE-001345,PRJ-01420,946231.86,620183.5,Pending,399
COMP-001346,CASE-001346,PRJ-01857,1021558.39,387764.55,Paid,17
COMP-001347,CASE-001347,PRJ-01514,178035.75,341982.19,Pending,50
COMP-001348,CASE-001348,PRJ-03609,688367.65,163374.0,Pending,405
COMP-001349,CASE-001349,PRJ-00804,1827662.94,2307397.86,Paid,25
COMP-001350,CASE-001350,PRJ-02635,1873784.28,1878935.31,Paid,25
COMP-001351,CASE-001351,PRJ-01520,749556.91,608951.48,Paid,29
COMP-001352,CASE-001352,PRJ-02966,957253.65,1069106.74,Paid,10
COMP-001353,CASE-001353,PRJ-01750,576387.2,1297070.57,Paid,24
COMP-001354,CASE-001354,PRJ-04292,368523.67,281904.38,Paid,19
COMP-001355,CASE-001355,PRJ-00201,867188.94,1857049.2,Paid,14
COMP-001356,CASE-001356,PRJ-02401,606827.63,646958.54,Paid,8
COMP-001357,CASE-001357,PRJ-01333,713724.65,684499.39,Paid,10
COMP-001358,CASE-001358,PRJ-01331,312693.48,659224.48,Paid,2
COMP-001359,CASE-001359,PRJ-00023,453320.24,1381877.09,Paid,24
COMP-001360,CASE-001360,PRJ-00442,771209.8,200359.98,Pending,27
COMP-001361,CASE-001361,PRJ-03790,1650878.44,1250592.28,Paid,13
COMP-001362,CASE-001362,PRJ-03238,2569065.3,3628689.62,Paid,9
COMP-001363,CASE-001363,PRJ-01147,989259.34,1225758.68,Paid,12
COMP-001364,CASE-001364,PRJ-02317,1381264.7,593072.36,Pending,442
COMP-001365,CASE-001365,PRJ-02437,1472973.61,321275.88,Pending,397
COMP-001366,CASE-001366,PRJ-01725,823565.17,1047742.1,Paid,24
COMP-001367,CASE-001367,PRJ-03157,237312.71,714693.13,Paid,21
COMP-001368,CASE-001368,PRJ-04417,666795.64,321789.97,Pending,321
COMP-001369,CASE-001369,PRJ-02442,525989.15,420382.13,Paid,20
COMP-001370,CASE-001370,PRJ-00127,700214.55,792296.42,Paid,8
COMP-001371,CASE-001371,PRJ-04622,233244.39,315033.69,Pending,469
COMP-001372,CASE-001372,PRJ-04025,562729.54,854258.91,Paid,17
COMP-001373,CASE-001373,PRJ-04719,3033858.62,11326629.69,Paid,11
COMP-001374,CASE-001374,PRJ-00456,1475995.73,609680.7,Paid,21
COMP-001375,CASE-001375,PRJ-02413,673460.14,289446.1,Pending,210
COMP-001376,CASE-001376,PRJ-04260,6633300.55,1755051.66,Paid,27
COMP-001377,CASE-001377,PRJ-04096,841434.35,674172.04,Paid,24
COMP-001378,CASE-001378,PRJ-03101,1035552.4,1523603.4,Paid,15
COMP-001379,CASE-001379,PRJ-01706,1110076.2,1280665.83,Paid,28
COMP-001380,CASE-001380,PRJ-02783,1163312.72,991611.38,Paid,10
COMP-001381,CASE-001381,PRJ-03995,1832566.91,1862931.74,Paid,8
COMP-001382,CASE-001382,PRJ-01700,780842.05,1041410.83,Paid,8
COMP-001383,CASE-001383,PRJ-02099,1410259.92,1062735.91,Paid,13
COMP-001384,CASE-001384,PRJ-02127,2467813.02,1290396.47,Paid,20
COMP-001385,CASE-001385,PRJ-02735,2218903.36,2233219.98,Paid,4
COMP-001386,CASE-001386,PRJ-02588,3146617.6,3028461.21,Paid,21
COMP-001387,CASE-001387,PRJ-00542,865346.25,588612.94,Paid,4
COMP-001388,CASE-001388,PRJ-01863,271614.4,229606.13,Paid,23
COMP-001389,CASE-001389,PRJ-03318,342881.72,571931.25,Paid,2
COMP-001390,CASE-001390,PRJ-03293,2341108.53,3609437.36,Paid,27
COMP-001391,CASE-001391,PRJ-00954,4059323.09,625842.4,Pending,199
COMP-001392,CASE-001392,PRJ-02812,1595402.38,1191213.45,Paid,3
COMP-001393,CASE-001393,PRJ-02376,1052279.49,1785813.3,Paid,11
COMP-001394,CASE-001394,PRJ-04306,277931.45,585777.57,Paid,19
COMP-001395,CASE-001395,PRJ-02686,1593076.84,1524485.98,Paid,9
COMP-001396,CASE-001396,PRJ-00742,886148.31,1129146.75,Paid,29
COMP-001397,CASE-001397,PRJ-00924,1587561.12,1226432.03,Paid,23
COMP-001398,CASE-001398,PRJ-02333,2256356.98,1842980.14,Paid,29
COMP-001399,CASE-001399,PRJ-03615,794617.36,882769.39,Paid,6
COMP-001400,CASE-001400,PRJ-02180,702452.18,1251978.87,Paid,29
COMP-001401,CASE-001401,PRJ-01473,507408.52,176251.29,Paid,24
COMP-001402,CASE-001402,PRJ-02126,1312190.25,2850881.12,Paid,14
COMP-001403,CASE-001403,PRJ-02189,543300.92,255135.31,Pending,373
COMP-001404,CASE-001404,PRJ-04027,2437454.45,812506.24,Paid,7
COMP-001405,CASE-001405,PRJ-03090,3343334.99,3279938.67,Paid,21
COMP-001406,CASE-001406,PRJ-03633,1698504.31,3021898.84,Paid,7
COMP-001407,CASE-001407,PRJ-03872,2283411.58,1754782.04,Paid,14
COMP-001408,CASE-001408,PRJ-00212,1374905.94,3868001.36,Paid,23
COMP-001409,CASE-001409,PRJ-03814,919239.05,434979.98,Paid,13
COMP-001410,CASE-001410,PRJ-00038,1066695.8,894499.04,Paid,26
COMP-001411,CASE-001411,PRJ-00694,554422.06,894023.06,Paid,18
COMP-001412,CASE-001412,PRJ-01509,347378.51,617009.46,Paid,28
COMP-001413,CASE-001413,PRJ-04602,582640.84,308693.03,Paid,16
COMP-001414,CASE-001414,PRJ-02226,1380384.28,1002982.14,Paid,22
COMP-001415,CASE-001415,PRJ-02266,858181.63,609865.84,Paid,12
COMP-001416,CASE-001416,PRJ-02964,2992053.35,1485821.9,Paid,2
COMP-001417,CASE-001417,PRJ-04146,2007854.67,1063664.43,Pending,428
COMP-001418,CASE-001418,PRJ-03082,794227.67,383397.27,Pending,150
COMP-001419,CASE-001419,PRJ-00900,243967.23,731582.96,Paid,23
COMP-001420,CASE-001420,PRJ-02568,449494.79,379354.29,Paid,8
COMP-001421,CASE-001421,PRJ-02091,1975131.77,1519608.88,Paid,11
COMP-001422,CASE-001422,PRJ-00937,818497.96,367811.47,Paid,23
COMP-001423,CASE-001423,PRJ-02675,1680379.97,1992909.59,Paid,12
